,lsoa,lat,lon
13592,E01013593,52.92003,-1.39395
13593,E01013594,52.92749,-1.40304
13594,E01013595,52.90946,-1.41352
13595,E01013596,52.92469,-1.41171
13596,E01013597,52.91663,-1.40132
13597,E01013598,52.91386,-1.39356
13598,E01013599,52.926,-1.3913
13599,E01013600,52.67075,-1.1476
13600,E01013601,52.66482,-1.14625
13601,E01013602,52.66946,-1.13736
13602,E01013603,52.66144,-1.13184
13603,E01013604,52.66109,-1.14247
13604,E01013605,52.65648,-1.13329
13605,E01013606,52.65632,-1.14625
13606,E01013607,52.64597,-1.13771
13607,E01013608,52.59999,-1.14643
13608,E01013609,52.60217,-1.16266
13609,E01013610,52.59866,-1.1509
13610,E01013611,52.59471,-1.16303
13611,E01013612,52.60889,-1.15066
13612,E01013613,52.6079,-1.14049
13613,E01013614,52.60366,-1.14311
13614,E01013615,52.68208,-1.15374
13615,E01013616,52.67262,-1.15953
13616,E01013617,52.66409,-1.17557
13617,E01013618,52.67664,-1.16943
13618,E01013619,52.66594,-1.1596
13619,E01013620,52.66145,-1.15195
13620,E01013621,52.65728,-1.15474
13621,E01013622,52.65963,-1.16334
13622,E01013623,52.65447,-1.16648
13623,E01013624,52.65244,-1.10587
13624,E01013625,52.65513,-1.11996
13625,E01013626,52.65375,-1.11653
13626,E01013627,52.65227,-1.11099
13627,E01013628,52.65843,-1.12381
13628,E01013629,52.6575,-1.11158
13629,E01013630,52.65569,-1.11448
13630,E01013631,52.62286,-1.17416
13631,E01013632,52.62239,-1.18272
13632,E01013633,52.62179,-1.16253
13633,E01013634,52.6164,-1.16778
13634,E01013635,52.61673,-1.15634
13635,E01013636,52.61232,-1.16058
13636,E01013637,52.62964,-1.17476
13637,E01013638,52.6284,-1.19266
13638,E01013639,52.62741,-1.16803
13639,E01013640,52.62761,-1.18593
13640,E01013641,52.62519,-1.16004
13641,E01013642,52.61694,-1.11487
13642,E01013643,52.61412,-1.12183
13643,E01013644,52.63558,-1.13125
13644,E01013645,52.63017,-1.13757
13645,E01013646,52.62823,-1.12445
13646,E01013647,52.62741,-1.13411
13647,E01013648,52.62362,-1.13953
13648,E01013649,52.62166,-1.12462
13649,E01013650,52.61677,-1.12054
13650,E01013651,52.6483,-1.10065
13651,E01013652,52.65073,-1.09847
13652,E01013653,52.64477,-1.09292
13653,E01013654,52.64173,-1.11012
13654,E01013655,52.64449,-1.10262
13655,E01013656,52.64073,-1.10527
13656,E01013657,52.63872,-1.1086
13657,E01013658,52.64009,-1.10117
13658,E01013659,52.63717,-1.10494
13659,E01013660,52.63933,-1.08598
13660,E01013661,52.63457,-1.0867
13661,E01013662,52.63494,-1.09798
13662,E01013663,52.63478,-1.0924
13663,E01013664,52.63452,-1.07999
13664,E01013665,52.63959,-1.09462
13665,E01013666,52.62885,-1.05912
13666,E01013667,52.63019,-1.07629
13667,E01013668,52.6265,-1.08294
13668,E01013669,52.62319,-1.06379
13669,E01013670,52.61927,-1.07947
13670,E01013671,52.63623,-1.07411
13671,E01013672,52.62915,-1.0683
13672,E01013673,52.5936,-1.14821
13673,E01013674,52.58996,-1.14797
13674,E01013675,52.5921,-1.15553
13675,E01013676,52.58647,-1.15239
13676,E01013677,52.58298,-1.15431
13677,E01013678,52.59254,-1.13747
13678,E01013679,52.59536,-1.13079
13679,E01013680,52.64645,-1.1479
13680,E01013681,52.64265,-1.14727
13681,E01013682,52.64059,-1.15804
13682,E01013683,52.63897,-1.15191
13683,E01013684,52.63641,-1.14762
13684,E01013685,52.65015,-1.15671
13685,E01013686,52.65026,-1.14992
13686,E01013687,52.61668,-1.14307
13687,E01013688,52.61496,-1.13647
13688,E01013689,52.61449,-1.12769
13689,E01013690,52.6084,-1.13103
13690,E01013691,52.60242,-1.13553
13691,E01013692,52.59952,-1.13045
13692,E01013693,52.59939,-1.13874
13693,E01013694,52.64988,-1.0628
13694,E01013695,52.65226,-1.05377
13695,E01013696,52.65307,-1.06942
13696,E01013697,52.65214,-1.08146
13697,E01013698,52.64652,-1.05602
13698,E01013699,52.64476,-1.07783
13699,E01013700,52.64496,-1.06479
13700,E01013701,52.65968,-1.06486
13701,E01013702,52.61159,-1.11707
13702,E01013703,52.60739,-1.11106
13703,E01013704,52.60897,-1.10361
13704,E01013705,52.60548,-1.12322
13705,E01013706,52.60328,-1.10246
13706,E01013707,52.6028,-1.11376
13707,E01013708,52.5982,-1.11657
13708,E01013709,52.60035,-1.12325
13709,E01013710,52.61828,-1.10503
13710,E01013711,52.61512,-1.10848
13711,E01013712,52.61309,-1.10202
13712,E01013713,52.65091,-1.11997
13713,E01013714,52.65016,-1.11507
13714,E01013715,52.65237,-1.12428
13715,E01013716,52.65017,-1.12702
13716,E01013717,52.64729,-1.11065
13717,E01013718,52.64816,-1.11576
13718,E01013719,52.64846,-1.12398
13719,E01013720,52.64438,-1.1183
13720,E01013721,52.64702,-1.16617
13721,E01013722,52.65009,-1.17931
13722,E01013723,52.64739,-1.17278
13723,E01013724,52.64508,-1.18487
13724,E01013725,52.64291,-1.15742
13725,E01013726,52.6429,-1.17621
13726,E01013727,52.63999,-1.19045
13727,E01013728,52.64328,-1.16646
13728,E01013729,52.63274,-1.19598
13729,E01013730,52.63762,-1.19534
13730,E01013731,52.63664,-1.20549
13731,E01013732,52.65421,-1.09565
13732,E01013733,52.66189,-1.08348
13733,E01013734,52.66752,-1.11551
13734,E01013735,52.66879,-1.10112
13735,E01013736,52.66697,-1.08724
13736,E01013737,52.66684,-1.09536
13737,E01013738,52.66248,-1.11439
13738,E01013739,52.66346,-1.10408
13739,E01013740,52.66126,-1.0988
13740,E01013741,52.65787,-1.10431
13741,E01013742,52.63651,-1.11465
13742,E01013743,52.63713,-1.11056
13743,E01013744,52.63513,-1.11218
13744,E01013745,52.63393,-1.10734
13745,E01013746,52.63615,-1.11913
13746,E01013747,52.6286,-1.09771
13747,E01013748,52.63199,-1.11707
13748,E01013749,52.62974,-1.09236
13749,E01013750,52.63134,-1.10376
13750,E01013751,52.63164,-1.11194
13751,E01013752,52.63044,-1.10709
13752,E01013753,52.63029,-1.11324
13753,E01013754,52.64213,-1.12488
13754,E01013755,52.64025,-1.12159
13755,E01013756,52.62237,-1.10907
13756,E01013757,52.61984,-1.09391
13757,E01013758,52.62578,-1.10426
13758,E01013759,52.62028,-1.09899
13759,E01013760,52.62857,-1.11793
13760,E01013761,52.62848,-1.11245
13761,E01013762,52.62753,-1.10802
13762,E01013763,52.62631,-1.11457
13763,E01013764,52.62502,-1.09353
13764,E01013765,52.62514,-1.11108
13765,E01013766,52.62332,-1.10058
13766,E01013767,52.63546,-1.05791
13767,E01013768,52.64119,-1.05842
13768,E01013769,52.64126,-1.05173
13769,E01013770,52.64148,-1.06894
13770,E01013771,52.64041,-1.07682
13771,E01013772,52.63797,-1.05152
13772,E01013773,52.6382,-1.06673
13773,E01013774,52.62865,-1.14956
13774,E01013775,52.6209,-1.14876
13775,E01013776,52.62552,-1.15179
13776,E01013777,52.62059,-1.15466
13777,E01013778,52.63046,-1.14584
13778,E01013779,52.62985,-1.15188
13779,E01013780,52.6344,-1.16642
13780,E01013781,52.63417,-1.15471
13781,E01013782,52.63117,-1.15725
13782,E01013783,52.63092,-1.16308
13783,E01013784,52.62731,-1.15706
13784,E01013785,52.637,-1.17684
13785,E01013786,52.63679,-1.15843
13786,E01013787,52.62222,-0.76315
13787,E01013788,52.72762,-0.68399
13788,E01013789,52.68163,-0.66925
13789,E01013790,52.72807,-0.58735
13790,E01013791,52.65091,-0.53266
13791,E01013792,52.5978,-0.57731
13792,E01013793,52.69404,-0.75749
13793,E01013794,52.56888,-0.70036
13794,E01013795,52.62047,-0.67701
13795,E01013796,52.66284,-0.59306
13796,E01013797,52.62041,-0.61608
13797,E01013798,52.67878,-0.72162
13798,E01013799,52.67328,-0.72925
13799,E01013800,52.66601,-0.76703
13800,E01013801,52.67725,-0.75087
13801,E01013802,52.66899,-0.71926
13802,E01013803,52.65998,-0.73677
13803,E01013804,52.68985,-0.45724
13804,E01013805,52.68456,-0.51692
13805,E01013806,52.58223,-0.73676
13806,E01013807,52.59025,-0.71517
13807,E01013808,52.59245,-0.73992
13808,E01013809,52.72234,-0.78035
13809,E01013810,52.96637,-1.17659
13810,E01013811,52.96567,-1.17117
13811,E01013812,52.96354,-1.17302
13812,E01013813,52.9599,-1.15346
13813,E01013814,52.96091,-1.16672
13814,E01013815,52.96426,-1.15974
13815,E01013816,52.95786,-1.15856
13816,E01013817,52.97866,-1.21222
13817,E01013818,52.97946,-1.22095
13818,E01013819,52.97877,-1.19642
13819,E01013820,52.97796,-1.20247
13820,E01013821,52.9763,-1.20938
13821,E01013822,52.97617,-1.21814
13822,E01013823,52.97432,-1.19687
13823,E01013824,52.97405,-1.20564
13824,E01013825,52.98335,-1.20213
13825,E01013826,52.98328,-1.21341
13826,E01013827,52.98737,-1.1676
13827,E01013828,52.98446,-1.17528
13828,E01013829,52.98698,-1.18681
13829,E01013830,52.98316,-1.19151
13830,E01013831,52.98786,-1.1975
13831,E01013832,52.98004,-1.18381
13832,E01013833,52.97555,-1.17986
13833,E01013834,52.99334,-1.18234
13834,E01013835,52.99102,-1.17432
13835,E01013836,52.98791,-1.18059
13836,E01013837,52.98228,-1.16141
13837,E01013838,52.98266,-1.16815
13838,E01013839,52.97727,-1.17162
13839,E01013840,52.97756,-1.16284
13840,E01013841,52.97433,-1.16587
13841,E01013842,52.97131,-1.17132
13842,E01013843,52.97105,-1.15715
13843,E01013844,52.9717,-1.16248
13844,E01013845,52.97004,-1.16509
13845,E01013846,52.96754,-1.16902
13846,E01013847,52.96818,-1.16291
13847,E01013848,53.00447,-1.14869
13848,E01013849,53.00513,-1.1631
13849,E01013850,53.00351,-1.15854
13850,E01013851,53.00845,-1.16481
13851,E01013852,53.00623,-1.15445
13852,E01013853,52.99917,-1.15536
13853,E01013854,52.99878,-1.16455
13854,E01013855,52.99657,-1.17395
13855,E01013856,52.99468,-1.15977
13856,E01013857,52.993,-1.16809
13857,E01013858,52.96405,-1.23533
13858,E01013859,52.96264,-1.20535
13859,E01013860,52.96052,-1.22888
13860,E01013861,52.96431,-1.21527
13861,E01013862,52.95332,-1.24425
13862,E01013863,52.95893,-1.23904
13863,E01013864,52.97906,-1.23648
13864,E01013865,52.97545,-1.22732
13865,E01013866,52.97148,-1.229
13866,E01013867,52.97032,-1.21882
13867,E01013868,52.96683,-1.22673
13868,E01013869,52.94879,-1.14268
13869,E01013870,52.93973,-1.1622
13870,E01013871,52.94369,-1.1492
13871,E01013872,52.93919,-1.15068
13872,E01013873,52.93971,-1.14545
13873,E01013874,52.93735,-1.14108
13874,E01013875,52.99344,-1.21523
13875,E01013876,52.992,-1.20295
13876,E01013877,52.99841,-1.20143
13877,E01013878,52.99599,-1.20817
13878,E01013879,53.01407,-1.18813
13879,E01013880,53.01058,-1.20667
13880,E01013881,53.01268,-1.19512
13881,E01013882,53.0081,-1.19602
13882,E01013883,53.00594,-1.21603
13883,E01013884,53.00071,-1.20863
13884,E01013885,53.00219,-1.19847
13885,E01013886,53.00557,-1.18467
13886,E01013887,53.01071,-1.17061
13887,E01013888,52.99959,-1.19159
13888,E01013889,52.99868,-1.18172
13889,E01013890,52.99921,-1.18814
13890,E01013891,52.99406,-1.19053
13891,E01013892,53.01241,-1.18029
13892,E01013893,53.00206,-1.17268
13893,E01013894,53.00836,-1.17764
13894,E01013895,52.91375,-1.16271
13895,E01013896,52.91497,-1.17058
13896,E01013897,52.90773,-1.17793
13897,E01013898,52.91138,-1.18501
13898,E01013899,52.90873,-1.17172
13899,E01013900,52.90465,-1.16548
13900,E01013901,52.93058,-1.15819
13901,E01013902,52.92105,-1.16188
13902,E01013903,52.91896,-1.17427
13903,E01013904,52.89889,-1.184
13904,E01013905,52.90168,-1.18805
13905,E01013906,52.90054,-1.17261
13906,E01013907,52.90384,-1.17994
13907,E01013908,52.89648,-1.1891
13908,E01013909,52.90256,-1.20341
13909,E01013910,52.89761,-1.17625
13910,E01013911,52.89397,-1.17761
13911,E01013912,52.90788,-1.19864
13912,E01013913,52.96144,-1.11331
13913,E01013914,52.96154,-1.10764
13914,E01013915,52.95478,-1.10011
13915,E01013916,52.95932,-1.11858
13916,E01013917,52.95353,-1.11452
13917,E01013918,52.95371,-1.12425
13918,E01013919,52.95111,-1.1276
13919,E01013920,52.94723,-1.1111
13920,E01013921,52.95049,-1.12238
13921,E01013922,52.94751,-1.16973
13922,E01013923,52.94757,-1.17877
13923,E01013924,52.94987,-1.1742
13924,E01013925,52.95045,-1.1696
13925,E01013926,52.94398,-1.1766
13926,E01013927,52.93504,-1.19021
13927,E01013928,52.92975,-1.17782
13928,E01013929,52.96935,-1.2065
13929,E01013930,52.9691,-1.18059
13930,E01013931,52.96761,-1.19217
13931,E01013932,52.96247,-1.19346
13932,E01013933,52.95812,-1.18859
13933,E01013934,52.9729,-1.18812
13934,E01013935,52.98184,-1.12932
13935,E01013936,52.97527,-1.12838
13936,E01013937,52.97573,-1.13947
13937,E01013938,52.97334,-1.14669
13938,E01013939,52.96609,-1.12074
13939,E01013940,52.97184,-1.12708
13940,E01013941,52.9684,-1.1501
13941,E01013942,52.96737,-1.12731
13942,E01013943,52.96846,-1.13909
13943,E01013944,52.96274,-1.1807
13944,E01013945,52.96054,-1.1741
13945,E01013946,52.95564,-1.18015
13946,E01013947,52.95822,-1.17717
13947,E01013948,52.95914,-1.17079
13948,E01013949,52.95394,-1.16507
13949,E01013950,52.95537,-1.16876
13950,E01013951,52.95417,-1.1723
13951,E01013952,52.95035,-1.15843
13952,E01013953,52.95177,-1.1772
13953,E01013954,52.95848,-1.12795
13954,E01013955,52.9577,-1.14672
13955,E01013956,52.95723,-1.13856
13956,E01013957,52.95469,-1.12969
13957,E01013958,52.96413,-1.14312
13958,E01013959,52.96486,-1.13465
13959,E01013960,52.96211,-1.13496
13960,E01013961,52.96166,-1.1485
13961,E01013962,52.96208,-1.12537
13962,E01013963,52.99484,-1.14378
13963,E01013964,52.99306,-1.14951
13964,E01013965,52.98862,-1.14374
13965,E01013966,52.98611,-1.15017
13966,E01013967,52.98752,-1.15584
13967,E01013968,52.98256,-1.13808
13968,E01013969,52.98197,-1.1455
13969,E01013970,52.98084,-1.15368
13970,E01013971,52.97874,-1.14805
13971,E01013972,52.97562,-1.15383
13972,E01013973,52.93671,-1.20055
13973,E01013974,52.95135,-1.18833
13974,E01013975,52.94389,-1.19427
13975,E01013976,52.93745,-1.21186
13976,E01013977,52.95032,-1.20876
13977,E01013978,52.95908,-1.19876
13978,E01013979,52.95246,-1.20145
13979,E01013980,52.95429,-1.22786
13980,E01013981,52.95652,-1.21834
13981,E01013982,52.94628,-1.21945
13982,E01013983,52.9513,-1.236
13983,E01013984,52.94802,-1.23585
13984,E01013985,52.94452,-1.22935
13985,E01013986,52.06415,-2.70939
13986,E01013987,52.06885,-2.69817
13987,E01013988,52.06075,-2.69806
13988,E01013989,52.06885,-2.71012
13989,E01013990,52.02687,-2.62601
13990,E01013991,52.0594,-2.57965
13991,E01013992,52.0361,-2.74131
13992,E01013993,52.03678,-2.73394
13993,E01013994,52.04661,-2.73104
13994,E01013995,52.0416,-2.73312
13995,E01013996,52.0442,-2.73911
13996,E01013997,52.04275,-2.75367
13997,E01013998,52.30703,-2.75824
13998,E01013999,52.26044,-2.8088
13999,E01014000,52.23513,-2.51409
14000,E01014001,52.20664,-2.44968
14001,E01014002,52.16569,-2.51223
14002,E01014003,52.19065,-2.54139
14003,E01014004,52.15197,-2.59469
14004,E01014005,52.19125,-2.50749
14005,E01014006,52.10316,-2.76851
14006,E01014007,52.08686,-2.71264
14007,E01014008,52.12329,-2.94896
14008,E01014009,52.14698,-3.04066
14009,E01014010,52.05859,-2.71454
14010,E01014011,52.05548,-2.70742
14011,E01014012,52.06687,-2.78639
14012,E01014013,52.09044,-2.79778
14013,E01014014,52.07159,-2.51693
14014,E01014015,52.13474,-2.5002
14015,E01014016,52.16525,-2.87113
14016,E01014017,52.20123,-2.83353
14017,E01014018,52.08248,-3.04635
14018,E01014019,52.05583,-2.94605
14019,E01014020,51.99068,-2.99453
14020,E01014021,51.96979,-2.89895
14021,E01014022,52.06526,-2.65023
14022,E01014023,52.09641,-2.63532
14023,E01014024,52.21102,-2.64341
14024,E01014025,52.162,-2.68599
14025,E01014026,52.00751,-2.68747
14026,E01014027,52.08405,-2.44015
14027,E01014028,52.11207,-2.39561
14028,E01014029,52.07028,-2.37303
14029,E01014030,52.13433,-2.37719
14030,E01014031,51.85374,-2.65186
14031,E01014032,51.87826,-2.59129
14032,E01014033,52.20031,-3.04855
14033,E01014034,52.20365,-3.03209
14034,E01014035,52.03656,-2.43064
14035,E01014036,52.03116,-2.41237
14036,E01014037,52.03256,-2.42606
14037,E01014038,52.03005,-2.43093
14038,E01014039,52.04162,-2.43326
14039,E01014040,52.05145,-2.407
14040,E01014041,52.23022,-2.74589
14041,E01014042,52.2365,-2.74188
14042,E01014043,52.2286,-2.75595
14043,E01014044,52.22717,-2.78291
14044,E01014045,52.21389,-2.73617
14045,E01014046,52.20155,-2.77463
14046,E01014047,52.22293,-2.74335
14047,E01014048,52.22643,-2.73521
14048,E01014049,51.92782,-2.62923
14049,E01014050,51.87597,-2.70056
14050,E01014051,52.34662,-2.86975
14051,E01014052,52.32146,-2.95126
14052,E01014053,51.95456,-2.5669
14053,E01014054,52.00177,-2.53732
14054,E01014055,52.2381,-2.89908
14055,E01014056,52.21871,-2.97085
14056,E01014057,51.91338,-2.51721
14057,E01014058,51.90209,-2.46575
14058,E01014059,51.92032,-2.74256
14059,E01014060,51.96719,-2.71818
14060,E01014061,51.91527,-2.56742
14061,E01014062,51.91393,-2.57782
14062,E01014063,51.90557,-2.58501
14063,E01014064,51.92088,-2.58042
14064,E01014065,51.92302,-2.58669
14065,E01014066,51.91339,-2.58989
14066,E01014067,51.90773,-2.59784
14067,E01014068,52.04339,-2.7115
14068,E01014069,52.04049,-2.70158
14069,E01014070,52.04241,-2.72008
14070,E01014071,52.04346,-2.72654
14071,E01014072,52.03445,-2.72337
14072,E01014073,52.03932,-2.71178
14073,E01014074,52.0488,-2.71832
14074,E01014075,52.05263,-2.73218
14075,E01014076,52.05661,-2.72753
14076,E01014077,52.0591,-2.74926
14077,E01014078,52.05891,-2.74039
14078,E01014079,52.04497,-2.85189
14079,E01014080,52.03896,-2.78295
14080,E01014081,52.12026,-2.6842
14081,E01014082,52.11709,-2.71371
14082,E01014083,52.07104,-2.75705
14083,E01014084,52.06804,-2.72427
14084,E01014085,52.06316,-2.73738
14085,E01014086,52.06153,-2.72064
14086,E01014087,52.07408,-2.74338
14087,E01014088,52.07413,-2.73321
14088,E01014089,52.0688,-2.73871
14089,E01014090,52.05375,-2.68459
14090,E01014091,52.05278,-2.69374
14091,E01014092,52.04832,-2.7036
14092,E01014093,52.04893,-2.68093
14093,E01014094,52.05955,-2.6867
14094,E01014095,52.06094,-2.69176
14095,E01014096,52.29127,-2.66097
14096,E01014097,52.25655,-2.72
14097,E01014098,51.99429,-2.83597
14098,E01014099,51.97015,-2.80158
14099,E01014100,52.13967,-2.76411
14100,E01014101,52.11214,-2.85075
14101,E01014102,52.71821,-2.50692
14102,E01014103,52.70919,-2.50635
14103,E01014104,52.6916,-2.49737
14104,E01014105,52.69484,-2.50368
14105,E01014106,52.65185,-2.44744
14106,E01014107,52.65495,-2.44762
14107,E01014108,52.65063,-2.44104
14108,E01014109,52.64998,-2.43371
14109,E01014110,52.64761,-2.44444
14110,E01014111,52.73718,-2.43288
14111,E01014112,52.75022,-2.36991
14112,E01014113,52.6989,-2.50457
14113,E01014114,52.70375,-2.50917
14114,E01014115,52.63246,-2.43049
14115,E01014116,52.64241,-2.42974
14116,E01014117,52.62447,-2.44458
14117,E01014118,52.63115,-2.44459
14118,E01014119,52.65679,-2.45811
14119,E01014120,52.66015,-2.47068
14120,E01014121,52.65333,-2.46929
14121,E01014122,52.64982,-2.45576
14122,E01014123,52.64745,-2.46324
14123,E01014124,52.6662,-2.47339
14124,E01014125,52.71481,-2.4427
14125,E01014126,52.71294,-2.43763
14126,E01014127,52.71711,-2.43264
14127,E01014128,52.72367,-2.44513
14128,E01014129,52.71078,-2.52771
14129,E01014130,52.71196,-2.52504
14130,E01014131,52.78877,-2.43726
14131,E01014132,52.77236,-2.4095
14132,E01014133,52.69417,-2.5182
14133,E01014134,52.69251,-2.52981
14134,E01014135,52.7609,-2.51696
14135,E01014136,52.76296,-2.59829
14136,E01014137,52.71983,-2.47449
14137,E01014138,52.71305,-2.49517
14138,E01014139,52.70532,-2.49138
14139,E01014140,52.70622,-2.49975
14140,E01014141,52.7025,-2.47179
14141,E01014142,52.70182,-2.49492
14142,E01014143,52.70394,-2.48423
14143,E01014144,52.70161,-2.53078
14144,E01014145,52.69955,-2.52004
14145,E01014146,52.65302,-2.48429
14146,E01014147,52.67018,-2.4841
14147,E01014148,52.62445,-2.466
14148,E01014149,52.63857,-2.49417
14149,E01014150,52.6895,-2.46323
14150,E01014151,52.68629,-2.44648
14151,E01014152,52.70085,-2.46002
14152,E01014153,52.69387,-2.45545
14153,E01014154,52.69391,-2.47646
14154,E01014155,52.69198,-2.48478
14155,E01014156,52.68314,-2.479
14156,E01014157,52.68196,-2.44708
14157,E01014158,52.67828,-2.46496
14158,E01014159,52.63492,-2.45828
14159,E01014160,52.63084,-2.45557
14160,E01014161,52.63215,-2.4698
14161,E01014162,52.64048,-2.44936
14162,E01014163,52.66614,-2.4531
14163,E01014164,52.66334,-2.45899
14164,E01014165,52.67205,-2.45151
14165,E01014166,52.67136,-2.46493
14166,E01014167,52.71114,-2.41029
14167,E01014168,52.72281,-2.42868
14168,E01014169,52.71289,-2.42924
14169,E01014170,52.72718,-2.41921
14170,E01014171,52.77138,-2.37418
14171,E01014172,52.77348,-2.36565
14172,E01014173,52.77196,-2.38577
14173,E01014174,52.77941,-2.37391
14174,E01014175,52.7674,-2.36595
14175,E01014176,52.76296,-2.37334
14176,E01014177,52.76388,-2.38532
14177,E01014178,52.76789,-2.37956
14178,E01014179,52.7067,-2.53123
14179,E01014180,52.70647,-2.52295
14180,E01014181,52.68979,-2.41038
14181,E01014182,52.68509,-2.4176
14182,E01014183,52.68668,-2.43024
14183,E01014184,52.69973,-2.43112
14184,E01014185,52.69111,-2.44036
14185,E01014186,52.69481,-2.43582
14186,E01014187,52.70279,-2.44317
14187,E01014188,52.69687,-2.44403
14188,E01014189,52.72064,-2.53058
14189,E01014190,52.71591,-2.53412
14190,E01014191,52.67631,-2.43834
14191,E01014192,52.6729,-2.4221
14192,E01014193,52.65904,-2.43442
14193,E01014194,52.66486,-2.43518
14194,E01014195,52.66297,-2.44182
14195,E01014196,52.65437,-2.43192
14196,E01014197,52.63795,-2.46332
14197,E01014198,52.64102,-2.46815
14198,E01014199,52.63858,-2.47794
14199,E01014200,52.63609,-2.47206
14200,E01014201,52.64123,-2.46182
14201,E01014202,52.67879,-2.53877
14202,E01014203,52.71315,-2.553
14203,E01014204,52.72423,-2.58516
14204,E01014205,52.71175,-2.45673
14205,E01014206,52.71444,-2.45128
14206,E01014207,52.7136,-2.46467
14207,E01014208,52.71003,-2.4465
14208,E01014209,52.70524,-2.45416
14209,E01014210,53.03487,-2.14495
14210,E01014211,53.03757,-2.13362
14211,E01014212,53.03226,-2.13317
14212,E01014213,53.02831,-2.14862
14213,E01014214,53.05689,-2.12956
14214,E01014215,53.05606,-2.13514
14215,E01014216,53.05013,-2.13402
14216,E01014217,53.04264,-2.1367
14217,E01014218,53.02181,-2.13623
14218,E01014219,53.02347,-2.14313
14219,E01014220,53.01724,-2.12362
14220,E01014221,53.01739,-2.13565
14221,E01014222,53.0139,-2.12839
14222,E01014223,53.00686,-2.11357
14223,E01014224,53.00957,-2.12579
14224,E01014225,53.02619,-2.12789
14225,E01014226,53.01066,-2.14054
14226,E01014227,53.01259,-2.15929
14227,E01014228,53.01711,-2.14921
14228,E01014229,53.00559,-2.12764
14229,E01014230,53.02317,-2.15078
14230,E01014231,53.02166,-2.16707
14231,E01014232,53.02403,-2.16253
14232,E01014233,52.97812,-2.14915
14233,E01014234,52.98236,-2.16902
14234,E01014235,52.97231,-2.15393
14235,E01014236,52.96619,-2.16704
14236,E01014237,52.97117,-2.16096
14237,E01014238,52.96613,-2.15606
14238,E01014239,52.98842,-2.15881
14239,E01014240,52.98633,-2.16403
14240,E01014241,53.06762,-2.19695
14241,E01014242,53.06217,-2.1953
14242,E01014243,53.05927,-2.18763
14243,E01014244,53.05515,-2.19667
14244,E01014245,53.05288,-2.1858
14245,E01014246,53.05241,-2.17744
14246,E01014247,53.04939,-2.19325
14247,E01014248,53.04862,-2.18309
14248,E01014249,53.04257,-2.18384
14249,E01014250,53.0423,-2.20933
14250,E01014251,53.04271,-2.19901
14251,E01014252,53.04727,-2.20885
14252,E01014253,53.04161,-2.17458
14253,E01014254,53.03414,-2.186
14254,E01014255,53.03695,-2.19852
14255,E01014256,53.03383,-2.17748
14256,E01014257,53.08424,-2.18039
14257,E01014258,53.08139,-2.20556
14258,E01014259,53.07295,-2.1997
14259,E01014260,53.07719,-2.19236
14260,E01014261,53.07105,-2.18508
14261,E01014262,53.06814,-2.18964
14262,E01014263,53.06736,-2.18031
14263,E01014264,53.08665,-2.19402
14264,E01014265,53.05384,-2.14498
14265,E01014266,53.04811,-2.17372
14266,E01014267,53.04693,-2.14936
14267,E01014268,53.05138,-2.16653
14268,E01014269,53.04199,-2.15802
14269,E01014270,53.0442,-2.16883
14270,E01014271,53.04535,-2.16009
14271,E01014272,53.05997,-2.13802
14272,E01014273,52.99358,-2.1445
14273,E01014274,52.99919,-2.15477
14274,E01014275,53.00189,-2.16282
14275,E01014276,53.0023,-2.16954
14276,E01014277,52.99417,-2.17307
14277,E01014278,52.99626,-2.13971
14278,E01014279,52.99271,-2.15824
14279,E01014280,53.00274,-2.14523
14280,E01014281,53.01637,-2.18635
14281,E01014282,53.01052,-2.17365
14282,E01014283,53.01249,-2.18586
14283,E01014284,53.01064,-2.17752
14284,E01014285,53.02646,-2.19564
14285,E01014286,53.01925,-2.18546
14286,E01014287,53.02251,-2.17745
14287,E01014288,53.01375,-2.20948
14288,E01014289,53.01019,-2.21131
14289,E01014290,53.00752,-2.20284
14290,E01014291,53.01314,-2.19868
14291,E01014292,53.00524,-2.19634
14292,E01014293,53.00642,-2.18524
14293,E01014294,53.00301,-2.20881
14294,E01014295,53.00064,-2.19566
14295,E01014296,52.99834,-2.12267
14296,E01014297,53.00136,-2.13363
14297,E01014298,52.99646,-2.13282
14298,E01014299,52.9909,-2.12396
14299,E01014300,52.99443,-2.12801
14300,E01014301,52.99347,-2.11906
14301,E01014302,52.98748,-2.13049
14302,E01014303,52.98857,-2.11954
14303,E01014304,52.9847,-2.11547
14304,E01014305,52.98033,-2.12613
14305,E01014306,52.98251,-2.1332
14306,E01014307,52.97995,-2.12005
14307,E01014308,52.98286,-2.15155
14308,E01014309,52.97702,-2.13816
14309,E01014310,52.97306,-2.12406
14310,E01014311,52.98229,-2.14126
14311,E01014312,52.97672,-2.13014
14312,E01014313,52.98782,-2.14762
14313,E01014314,52.9645,-2.1173
14314,E01014315,52.97084,-2.0894
14315,E01014316,52.97461,-2.10671
14316,E01014317,52.97239,-2.10193
14317,E01014318,52.96805,-2.09583
14318,E01014319,52.96695,-2.10738
14319,E01014320,52.96401,-2.09893
14320,E01014321,52.98067,-2.10417
14321,E01014322,52.9773,-2.11207
14322,E01014323,53.03439,-2.16775
14323,E01014324,53.03837,-2.16476
14324,E01014325,53.03386,-2.15165
14325,E01014326,53.0374,-2.15495
14326,E01014327,53.03373,-2.16227
14327,E01014328,53.02713,-2.16421
