,lsoa,lat,lon
10872,E01010873,53.73434,-1.76525
10873,E01010874,53.75694,-1.79015
10874,E01010875,53.71289,-1.79722
10875,E01010876,53.71042,-1.78658
10876,E01010877,53.70414,-1.80764
10877,E01010878,53.70782,-1.76892
10878,E01010879,53.70092,-1.74884
10879,E01010880,53.71405,-1.7814
10880,E01010881,53.74969,-1.98608
10881,E01010882,53.74594,-2.0283
10882,E01010883,53.73746,-2.06631
10883,E01010884,53.71317,-2.07064
10884,E01010885,53.6985,-2.10224
10885,E01010886,53.68657,-2.09131
10886,E01010887,53.78298,-2.05233
10887,E01010888,53.74502,-2.01294
10888,E01010889,53.69007,-1.84224
10889,E01010890,53.69449,-1.83247
10890,E01010891,53.68629,-1.80409
10891,E01010892,53.68401,-1.81757
10892,E01010893,53.68227,-1.84088
10893,E01010894,53.67833,-1.8316
10894,E01010895,53.69351,-1.80348
10895,E01010896,53.66131,-1.88236
10896,E01010897,53.68524,-1.88764
10897,E01010898,53.68938,-1.85612
10898,E01010899,53.6905,-1.86721
10899,E01010900,53.68578,-1.87018
10900,E01010901,53.67545,-1.84124
10901,E01010902,53.6781,-1.87075
10902,E01010903,53.6781,-1.85778
10903,E01010904,53.71823,-1.80132
10904,E01010905,53.7307,-1.78757
10905,E01010906,53.72801,-1.79953
10906,E01010907,53.73425,-1.80908
10907,E01010908,53.71982,-1.76415
10908,E01010909,53.7214,-1.81182
10909,E01010910,53.71954,-1.78555
10910,E01010911,53.7759,-1.908
10911,E01010912,53.75702,-1.88824
10912,E01010913,53.75969,-1.88423
10913,E01010914,53.75571,-1.89698
10914,E01010915,53.75717,-1.87674
10915,E01010916,53.74994,-1.89132
10916,E01010917,53.73222,-1.97379
10917,E01010918,53.70443,-2.01061
10918,E01010919,53.72893,-1.98563
10919,E01010920,53.75259,-1.94398
10920,E01010921,53.72994,-1.94665
10921,E01010922,53.71788,-1.94224
10922,E01010923,53.73975,-2.01562
10923,E01010924,53.74815,-1.90271
10924,E01010925,53.76357,-1.91231
10925,E01010926,53.75266,-1.91864
10926,E01010927,53.74073,-1.9109
10927,E01010928,53.73005,-1.9066
10928,E01010929,53.73037,-1.88755
10929,E01010930,53.72902,-1.89469
10930,E01010931,53.75465,-1.81872
10931,E01010932,53.76226,-1.81344
10932,E01010933,53.74826,-1.80861
10933,E01010934,53.73781,-1.84978
10934,E01010935,53.74044,-1.82679
10935,E01010936,53.75106,-1.83527
10936,E01010937,53.73246,-1.83532
10937,E01010938,53.73554,-1.87847
10938,E01010939,53.73814,-1.89226
10939,E01010940,53.74354,-1.87751
10940,E01010941,53.74572,-1.89303
10941,E01010942,53.74365,-1.88556
10942,E01010943,53.73971,-1.87964
10943,E01010944,53.7394,-1.88528
10944,E01010945,53.69564,-1.79323
10945,E01010946,53.68814,-1.78024
10946,E01010947,53.69292,-1.77003
10947,E01010948,53.68464,-1.79363
10948,E01010949,53.70149,-1.78258
10949,E01010950,53.69661,-1.78456
10950,E01010951,53.69399,-1.78703
10951,E01010952,53.68253,-1.95461
10952,E01010953,53.66963,-1.91143
10953,E01010954,53.66882,-1.94344
10954,E01010955,53.65335,-1.99041
10955,E01010956,53.70176,-1.95695
10956,E01010957,53.69609,-1.91292
10957,E01010958,53.70361,-1.93438
10958,E01010959,53.70518,-1.92793
10959,E01010960,53.72825,-1.87573
10960,E01010961,53.7322,-1.87462
10961,E01010962,53.73175,-1.86472
10962,E01010963,53.72896,-1.86226
10963,E01010964,53.72526,-1.88253
10964,E01010965,53.7243,-1.87108
10965,E01010966,53.72289,-1.87649
10966,E01010967,53.74042,-1.87059
10967,E01010968,53.71189,-1.86131
10968,E01010969,53.71458,-1.86771
10969,E01010970,53.71073,-1.87444
10970,E01010971,53.70132,-1.86059
10971,E01010972,53.70662,-1.86015
10972,E01010973,53.70194,-1.87275
10973,E01010974,53.7158,-1.87562
10974,E01010975,53.71473,-1.89615
10975,E01010976,53.71666,-1.904
10976,E01010977,53.70913,-1.88576
10977,E01010978,53.71089,-1.91898
10978,E01010979,53.70633,-1.91253
10979,E01010980,53.71194,-1.91196
10980,E01010981,53.7103,-1.89978
10981,E01010982,53.71967,-2.09318
10982,E01010983,53.71366,-2.09896
10983,E01010984,53.71219,-2.08333
10984,E01010985,53.71204,-2.13672
10985,E01010986,53.73268,-2.14063
10986,E01010987,53.72317,-2.11263
10987,E01010988,53.73388,-2.11122
10988,E01010989,53.71577,-1.85281
10989,E01010990,53.70639,-1.82809
10990,E01010991,53.71795,-1.83278
10991,E01010992,53.7079,-1.85019
10992,E01010993,53.69909,-1.84995
10993,E01010994,53.72263,-1.86052
10994,E01010995,53.71952,-1.87341
10995,E01010996,53.71838,-1.87887
10996,E01010997,53.72349,-1.91923
10997,E01010998,53.72279,-1.89794
10998,E01010999,53.72333,-1.90688
10999,E01011000,53.72224,-1.88985
11000,E01011001,53.72013,-1.88427
11001,E01011002,53.71704,-1.88966
11002,E01011003,53.71626,-1.88351
11003,E01011004,53.6395,-1.74078
11004,E01011005,53.63619,-1.7328
11005,E01011006,53.63976,-1.75262
11006,E01011007,53.64018,-1.76682
11007,E01011008,53.64335,-1.75635
11008,E01011009,53.63104,-1.7432
11009,E01011010,53.63612,-1.74875
11010,E01011011,53.6259,-1.76003
11011,E01011012,53.64339,-1.74016
11012,E01011013,53.7128,-1.59371
11013,E01011014,53.71109,-1.61933
11014,E01011015,53.71121,-1.63433
11015,E01011016,53.70735,-1.62544
11016,E01011017,53.7075,-1.63912
11017,E01011018,53.70495,-1.6376
11018,E01011019,53.70163,-1.62569
11019,E01011020,53.70362,-1.63414
11020,E01011021,53.70694,-1.61081
11021,E01011022,53.703,-1.61959
11022,E01011023,53.71813,-1.62813
11023,E01011024,53.71643,-1.61896
11024,E01011025,53.6988,-1.66028
11025,E01011026,53.70289,-1.64841
11026,E01011027,53.72368,-1.65855
11027,E01011028,53.72135,-1.64327
11028,E01011029,53.71697,-1.63589
11029,E01011030,53.72201,-1.65174
11030,E01011031,53.71702,-1.65981
11031,E01011032,53.71502,-1.64478
11032,E01011033,53.71348,-1.65287
11033,E01011034,53.70992,-1.64349
11034,E01011035,53.70645,-1.64644
11035,E01011036,53.70969,-1.65343
11036,E01011037,53.70607,-1.65673
11037,E01011038,53.66271,-1.77381
11038,E01011039,53.66757,-1.785
11039,E01011040,53.66246,-1.78929
11040,E01011041,53.6661,-1.77371
11041,E01011042,53.66283,-1.80084
11042,E01011043,53.65787,-1.79052
11043,E01011044,53.65913,-1.79677
11044,E01011045,53.65887,-1.78168
11045,E01011046,53.67833,-1.78688
11046,E01011047,53.67211,-1.80193
11047,E01011048,53.729,-1.66531
11048,E01011049,53.74183,-1.66807
11049,E01011050,53.74101,-1.64972
11050,E01011051,53.7426,-1.68112
11051,E01011052,53.73655,-1.64049
11052,E01011053,53.73194,-1.65522
11053,E01011054,53.7271,-1.64151
11054,E01011055,53.75945,-1.70417
11055,E01011056,53.75457,-1.68684
11056,E01011057,53.75053,-1.70734
11057,E01011058,53.74901,-1.68564
11058,E01011059,53.74005,-1.6587
11059,E01011060,53.72775,-1.72284
11060,E01011061,53.72701,-1.71426
11061,E01011062,53.73866,-1.73295
11062,E01011063,53.7209,-1.7067
11063,E01011064,53.72464,-1.74933
11064,E01011065,53.72441,-1.72695
11065,E01011066,53.71878,-1.72002
11066,E01011067,53.71963,-1.73407
11067,E01011068,53.73902,-1.71104
11068,E01011069,53.73113,-1.75372
11069,E01011070,53.63029,-1.91343
11070,E01011071,53.61437,-1.87019
11071,E01011072,53.62489,-1.86371
11072,E01011073,53.62057,-1.87924
11073,E01011074,53.5991,-1.94228
11074,E01011075,53.58176,-1.93575
11075,E01011076,53.60603,-1.90381
11076,E01011077,53.62956,-1.84744
11077,E01011078,53.62663,-1.87992
11078,E01011079,53.63607,-1.81347
11079,E01011080,53.63758,-1.80431
11080,E01011081,53.63265,-1.80063
11081,E01011082,53.63896,-1.79774
11082,E01011083,53.6321,-1.82285
11083,E01011084,53.63272,-1.80772
11084,E01011085,53.62718,-1.81098
11085,E01011086,53.62165,-1.8247
11086,E01011087,53.61274,-1.81841
11087,E01011088,53.61347,-1.803
11088,E01011089,53.66196,-1.72573
11089,E01011090,53.65816,-1.74228
11090,E01011091,53.67154,-1.72422
11091,E01011092,53.65448,-1.71527
11092,E01011093,53.65649,-1.75683
11093,E01011094,53.65229,-1.75227
11094,E01011095,53.64852,-1.73746
11095,E01011096,53.64931,-1.76182
11096,E01011097,53.64794,-1.75487
11097,E01011098,53.64631,-1.76526
11098,E01011099,53.64659,-1.74651
11099,E01011100,53.68397,-1.75539
11100,E01011101,53.66976,-1.75829
11101,E01011102,53.67807,-1.76505
11102,E01011103,53.67351,-1.74205
11103,E01011104,53.67481,-1.75509
11104,E01011105,53.67258,-1.77236
11105,E01011106,53.66432,-1.76109
11106,E01011107,53.65207,-1.77506
11107,E01011108,53.68328,-1.74348
11108,E01011109,53.6085,-1.6336
11109,E01011110,53.57834,-1.62468
11110,E01011111,53.59829,-1.61259
11111,E01011112,53.59282,-1.60799
11112,E01011113,53.58909,-1.65699
11113,E01011114,53.58957,-1.64363
11114,E01011115,53.5666,-1.66464
11115,E01011116,53.57488,-1.65243
11116,E01011117,53.57209,-1.6839
11117,E01011118,53.59894,-1.68349
11118,E01011119,53.61835,-1.62683
11119,E01011120,53.59624,-1.70362
11120,E01011121,53.6894,-1.6008
11121,E01011122,53.68708,-1.59789
11122,E01011123,53.68992,-1.61883
11123,E01011124,53.6826,-1.61208
11124,E01011125,53.69276,-1.60744
11125,E01011126,53.70385,-1.59714
11126,E01011127,53.69968,-1.60971
11127,E01011128,53.69886,-1.63503
11128,E01011129,53.69411,-1.61633
11129,E01011130,53.69182,-1.6305
11130,E01011131,53.69419,-1.64152
11131,E01011132,53.67901,-1.68051
11132,E01011133,53.67618,-1.67001
11133,E01011134,53.68168,-1.66483
11134,E01011135,53.69813,-1.64518
11135,E01011136,53.69673,-1.65208
11136,E01011137,53.69398,-1.65921
11137,E01011138,53.69039,-1.64734
11138,E01011139,53.68691,-1.65775
11139,E01011140,53.68723,-1.65236
11140,E01011141,53.68403,-1.64189
11141,E01011142,53.68853,-1.677
11142,E01011143,53.68271,-1.66917
11143,E01011144,53.67966,-1.65863
11144,E01011145,53.64207,-1.8497
11145,E01011146,53.6428,-1.8568
11146,E01011147,53.63771,-1.8431
11147,E01011148,53.64308,-1.84139
11148,E01011149,53.64029,-1.82363
11149,E01011150,53.64629,-1.83097
11150,E01011151,53.64106,-1.86962
11151,E01011152,53.63296,-1.85595
11152,E01011153,53.63598,-1.83263
11153,E01011154,53.63279,-1.83461
11154,E01011155,53.64866,-1.8453
11155,E01011156,53.70428,-1.69519
11156,E01011157,53.70686,-1.66292
11157,E01011158,53.70437,-1.67865
11158,E01011159,53.69852,-1.72126
11159,E01011160,53.69837,-1.67976
11160,E01011161,53.70312,-1.66616
11161,E01011162,53.69865,-1.6997
11162,E01011163,53.71578,-1.66776
11163,E01011164,53.71723,-1.67245
11164,E01011165,53.71201,-1.66591
11165,E01011166,53.71124,-1.67764
11166,E01011167,53.7084,-1.67074
11167,E01011168,53.5805,-1.87224
11168,E01011169,53.6044,-1.77441
11169,E01011170,53.59793,-1.80848
11170,E01011171,53.60699,-1.7931
11171,E01011172,53.6005,-1.79193
11172,E01011173,53.59965,-1.80258
11173,E01011174,53.58058,-1.8446
11174,E01011175,53.59838,-1.85461
11175,E01011176,53.59252,-1.76551
11176,E01011177,53.59739,-1.86861
11177,E01011178,53.59633,-1.84146
11178,E01011179,53.5622,-1.74445
11179,E01011180,53.56823,-1.81126
11180,E01011181,53.5648,-1.78614
11181,E01011182,53.55036,-1.85026
11182,E01011183,53.54849,-1.77318
11183,E01011184,53.57037,-1.77022
11184,E01011185,53.57164,-1.76048
11185,E01011186,53.58556,-1.78479
11186,E01011187,53.57783,-1.7769
11187,E01011188,53.57422,-1.7956
11188,E01011189,53.5734,-1.73549
11189,E01011190,53.6213,-1.71933
11190,E01011191,53.6301,-1.69742
11191,E01011192,53.64153,-1.68875
11192,E01011193,53.63772,-1.63888
11193,E01011194,53.63184,-1.71612
11194,E01011195,53.60637,-1.74483
11195,E01011196,53.61096,-1.70486
11196,E01011197,53.62136,-1.68332
11197,E01011198,53.59194,-1.71759
11198,E01011199,53.58149,-1.70348
11199,E01011200,53.64417,-1.71922
11200,E01011201,53.65904,-1.82373
11201,E01011202,53.65844,-1.84831
11202,E01011203,53.66033,-1.83199
11203,E01011204,53.65818,-1.81242
11204,E01011205,53.65276,-1.87092
11205,E01011206,53.65442,-1.82762
11206,E01011207,53.65351,-1.83657
11207,E01011208,53.65429,-1.81968
11208,E01011209,53.66707,-1.83714
11209,E01011210,53.66579,-1.81845
11210,E01011211,53.66182,-1.84472
11211,E01011212,53.67818,-1.69861
11212,E01011213,53.67563,-1.686
11213,E01011214,53.6643,-1.70238
11214,E01011215,53.66421,-1.68203
11215,E01011216,53.68616,-1.7131
11216,E01011217,53.69199,-1.69453
11217,E01011218,53.68567,-1.69116
11218,E01011219,53.68101,-1.7077
11219,E01011220,53.68798,-1.70132
11220,E01011221,53.6824,-1.69693
11221,E01011222,53.62002,-1.79771
11222,E01011223,53.63262,-1.76592
11223,E01011224,53.63315,-1.78702
11224,E01011225,53.63536,-1.77671
11225,E01011226,53.62245,-1.78018
11226,E01011227,53.62614,-1.7889
11227,E01011228,53.62021,-1.79171
11228,E01011229,53.64043,-1.78238
11229,E01011230,53.63661,-1.79394
11230,E01011231,53.64916,-1.80622
11231,E01011232,53.64616,-1.79795
11232,E01011233,53.6462,-1.8115
11233,E01011234,53.64681,-1.82242
11234,E01011235,53.64307,-1.79385
11235,E01011236,53.65016,-1.78813
11236,E01011237,53.64221,-1.81146
11237,E01011238,53.65399,-1.79852
11238,E01011239,53.65323,-1.80589
11239,E01011240,53.65025,-1.81486
11240,E01011241,53.73581,-1.68717
11241,E01011242,53.73015,-1.70199
11242,E01011243,53.72889,-1.67846
11243,E01011244,53.73102,-1.69191
11244,E01011245,53.72044,-1.68647
11245,E01011246,53.71365,-1.68452
11246,E01011247,53.71324,-1.70874
11247,E01011248,53.7126,-1.6976
11248,E01011249,53.71173,-1.7195
11249,E01011250,53.70843,-1.68704
11250,E01011251,53.71134,-1.73187
11251,E01011252,53.65793,-1.6521
11252,E01011253,53.65984,-1.62513
11253,E01011254,53.66368,-1.61784
11254,E01011255,53.66395,-1.6336
11255,E01011256,53.66278,-1.60678
11256,E01011257,53.68496,-1.63003
11257,E01011258,53.67974,-1.62965
11258,E01011259,53.67653,-1.63791
11259,E01011260,53.67427,-1.64726
11260,E01011261,53.67447,-1.62962
11261,E01011262,53.67057,-1.63427
11262,E01011263,53.67283,-1.6212
11263,E01011264,53.87284,-1.68249
11264,E01011265,53.87408,-1.71241
11265,E01011266,53.87848,-1.7366
11266,E01011267,53.87395,-1.70211
11267,E01011268,53.87205,-1.69451
11268,E01011269,53.86802,-1.67795
11269,E01011270,53.87867,-1.76569
11270,E01011271,53.86961,-1.71795
11271,E01011272,53.86551,-1.70724
11272,E01011273,53.86757,-1.69589
11273,E01011274,53.864,-1.6859
11274,E01011275,53.86353,-1.69646
11275,E01011276,53.86043,-1.68258
11276,E01011277,53.85862,-1.69643
11277,E01011278,53.85641,-1.68758
11278,E01011279,53.88576,-1.70331
11279,E01011280,53.88147,-1.71959
11280,E01011281,53.8095,-1.60435
11281,E01011282,53.80946,-1.62278
11282,E01011283,53.80568,-1.61008
11283,E01011284,53.802,-1.58699
11284,E01011285,53.80331,-1.62178
11285,E01011286,53.80628,-1.61723
11286,E01011287,53.80373,-1.63243
11287,E01011288,53.79941,-1.61269
11288,E01011289,53.8013,-1.60603
11289,E01011290,53.80152,-1.59838
11290,E01011291,53.79625,-1.60006
11291,E01011292,53.79526,-1.58965
11292,E01011293,53.79732,-1.58471
11293,E01011294,53.79514,-1.5791
11294,E01011295,53.81067,-1.61717
11295,E01011296,53.81553,-1.39261
11296,E01011297,53.81204,-1.34681
11297,E01011298,53.79067,-1.33666
11298,E01011299,53.75793,-1.33016
11299,E01011300,53.77634,-1.38042
11300,E01011301,53.77295,-1.37338
11301,E01011302,53.77631,-1.36761
11302,E01011303,53.76097,-1.36062
11303,E01011304,53.76597,-1.36869
11304,E01011305,53.76294,-1.37471
11305,E01011306,53.76878,-1.38317
11306,E01011307,53.75015,-1.36959
11307,E01011308,53.75501,-1.3827
11308,E01011309,53.84672,-1.37222
11309,E01011310,53.86119,-1.41704
11310,E01011311,53.85544,-1.44973
11311,E01011312,53.77431,-1.54464
11312,E01011313,53.77187,-1.56049
11313,E01011314,53.77443,-1.55858
11314,E01011315,53.7702,-1.56609
11315,E01011316,53.77077,-1.55191
11316,E01011317,53.768,-1.57543
11317,E01011318,53.77213,-1.58516
11318,E01011319,53.76746,-1.55641
11319,E01011320,53.7652,-1.56039
11320,E01011321,53.76375,-1.56965
11321,E01011322,53.76514,-1.552
11322,E01011323,53.81541,-1.62955
11323,E01011324,53.81819,-1.61332
11324,E01011325,53.82313,-1.63281
11325,E01011326,53.81798,-1.62414
11326,E01011327,53.81991,-1.65207
11327,E01011328,53.8125,-1.65728
11328,E01011329,53.81417,-1.63831
11329,E01011330,53.81866,-1.6426
11330,E01011331,53.81153,-1.63101
11331,E01011332,53.81435,-1.61969
11332,E01011333,53.81184,-1.6475
11333,E01011334,53.80723,-1.63592
11334,E01011335,53.80816,-1.65554
11335,E01011336,53.80892,-1.62718
11336,E01011337,53.80835,-1.64205
11337,E01011338,53.79927,-1.52161
11338,E01011339,53.81275,-1.48851
11339,E01011340,53.80977,-1.50006
11340,E01011341,53.8034,-1.4773
11341,E01011342,53.80748,-1.49388
11342,E01011343,53.80778,-1.47038
11343,E01011344,53.80749,-1.50726
11344,E01011345,53.80557,-1.45878
11345,E01011346,53.80578,-1.48617
11346,E01011347,53.80495,-1.50802
11347,E01011348,53.80171,-1.50822
11348,E01011349,53.80258,-1.51788
11349,E01011350,53.82949,-1.54293
11350,E01011351,53.83122,-1.53367
11351,E01011352,53.82748,-1.53768
11352,E01011353,53.82593,-1.52649
11353,E01011354,53.82749,-1.55523
11354,E01011355,53.8235,-1.55064
11355,E01011356,53.82208,-1.53169
11356,E01011357,53.81723,-1.54042
11357,E01011358,53.82255,-1.54083
11358,E01011359,53.82047,-1.52236
11359,E01011360,53.81503,-1.53395
11360,E01011361,53.81361,-1.52956
11361,E01011362,53.78686,-1.57879
11362,E01011363,53.79562,-1.57055
11363,E01011364,53.78337,-1.54682
11364,E01011365,53.79459,-1.54323
11365,E01011366,53.78228,-1.56644
11366,E01011367,53.78919,-1.55806
11367,E01011368,53.78199,-1.55899
11368,E01011369,53.77651,-1.57599
11369,E01011370,53.77665,-1.56273
11370,E01011371,53.77973,-1.54443
11371,E01011372,53.77659,-1.54847
11372,E01011373,53.7781,-1.55314
11373,E01011374,53.77758,-1.54067
11374,E01011375,53.77416,-1.55339
11375,E01011376,53.86612,-1.62556
11376,E01011377,53.85949,-1.61683
11377,E01011378,53.86007,-1.60963
11378,E01011379,53.85394,-1.60998
11379,E01011380,53.85401,-1.58255
11380,E01011381,53.86435,-1.59819
11381,E01011382,53.85483,-1.6271
11382,E01011383,53.85057,-1.59977
11383,E01011384,53.85319,-1.61941
11384,E01011385,53.84768,-1.57404
11385,E01011386,53.85104,-1.59067
11386,E01011387,53.8484,-1.62654
11387,E01011388,53.84619,-1.61487
11388,E01011389,53.8455,-1.62184
11389,E01011390,53.77074,-1.4162
11390,E01011391,53.76968,-1.4251
11391,E01011392,53.76062,-1.39774
11392,E01011393,53.73872,-1.40767
11393,E01011394,53.73957,-1.38581
11394,E01011395,53.72889,-1.39603
11395,E01011396,53.79764,-1.38829
11396,E01011397,53.79448,-1.37171
11397,E01011398,53.79648,-1.36775
11398,E01011399,53.79242,-1.39947
11399,E01011400,53.79611,-1.38032
11400,E01011401,53.788,-1.37499
11401,E01011402,53.78615,-1.40897
11402,E01011403,53.79078,-1.38137
11403,E01011404,53.78435,-1.36316
11404,E01011405,53.78481,-1.38328
11405,E01011406,53.81214,-1.44776
11406,E01011407,53.81349,-1.44104
11407,E01011408,53.80496,-1.44927
11408,E01011409,53.80792,-1.4447
11409,E01011410,53.80754,-1.41586
11410,E01011411,53.79241,-1.43203
11411,E01011412,53.8034,-1.43764
11412,E01011413,53.80188,-1.45898
11413,E01011414,53.79682,-1.44895
11414,E01011415,53.79799,-1.47023
11415,E01011416,53.79754,-1.45653
11416,E01011417,53.79618,-1.46461
11417,E01011418,53.79348,-1.44019
11418,E01011419,53.78926,-1.44829
11419,E01011420,53.77881,-1.45987
11420,E01011421,53.82052,-1.49181
11421,E01011422,53.8182,-1.51708
11422,E01011423,53.81726,-1.49127
11423,E01011424,53.81632,-1.502
11424,E01011425,53.82019,-1.48475
11425,E01011426,53.81669,-1.52188
11426,E01011427,53.81699,-1.51049
11427,E01011428,53.81474,-1.51644
11428,E01011429,53.81349,-1.52148
11429,E01011430,53.81412,-1.51149
11430,E01011431,53.8129,-1.50068
11431,E01011432,53.81197,-1.51064
11432,E01011433,53.80909,-1.51147
11433,E01011434,53.81101,-1.51493
11434,E01011435,53.82012,-1.58157
11435,E01011436,53.8204,-1.58694
11436,E01011437,53.81851,-1.56301
11437,E01011438,53.81747,-1.58586
11438,E01011439,53.81809,-1.57129
11439,E01011440,53.82095,-1.57763
11440,E01011441,53.81487,-1.57904
11441,E01011442,53.81529,-1.57279
11442,E01011443,53.81555,-1.5641
11443,E01011444,53.81258,-1.5659
11444,E01011445,53.81253,-1.56989
11445,E01011446,53.81275,-1.57463
11446,E01011447,53.81065,-1.57434
11447,E01011448,53.80951,-1.56807
11448,E01011449,53.80938,-1.57105
11449,E01011450,53.82259,-1.56169
11450,E01011451,53.82182,-1.57229
11451,E01011452,53.83083,-1.65306
11452,E01011453,53.83087,-1.63093
11453,E01011454,53.83108,-1.64371
11454,E01011455,53.8495,-1.64982
11455,E01011456,53.8507,-1.6386
11456,E01011457,53.84445,-1.686
11457,E01011458,53.83978,-1.66569
11458,E01011459,53.84604,-1.63399
11459,E01011460,53.84153,-1.63048
11460,E01011461,53.83917,-1.65043
11461,E01011462,53.8365,-1.63435
11462,E01011463,53.83755,-1.627
11463,E01011464,53.83621,-1.62163
11464,E01011465,53.83455,-1.64297
11465,E01011466,53.75359,-1.52774
11466,E01011467,53.78139,-1.52987
11467,E01011468,53.77406,-1.51408
11468,E01011469,53.7629,-1.51696
11469,E01011470,53.76746,-1.51023
11470,E01011471,53.76916,-1.53533
11471,E01011472,53.76867,-1.52892
11472,E01011473,53.76347,-1.53286
11473,E01011474,53.76325,-1.52399
11474,E01011475,53.75849,-1.52888
11475,E01011476,53.7562,-1.52178
11476,E01011477,53.81482,-1.59819
11477,E01011478,53.81177,-1.58533
11478,E01011479,53.81272,-1.58207
11479,E01011480,53.81315,-1.59034
11480,E01011481,53.808,-1.5763
11481,E01011482,53.8077,-1.58819
11482,E01011483,53.80527,-1.57703
11483,E01011484,53.83095,-1.60989
11484,E01011485,53.82585,-1.60635
11485,E01011486,53.82815,-1.62108
11486,E01011487,53.82722,-1.61479
11487,E01011488,53.82023,-1.60457
11488,E01011489,53.82061,-1.59522
11489,E01011490,53.74735,-1.5282
11490,E01011491,53.74633,-1.55325
11491,E01011492,53.74162,-1.54376
11492,E01011493,53.75199,-1.56117
11493,E01011494,53.74527,-1.54497
11494,E01011495,53.7399,-1.5402
11495,E01011496,53.75229,-1.50863
11496,E01011497,53.74215,-1.55255
11497,E01011498,53.73962,-1.51531
11498,E01011499,53.73282,-1.52239
11499,E01011500,53.72847,-1.49639
11500,E01011501,53.75749,-1.54113
11501,E01011502,53.74997,-1.51811
11502,E01011503,53.75161,-1.55016
11503,E01011504,53.83365,-1.52664
11504,E01011505,53.83862,-1.55458
11505,E01011506,53.83638,-1.546
11506,E01011507,53.83168,-1.54891
11507,E01011508,53.84542,-1.51706
11508,E01011509,53.84686,-1.52579
11509,E01011510,53.84475,-1.5448
11510,E01011511,53.84225,-1.52553
11511,E01011512,53.8443,-1.53361
11512,E01011513,53.83819,-1.56521
11513,E01011514,53.84195,-1.54055
11514,E01011515,53.83797,-1.53989
11515,E01011516,53.83706,-1.53343
11516,E01011517,53.83731,-1.52235
11517,E01011518,53.76329,-1.58711
11518,E01011519,53.76306,-1.62947
11519,E01011520,53.76219,-1.64449
11520,E01011521,53.75882,-1.66095
11521,E01011522,53.75886,-1.61567
11522,E01011523,53.75227,-1.63587
11523,E01011524,53.75971,-1.58713
11524,E01011525,53.74946,-1.6071
11525,E01011526,53.75812,-1.59998
11526,E01011527,53.751,-1.66395
11527,E01011528,53.75567,-1.60469
11528,E01011529,53.75,-1.64976
11529,E01011530,53.74099,-1.62449
11530,E01011531,53.75535,-1.58449
11531,E01011532,53.75148,-1.61223
11532,E01011533,53.74868,-1.60299
11533,E01011534,53.73476,-1.6201
11534,E01011535,53.71978,-1.57628
11535,E01011536,53.71202,-1.56169
11536,E01011537,53.71969,-1.54156
11537,E01011538,53.7333,-1.55822
11538,E01011539,53.74845,-1.59227
11539,E01011540,53.74436,-1.5765
11540,E01011541,53.74298,-1.6012
11541,E01011542,53.74471,-1.58703
11542,E01011543,53.73901,-1.5857
11543,E01011544,53.7446,-1.5933
11544,E01011545,53.73934,-1.60634
11545,E01011546,53.72967,-1.61594
11546,E01011547,53.73725,-1.59466
11547,E01011548,53.72408,-1.59548
11548,E01011549,53.72818,-1.57371
11549,E01011550,53.73013,-1.58951
11550,E01011551,53.72629,-1.53209
11551,E01011552,53.72562,-1.56165
11552,E01011553,53.73181,-1.57012
11553,E01011554,53.8733,-1.56242
11554,E01011555,53.85427,-1.54661
11555,E01011556,53.85085,-1.52858
11556,E01011557,53.85433,-1.52997
11557,E01011558,53.84909,-1.54333
11558,E01011559,53.84725,-1.55342
11559,E01011560,53.84691,-1.56112
11560,E01011561,53.88806,-1.50979
11561,E01011562,53.86273,-1.52256
11562,E01011563,53.86267,-1.54208
11563,E01011564,53.85939,-1.55626
11564,E01011565,53.85676,-1.53617
11565,E01011566,53.85594,-1.50721
11566,E01011567,53.85492,-1.55687
11567,E01011568,53.85381,-1.51763
11568,E01011569,53.90102,-1.67202
11569,E01011570,53.89866,-1.63749
11570,E01011571,53.89809,-1.70517
11571,E01011572,53.90331,-1.6808
11572,E01011573,53.90076,-1.72276
11573,E01011574,53.90212,-1.69435
11574,E01011575,53.87698,-1.65109
11575,E01011576,53.89615,-1.59017
11576,E01011577,53.87661,-1.60507
11577,E01011578,53.86743,-1.67182
11578,E01011579,53.85637,-1.67826
11579,E01011580,53.85521,-1.66917
11580,E01011581,53.91385,-1.70477
11581,E01011582,53.90954,-1.71244
11582,E01011583,53.91425,-1.69489
11583,E01011584,53.90991,-1.69326
11584,E01011585,53.80003,-1.67268
11585,E01011586,53.79818,-1.69826
11586,E01011587,53.80335,-1.66762
11587,E01011588,53.8221,-1.68038
11588,E01011589,53.83188,-1.6804
11589,E01011590,53.82236,-1.69686
11590,E01011591,53.82335,-1.65825
11591,E01011592,53.81521,-1.67396
11592,E01011593,53.81758,-1.6665
11593,E01011594,53.81104,-1.67869
11594,E01011595,53.8087,-1.69164
11595,E01011596,53.80668,-1.66199
11596,E01011597,53.80366,-1.69952
11597,E01011598,53.80876,-1.67211
11598,E01011599,53.80254,-1.68231
11599,E01011600,53.7925,-1.6575
11600,E01011601,53.78607,-1.64729
11601,E01011602,53.79506,-1.67236
11602,E01011603,53.78439,-1.66947
11603,E01011604,53.79065,-1.66427
11604,E01011605,53.79063,-1.67971
11605,E01011606,53.78945,-1.69789
11606,E01011607,53.7873,-1.65814
11607,E01011608,53.80053,-1.6361
11608,E01011609,53.80232,-1.64761
