id,name,host_id,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,,,,,,,,,,
11989791,"Close to cafe life, football & Universities",14242283,53.45899,-2.26315,t,Townhouse,Private room,3,2,1,2,Real Bed,$40.00 ,,,,$10.00 ,2,$10.00 ,97,,,,,,,,,,
11999444,"Luxury apartment Uppermill, Saddleworth, Oldham",64162170,53.54694,-2.00005,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$75.00 ,,,,,2,$10.00 ,99,,,,,,,,,,
12005156,Cosy single room close to Tameside hospital,64201477,53.49572,-2.07518,t,House,Private room,1,1.5,1,1,Real Bed,$20.00 ,,,,,1,$0.00 ,97,,,,,,,,,,
12058868,AIRPORT & WYTHENSHAWE  HOSPITAL ( Double room ),64402918,53.39333,-2.28747,t,Apartment,Private room,2,1,1,1,Real Bed,$29.00 ,$150.00 ,$590.00 ,,$5.00 ,1,$5.00 ,99,,,,,,,,,,
12064510,Large comfy room in family house,3372248,53.48959,-2.29778,t,Townhouse,Private room,1,1,1,1,Real Bed,$30.00 ,$184.00 ,$651.00 ,,,1,$12.00 ,100,,,,,,,,,,
12103381,"Two bed, two bath in the brilliant Green Quarter",23001402,53.48953,-2.23813,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$120.00 ,,,,$12.00 ,4,$0.00 ,100,,,,,,,,,,
12122249,Lovely double room in Levenshulme,65032749,53.44447,-2.19686,t,House,Private room,2,2,1,1,Real Bed,$30.00 ,,,,,2,$5.00 ,97,,,,,,,,,,
12147827,Bright Modern City Centre Apartment,4439257,53.47443,-2.24576,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$80.00 ,,,$150.00 ,$22.00 ,2,$12.00 ,91,,,,,,,,,,
12168550,"Quiet,cosy,friendly house,nxt to tram. Bkfast inc",21131940,53.53964,-2.29151,t,Apartment,Private room,1,1,1,1,Real Bed,$20.00 ,,,,,1,$8.00 ,99,,,,,,,,,,
12185384,Astley Lodge,65485069,53.50622,-2.4643,f,House,Private room,1,1,1,1,Real Bed,$40.00 ,,,,,1,$0.00 ,,,,,,,,,,,
12188578,Central Duplex Character Apartment,65508074,53.48336,-2.26478,f,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,$50.00 ,,,,,1,$0.00 ,,,,,,,,,,,
12213649,Balcony Private Bedroom in Piccadilly,54585852,53.47625,-2.23218,t,Apartment,Private room,2,1,1,1,Real Bed,$42.00 ,,,$0.00 ,$0.00 ,1,$13.00 ,94,,,,,,,,,,
12240962,Large Room With Double Bed In Bramhall Apartment,65875004,53.36493,-2.15814,t,Apartment,Private room,2,1,1,1,Real Bed,$27.00 ,,,$0.00 ,$0.00 ,1,$8.00 ,,,,,,,,,,,
12272745,Large & Cosy Double Room for Two!,9055824,53.47551,-2.17007,t,House,Private room,2,1,1,1,Real Bed,$35.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
12297370,Value Double Room Near Ethiad Stadium,63018594,53.48119,-2.15443,t,House,Private room,2,1,1,1,Real Bed,$20.00 ,,,,$5.00 ,1,$10.00 ,97,,,,,,,,,,
12339111,A peaceful space in the City,62311301,53.46151,-2.24901,t,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,,,$500.00 ,$5.00 ,1,$10.00 ,92,,,,,,,,,,
12366603,"Modern, clean double room in city centre",66809593,53.49191,-2.24075,f,Apartment,Private room,2,1,1,1,Real Bed,$55.00 ,,,,,1,$0.00 ,97,,,,,,,,,,
12376324,Attractive Modern Spacious 1 Bed Apartment 2nd Fl.,15903493,53.50193,-2.26152,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$60.00 ,,,,,1,$0.00 ,88,,,,,,,,,,
12383588,Large Detached House in Stalybridge,66938196,53.47087,-2.04067,t,House,Entire home/apt,8,2,4,5,Real Bed,$90.00 ,,,,,1,$0.00 ,80,,,,,,,,,,
12392845,Private room with en suite Manchester City Centre,50851296,53.47138,-2.26466,t,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,,,,$5.00 ,1,$10.00 ,87,,,,,,,,,,
12415892,airy city centre two bedroom flat,17702198,53.47376,-2.24254,f,Apartment,Entire home/apt,6,2,2,3,Real Bed,$80.00 ,,,$400.00 ,$60.00 ,2,$10.00 ,100,,,,,,,,,,
12418538,"Feel at Home Double! Hulme, Manchester!",67168477,53.4665,-2.24873,t,Apartment,Private room,2,1.5,1,1,Real Bed,$28.00 ,,,,$5.00 ,1,$9.00 ,92,,,,,,,,,,
12476085,Cosy two bedroom cottage.,8899939,53.49306,-2.03634,t,House,Entire home/apt,4,1,2,4,Real Bed,$69.00 ,,,$0.00 ,$25.00 ,1,$0.00 ,93,,,,,,,,,,
12509703,Bed & Balcony,32954691,53.41629,-2.30882,t,House,Private room,2,1.5,1,1,Real Bed,$45.00 ,,,,$10.00 ,1,$0.00 ,100,,,,,,,,,,
12555804,Unique Loft Bed. Only 5 Mins from Piccadilly!,35311832,53.48947,-2.20879,t,House,Private room,1,1,1,1,Real Bed,$19.00 ,,,$199.00 ,$19.00 ,1,$4.00 ,97,,,,,,,,,,
12581190,Spacious and homely apartment,68228304,53.44496,-2.17809,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$25.00 ,,,$100.00 ,$10.00 ,1,$15.00 ,84,,,,,,,,,,
12588012,Single room near Stockport train st,62939817,53.40349,-2.18011,t,House,Private room,1,1,1,1,Real Bed,$25.00 ,,,$0.00 ,$7.00 ,1,$0.00 ,99,,,,,,,,,,
12616875,Bright & clean room in Manchester.,8571569,53.50973,-2.16385,t,House,Private room,2,1,1,1,Real Bed,$17.00 ,,,$100.00 ,$0.00 ,1,$10.00 ,100,,,,,,,,,,
12690246,Terraced house South Manchester,68974225,53.44975,-2.26967,f,Townhouse,Entire home/apt,6,2,4,6,Real Bed,$118.00 ,,,,,1,$0.00 ,93,,,,,,,,,,
12707654,Huge Kingsize Bedroom in Fashionable West Didsbury,6974604,53.42997,-2.2371,t,Townhouse,Private room,2,1,1,1,Real Bed,$28.00 ,,,,,1,$0.00 ,95,,,,,,,,,,
12730397,Spacious 2 bed central city centre,27490067,53.47464,-2.23918,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$70.00 ,,,,,1,$0.00 ,,,,,,,,,,,
12756895,Cool apartment in fashionable area,14354475,53.42791,-2.23824,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$69.00 ,,,,$30.00 ,2,$15.00 ,93,,,,,,,,,,
12760398,Brand New Refurbished House,69416014,53.45002,-2.22632,t,House,Private room,2,1,1,1,Real Bed,$38.00 ,,,,,1,$0.00 ,97,,,,,,,,,,
12803771,Comfort west view double room,22646922,53.46849,-2.24966,f,House,Private room,1,1,1,1,Real Bed,$28.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,89,,,,,,,,,,
12807083,Bright modern apartment in Chorlton,48792556,53.43522,-2.27226,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$45.00 ,,,$300.00 ,$22.00 ,1,$0.00 ,100,,,,,,,,,,
12841143,"★CityCentre Room|Private bathroom|Walk Everywhere�?""Located at the modern Green Quarter development","Check-in time is flexible, just discuss it with me first. The house rules are pretty standard. No smoking (although you can use the balcony to do it), keep common areas tidy and clean, be respectful and considerate with late or early hours noise. Please, remove your shoes while inside and lock the door when you leave and at night. I don't have any pets, but I can potentially accept pets, just inquire me first. IMPORTANT: Please take good care of the keys and always remember to return it when you check-out. Losing the keys will incur on a cost of 30£ (gate fob) + 65£ (front door lock replacement).",M4 4AU,Manchester,"Manchester, United Kingdom",GB,United Kingdom,53.4897,-2.23985,t,Condominium,Private room,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Host greets you""}",,$47.00 ,,2020/5/16,0,1,0,5.22,,,,,,
12861549,Top Flr Apt w/Balcony Burton Rd West Didsbury Mcr,27726113,53.42877,-2.24822,t,Apartment,Private room,1,1,1,1,Real Bed,$40.00 ,,,$100.00 ,$20.00 ,1,$40.00 ,100,,,,,,,,,,
12882408,Double Room 3miles from Airport,70491510,53.39748,-2.30818,t,Bed and breakfast,Private room,1,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
12907297,Single Room Near Ethiad Stadium,63018594,53.48084,-2.15276,t,House,Private room,1,1,1,1,Real Bed,$17.00 ,$130.00 ,$450.00 ,,$7.00 ,1,$0.00 ,91,,,,,,,,,,
12932665,Stunning Northern Quarter Apartment,656091,53.48229,-2.23176,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,$90.00 ,,,,$30.00 ,2,$20.00 ,91,,,,,,,,,,
12938701,Manchester from the countryside,12538933,53.60495,-2.06843,f,Barn,Private room,2,1,1,1,Real Bed,$50.00 ,,,,$5.00 ,1,$5.00 ,100,,,,,,,,,,
12948527,Db Room to rent in the heart of Manchester Center,69641936,53.47444,-2.2389,f,Apartment,Private room,2,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,,,,,,,,,,,
12981705,"Spacious 2 bedroom apartment, pleasant environment",71476121,53.47323,-2.18523,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$56.00 ,,,$0.00 ,$16.00 ,3,$16.00 ,86,,,,,,,,,,
12987982,"Clean, comfy double room close to city /transport",71543020,53.49917,-2.1721,f,House,Private room,2,1,1,1,Real Bed,$25.00 ,,,$0.00 ,$20.00 ,1,$10.00 ,95,,,,,,,,,,
12996156,"Sunny, roomy and cosy bedroom in Fallowfield",71626448,53.44169,-2.21455,f,Apartment,Private room,2,1,1,1,Real Bed,$25.00 ,,,$0.00 ,$10.00 ,1,$4.00 ,97,,,,,,,,,,
13004701,Private room in 120 year old Victorian semi.,71714106,53.39437,-2.15049,t,House,Private room,1,1,1,1,Real Bed,$25.00 ,,,,,1,$12.00 ,97,,,,,,,,,,
13012807,Room in a friendly & a safe home in Manchester gw,50602671,53.45618,-2.23229,t,House,Private room,1,2,1,1,Real Bed,$25.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,96,,,,,,,,,,
13016901,Spacious 1 Bed Apartment minutes from City Centre,71843701,53.51922,-2.24886,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,$48.00 ,,,$0.00 ,$15.00 ,1,$10.00 ,99,,,,,,,,,,
13031000,Highspec room with garden in friendly houseshare,39466359,53.52643,-2.40827,t,House,Private room,1,1,1,1,Real Bed,$15.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
13044415,Double bedroom overlooking garden with bathroom!,4307090,53.44104,-2.25559,f,House,Private room,2,1,1,1,Real Bed,$45.00 ,,,,$5.00 ,1,$10.00 ,,,,,,,,,,,
13045153,Cosy Single Room 3miles to Airport,70491510,53.39931,-2.306,f,Bed and breakfast,Private room,1,1,1,1,Real Bed,$28.00 ,,,,,1,$0.00 ,93,,,,,,,,,,
13045494,Small Double 3 Miles from Airport,70491510,53.39752,-2.30752,f,Bed and breakfast,Private room,1,1,1,1,Real Bed,$28.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
13109291,One bedroom apartment city centre,72874536,53.4731,-2.24302,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,,,$200.00 ,,1,$0.00 ,,,,,,,,,,,
13134090,"Superb location, Edwardian mansion house apartment",11147819,53.38525,-2.35902,t,House,Private room,2,2,1,1,Real Bed,$35.00 ,,,,$10.00 ,1,$0.00 ,99,,,,,,,,,,
13139613,Victorian Family House (10 mins from city centre),53304742,53.44533,-2.26907,t,House,Entire home/apt,5,2.5,3,4,Real Bed,$80.00 ,,,,$50.00 ,1,$0.00 ,,,,,,,,,,,
13145680,"Bright, single bedroom in artist’s house",73307970,53.54821,-2.67125,t,House,Private room,1,1,1,1,Real Bed,$15.00 ,,,,$15.00 ,1,$0.00 ,97,,,,,,,,,,
13145786,Deansgate Quay,73304224,53.47446,-2.25243,t,Apartment,Private room,2,2,1,1,Real Bed,$70.00 ,,,$66.00 ,$15.00 ,1,$0.00 ,,,,,,,,,,,
13149957,"Modern two bedroom house, 3 miles from Manchester",3738800,53.4604,-2.16875,t,House,Entire home/apt,4,1.5,2,2,Real Bed,$90.00 ,,,$250.00 ,$35.00 ,1,$0.00 ,98,,,,,,,,,,
13165033,"MediaCity Double Room/ Free Tea, coffee and Snacks",73535097,53.48472,-2.29658,t,House,Private room,2,1,1,1,Real Bed,$125.00 ,,,,,1,$30.00 ,93,,,,,,,,,,
13174014,"Family friendly, room in 5 bed house",73637877,53.45584,-2.19114,t,House,Private room,2,1,1,2,Pull-out Sofa,$20.00 ,,,,,1,$10.00 ,96,,,,,,,,,,
13184902,Canal Side Apartment with views of the city,19774274,53.48104,-2.22367,t,Apartment,Private room,1,1,1,1,Real Bed,$50.00 ,,,$0.00 ,$5.00 ,1,$0.00 ,,,,,,,,,,,
13198483,Spacious ensuite near train station,17232017,53.42086,-2.20947,f,Apartment,Private room,3,1,1,2,Real Bed,$32.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,98,,,,,,,,,,
13233797,Lovely home near Etihad Stadium and City Centre,74308612,53.48395,-2.21027,f,House,Entire home/apt,5,1.5,3,3,Real Bed,$75.00 ,,,$200.00 ,$30.00 ,1,$0.00 ,98,,,,,,,,,,
13249459,Spacious  2 bed property,73980402,53.41202,-2.28373,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$69.00 ,,,,,1,$0.00 ,93,,,,,,,,,,
13251178,Double Bedroom in Media City / Free Tea and coffee,73535097,53.48312,-2.29672,t,House,Private room,2,1,1,1,Real Bed,$40.00 ,$135.00 ,$500.00 ,,,1,$30.00 ,95,,,,,,,,,,
13255544,Deansgate / Spinningfields,9529894,53.47826,-2.24906,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$180.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,80,,,,,,,,,,
13287701,Se alquila,74961948,53.43958,-2.22893,t,House,Entire home/apt,1,2,4,1,Real Bed,$375.00 ,,,,,1,$0.00 ,,,,,,,,,,,
13297955,Double bed(3/4) parking Heaton park,75076442,53.52597,-2.22068,t,House,Private room,2,1,1,1,Real Bed,$30.00 ,,,$75.00 ,$8.00 ,1,$15.00 ,93,,,,,,,,,,
13316306,Cosy room in City Centre,69498139,53.47804,-2.23468,t,Apartment,Private room,2,2,1,1,Real Bed,$50.00 ,,,,$5.00 ,1,$0.00 ,96,,,,,,,,,,
13324587,Private Double Room with links to all Manchester,27581831,53.48727,-2.29273,f,House,Private room,2,1.5,1,1,Real Bed,$45.00 ,$175.00 ,$500.00 ,$0.00 ,$0.00 ,1,$10.00 ,94,,,,,,,,,,
13325471,Grasmere House - 3 bedroom house (City Centre),75383809,53.46186,-2.2489,f,House,Entire home/apt,7,1.5,3,4,Real Bed,$69.00 ,,,$0.00 ,$25.00 ,2,$15.00 ,89,,,,,,,,,,
13328050,Sofa double bed in the front room at an ideal spot,75414348,53.45658,-2.25157,t,Apartment,Shared room,2,1,1,1,Pull-out Sofa,$29.00 ,,,$75.00 ,$4.00 ,1,$0.00 ,90,,,,,,,,,,
13329544,"Lux apart,breath taking view,MediaCity,Manchester",74854415,53.47152,-2.29616,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$151.00 ,,,$200.00 ,,2,$0.00 ,,,,,,,,,,,
13332640,Janet Clay,41061491,53.55549,-2.27926,t,House,Private room,8,2.5,5,9,Real Bed,"$1,175.00 ",,,$100.00 ,$0.00 ,1,$30.00 ,100,,,,,,,,,,
13352567,Cheerful 1 Bedroom Apt! Great for seeing the City,74348199,53.47469,-2.23607,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$65.00 ,,,$200.00 ,$35.00 ,1,$0.00 ,95,,,,,,,,,,
13354699,En suite ROOM with WIFI/ Best location,465854,53.4835,-2.23069,f,Apartment,Private room,2,1.5,1,1,Real Bed,$50.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,98,,,,,,,,,,
13358078,Split level two bedroom Apartment,47912967,53.48762,-2.24,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$80.00 ,,,,$40.00 ,1,$0.00 ,98,,,,,,,,,,
13365816,Elgar,19648685,53.45665,-2.19159,t,Apartment,Entire home/apt,3,1,0,3,Real Bed,$37.00 ,,,,,1,$10.00 ,60,,,,,,,,,,
13366134,Wyresdale House-Flat 2,50604432,53.58222,-2.45132,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,$78.00 ,,,$0.00 ,$20.00 ,1,$10.00 ,89,,,,,,,,,,
13367335,Wyresdale House-Flat 4,50604432,53.58092,-2.45342,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$85.00 ,,,$0.00 ,$35.00 ,1,$10.00 ,50,,,,,,,,,,
13387501,1 Bed Flat in Fallowfield,72101572,53.43715,-2.22235,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$49.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,93,,,,,,,,,,
13402922,"Apt 5 51 Tib Street, Northern Quarter, Manchester",76131384,53.48481,-2.23401,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$90.00 ,,,$0.00 ,$25.00 ,1,$45.00 ,93,,,,,,,,,,
13408025,Double room in contemporary house,23715132,53.45088,-2.17771,t,House,Private room,2,1,1,1,Real Bed,$22.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,100,,,,,,,,,,
13409622,Large 3 Bed Ground Floor Flat Near City Centre,76360867,53.46803,-2.25839,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,$106.00 ,,,$100.00 ,,1,$0.00 ,94,,,,,,,,,,
13422049,3-4 bedroom semi detached house in Prestwich - Mcr,36144892,53.54335,-2.27262,t,House,Entire home/apt,8,1,3,3,Real Bed,$89.00 ,,,$100.00 ,$10.00 ,1,$0.00 ,88,,,,,,,,,,
13422725,"Home from home, beautiful apartment in Hazel House",76510109,53.37216,-2.18465,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$82.00 ,,,,$0.00 ,1,$0.00 ,100,,,,,,,,,,
13441061,"Double sofa bed, bright snug room in period house",7239185,53.4482,-2.2374,t,Townhouse,Private room,1,1,1,1,Real Bed,$25.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
13442026,"Light, leafy, art-deco top floor flat.",69220446,53.4499,-2.21986,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$62.00 ,,,,,2,$8.00 ,93,,,,,,,,,,
13444018,Great location for Manchester and Heaton Park,28327120,53.53084,-2.2759,f,House,Private room,2,1,1,3,Real Bed,$150.00 ,,,$150.00 ,$10.00 ,2,$100.00 ,100,,,,,,,,,,
13492462,Comfortable 2-Bedroom House in a Central Location,57603266,53.49882,-2.53118,f,House,Entire home/apt,5,1,2,5,Real Bed,$85.00 ,,,$0.00 ,$30.00 ,5,$0.00 ,93,,,,,,,,,,
13498645,"Worsley, Manchester comfortable Double room",26694554,53.52854,-2.38106,f,House,Private room,2,1.5,1,1,Real Bed,$28.00 ,,,,$0.00 ,1,$4.00 ,100,,,,,,,,,,
13506929,"Manchester CITY CENTRE, Castlefield Neighbourhood!",16136713,53.47222,-2.25914,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$90.00 ,,,,$30.00 ,4,$20.00 ,95,,,,,,,,,,
13540918,Large New 3 Bed House with Parking near City,77897616,53.45157,-2.19562,t,Townhouse,Entire home/apt,9,1.5,3,5,Real Bed,$150.00 ,,,$100.00 ,$25.00 ,7,$10.00 ,89,,,,,,,,,,
13557737,Double room in a Lovely Cottage near Countryside,72632986,53.64278,-2.09035,t,Cottage,Private room,1,2,1,1,Real Bed,$34.00 ,,,$100.00 ,$6.00 ,1,$0.00 ,100,,,,,,,,,,
13597643,Double Bedroom in Exclusive Penthouse Apartment,45386310,53.41007,-2.22286,f,Apartment,Private room,2,1,1,1,Real Bed,$40.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
13603472,Cosy Double Room -  Hollingworth Lake,30472179,53.63266,-2.10956,t,House,Private room,3,1,1,2,Real Bed,$25.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,98,,,,,,,,,,
13629934,Boutique bedroom w/en-suite in beautiful house,21364293,53.44345,-2.19781,t,Townhouse,Private room,2,1,1,1,Real Bed,$39.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,98,,,,,,,,,,
13663813,Double room in secure flat by river.,57052950,53.48946,-2.25055,f,Apartment,Private room,1,1,1,1,Real Bed,$35.00 ,,,,$10.00 ,1,$0.00 ,99,,,,,,,,,,
13673020,Double room with access to own bathroom.,11161427,53.47357,-2.26561,f,Apartment,Private room,2,1,1,1,Real Bed,$58.00 ,,,$86.00 ,$12.00 ,1,$0.00 ,,,,,,,,,,,
13679742,The Sanctuary,77662294,53.46872,-2.25178,t,Townhouse,Private room,2,1,1,1,Real Bed,$40.00 ,,,$70.00 ,$20.00 ,1,$0.00 ,,,,,,,,,,,
13682585,Modern Ensuite Room in Birchfields Guest House,10888912,53.45591,-2.21317,t,Townhouse,Private room,3,1,1,1,Real Bed,$266.00 ,,,$0.00 ,$6.00 ,2,$8.00 ,86,,,,,,,,,,
13693142,"Friendly Manchester welcome, Free Breakfast",31957937,53.45613,-2.14986,t,Townhouse,Private room,1,1,1,1,Real Bed,$20.00 ,,,$0.00 ,$7.00 ,1,$0.00 ,99,,,,,,,,,,
13694897,"Media City Single Room/ Free Tea, Coffee & Snacks",73535097,53.48431,-2.29654,f,House,Private room,1,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
13697945,Modern Double Room in City Centre,30051691,53.47316,-2.24181,t,Apartment,Private room,2,1,1,1,Real Bed,$55.00 ,,,$250.00 ,$15.00 ,1,$10.00 ,85,,,,,,,,,,
13706673,"Double room with Private bath Media City, Salford",78066798,53.49114,-2.2921,t,House,Private room,2,1,1,1,Real Bed,$60.00 ,,,,$10.00 ,1,$0.00 ,80,,,,,,,,,,
13707233,OLD TRAFFORD APARTMENT,80008743,53.46894,-2.28199,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,$50.00 ,,,,$30.00 ,1,$0.00 ,,,,,,,,,,,
13722627,Convenient Private Ensuite Double Bed Room A,80218437,53.48744,-2.23448,t,Apartment,Private room,2,2,1,1,Real Bed,$43.00 ,,,$0.00 ,$5.00 ,1,$0.00 ,87,,,,,,,,,,
13734071,"Quirky Edwardian house, near Pennines & Manchester",8626071,53.51823,-2.04207,f,House,Entire home/apt,4,1,3,4,Real Bed,$52.00 ,,,$100.00 ,$20.00 ,2,$20.00 ,98,,,,,,,,,,
13736418,"Luxury City Centre NQ 2 Bedroom Flat FREE Parking�?""This home is a slice of luxury in a stunning City Centre location. Our little area of Ancoats has been voted the 13th coolest neighbourhood in the world! Truly the perfect location in Manchester –walk to all of Manchester’s top attractions but come home to a quiet residential building with a cosy living room",44725411,53.4836,-2.23026,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$90.00 ,,,$0.00 ,$55.00 ,1,$0.00 ,99,,,,,,,,,,
13740991,Manchester city Apartment shudehill,76994501,53.48789,-2.23616,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$50.00 ,,,,,1,$0.00 ,,,,,,,,,,,
13765584,NHS Staff & Key Workers - 1 Bed Apartment ,57906174,53.47571,-2.28707,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$92.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,100,,,,,,,,,,
13783969,Cosy Double Room + Optional Airport Collection,31022367,53.48284,-2.15197,t,House,Private room,2,1.5,1,1,Real Bed,$29.00 ,,,$300.00 ,$15.00 ,1,$0.00 ,100,,,,,,,,,,
13795091,Manchester City Centre Apartment,81091401,53.47664,-2.26113,f,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,,,,,1,$10.00 ,80,,,,,,,,,,
13824251,Manchester - Spacious house sleep up to 14,27284229,53.43697,-2.2063,t,House,Entire home/apt,14,2.5,7,7,Real Bed,$230.00 ,,,$200.00 ,$69.00 ,7,$15.00 ,92,,,,,,,,,,
13824679,Double Bedroom (En Suite) Chorlton,9845237,53.42817,-2.26068,t,Apartment,Private room,2,2,1,1,Real Bed,$35.00 ,,,,$10.00 ,1,$10.00 ,96,,,,,,,,,,
13826441,Modern Ensuite Room in City Centre,61393096,53.47534,-2.23729,t,Apartment,Private room,2,1,1,1,Real Bed,$42.00 ,,,,$10.00 ,2,$15.00 ,94,,,,,,,,,,
13834981,Fabulous room in Manchester,12042175,53.42798,-2.27113,f,House,Private room,2,2.5,1,1,Real Bed,$29.00 ,,,$0.00 ,$9.00 ,2,$0.00 ,98,,,,,,,,,,
13838623,Home Sweet Home 1   cosy single room Mcr airport,75579640,53.41042,-2.29744,f,House,Private room,1,1,0,1,Real Bed,$23.00 ,,,,$10.00 ,1,$0.00 ,98,,,,,,,,,,
13840832,Room for rent in Horwich,81669992,53.60318,-2.54901,t,House,Private room,2,1,1,1,Pull-out Sofa,$25.00 ,,,,,1,$0.00 ,,,,,,,,,,,
13855636,Beautiful Period City Centre Apartment,81847120,53.47569,-2.24594,f,Apartment,Entire home/apt,2,1,1,2,Real Bed,$75.00 ,,,$200.00 ,$10.00 ,1,$0.00 ,100,,,,,,,,,,
13887897,Penthouse - best view of Manchester (city centre).,7021620,53.47836,-2.25383,t,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,$90.00 ,,,$400.00 ,$30.00 ,1,$0.00 ,90,,,,,,,,,,
13889301,Large en-suite private double room in Didsbury,15479419,53.42052,-2.21986,t,House,Private room,2,1,1,1,Pull-out Sofa,$68.00 ,,,,,1,$0.00 ,,,,,,,,,,,
13903063,"Large Victorian House 3 Bed, next to Train Station",1563243,53.44625,-2.19131,t,House,Entire home/apt,5,1,3,3,Real Bed,$72.00 ,,,$450.00 ,$50.00 ,1,$0.00 ,97,,,,,,,,,,
13906148,Delightful one bedroom apartment,77633045,53.43739,-2.22816,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$65.00 ,,,,,2,$25.00 ,94,,,,,,,,,,
13924791,"Stunning, spacious Victorian 6 bedroom house",46403856,53.53717,-2.27668,t,House,Entire home/apt,12,2.5,6,7,Real Bed,$450.00 ,,,"$1,000.00 ",$100.00 ,1,$0.00 ,,,,,,,,,,,
13939248,Single Bedroom a good sized 9 feet * 7 feet,73637877,53.45451,-2.19043,t,House,Private room,1,1,1,1,Real Bed,$20.00 ,,,,,1,$10.00 ,96,,,,,,,,,,
13941539,Beautiful room near to Universities & centre,14242283,53.45964,-2.26196,t,Townhouse,Private room,2,2,1,1,Real Bed,$40.00 ,,,$0.00 ,$10.00 ,1,$0.00 ,96,,,,,,,,,,
13951557,Bright double room  close to tram and local shops,17357510,53.433,-2.23302,f,House,Private room,2,1,1,1,Real Bed,$26.00 ,,,$0.00 ,$5.00 ,2,$0.00 ,96,,,,,,,,,,
13954186,close to tram and airport 1 room or full apartment,64136752,53.39637,-2.35295,t,Apartment,Private room,4,1.5,2,2,Real Bed,$66.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,,,,,,,,,,,
13966003,Charming Edwardian House,35412637,53.42688,-2.2246,t,House,Entire home/apt,4,1,2,2,Real Bed,$80.00 ,,,$100.00 ,$20.00 ,2,$20.00 ,99,,,,,,,,,,
