id,name,host_id,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,,,,,,,,,,
26467312,2 Bed City Centre Balcony Apartment - Sleeps 5,198694258,53.48411,-2.23974,t,Serviced apartment,Hotel room,5,1,1,3,Real Bed,$199.00 ,,,$150.00 ,$0.00 ,5,$0.00 ,89,,,,,,,,,,
26467407,2 Bed City Centre Terrace Apartment - Sleeps 6,198694258,53.48535,-2.24117,t,Serviced apartment,Hotel room,6,1,1,5,Real Bed,$699.00 ,,,$300.00 ,$0.00 ,6,$0.00 ,86,,,,,,,,,,
26489250,"Overnight near University, Town Centre + (IronMan)",37682109,53.57883,-2.46141,t,House,Private room,1,1,1,0,Real Bed,$21.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
26493463,Lovely Spacious Double Bedroom in Manchester,6368928,53.43787,-2.18499,t,House,Private room,2,1,1,1,Real Bed,$35.00 ,,,,$5.00 ,1,$10.00 ,97,,,,,,,,,,
26494678,"Great community, excellent for vacation.",199255582,53.44561,-2.18906,f,House,Private room,1,1,1,1,Real Bed,$8.00 ,,,,,1,$0.00 ,89,,,,,,,,,,
26496795,City Centre Heritage Home ,10972420,53.48028,-2.23327,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$40.00 ,,,$250.00 ,$25.00 ,1,$0.00 ,100,,,,,,,,,,
26497468,Entire 2 bedroom flat in City Centre,107459251,53.4795,-2.26621,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$100.00 ,,,,,1,$0.00 ,40,,,,,,,,,,
26497820,Spacious Double bedroom.,107459251,53.4818,-2.24726,t,Apartment,Private room,2,1,1,1,Real Bed,$40.00 ,,,,,1,$0.00 ,,,,,,,,,,,
26503448,Stylish Dbl 15 Minute Walk to Deansgate / City Ctr,1948933,53.4926,-2.25927,t,House,Private room,2,1.5,1,1,Real Bed,$20.00 ,$210.00 ,,$83.00 ,$6.00 ,1,$0.00 ,99,,,,,,,,,,
26516065,Cosy House 5 Mins from Hospital,42830830,53.44657,-2.21422,f,House,Entire home/apt,6,1,3,3,Real Bed,$69.00 ,,,,$40.00 ,1,$0.00 ,90,,,,,,,,,,
26520003,�?City Center - Walking Everywhere �?Long Stay,31309286,53.47779,-2.23999,f,Apartment,Entire home/apt,5,1,0,3,Real Bed,$83.00 ,,,$350.00 ,$30.00 ,2,$10.00 ,94,,,,,,,,,,
26520342,"*Stylish* Fantastic View* /w Parking, MediaCityUK",15713337,53.4737,-2.28896,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$58.00 ,,,$100.00 ,$35.00 ,2,$15.00 ,96,,,,,,,,,,
26525201,Exceptional 2 Bedroom Basement Flat in Cheadle,115469008,53.39239,-2.21524,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$80.00 ,,,$0.00 ,$0.00 ,2,$15.00 ,99,,,,,,,,,,
26587761,DY54-3 · Beautiful Double Room close to Old Trafford,10888912,53.45228,-2.30592,t,Townhouse,Private room,2,0,1,1,Real Bed,$154.00 ,,,$0.00 ,$6.00 ,2,$8.00 ,100,,,,,,,,,,
26587873,DY54-4 · Spacious Triple Room in Beautiful House,10888912,53.45109,-2.3046,t,Townhouse,Private room,3,0,1,,Real Bed,$226.00 ,,,$0.00 ,$6.00 ,2,$8.00 ,,,,,,,,,,,
26588004,DY54-7 · Cosy Double Room in Great Area,10888912,53.45208,-2.30493,t,Townhouse,Private room,2,0,1,,Real Bed,$154.00 ,,,$0.00 ,$6.00 ,2,$8.00 ,100,,,,,,,,,,
26591942,Skyline Central II Apartments,89331251,53.48692,-2.23356,f,Serviced apartment,Hotel room,4,1,1,1,Real Bed,$220.00 ,,,,,4,$0.00 ,80,,,,,,,,,,
26603355,73 Drayton street,200012318,53.46262,-2.25553,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$100.00 ,,,$0.00 ,$50.00 ,4,$50.00 ,65,,,,,,,,,,
26618563,Modern Double In the Centre of Prestwich,25634548,53.5313,-2.28636,t,Townhouse,Private room,2,1,1,2,Real Bed,$25.00 ,,,$100.00 ,$0.00 ,2,$10.00 ,99,,,,,,,,,,
26636317,Lovely double room in our home near Old Trafford,11008261,53.45079,-2.29646,t,House,Private room,2,1,1,1,Real Bed,$25.00 ,,,$0.00 ,$4.00 ,1,$0.00 ,100,,,,,,,,,,
26649894,A warm northern welcome,127344494,53.41019,-2.25554,t,Townhouse,Private room,2,2,1,1,Real Bed,$25.00 ,,,$0.00 ,$5.00 ,1,$5.00 ,98,,,,,,,,,,
26654344,Large bedroom in fantastic area,12808721,53.44851,-2.26587,t,House,Private room,2,1.5,1,1,Real Bed,$25.00 ,,,$0.00 ,$10.00 ,1,$5.00 ,97,,,,,,,,,,
26657995,Flat in Manchester city centre,10563061,53.47461,-2.25164,t,Apartment,Private room,2,1,1,1,Real Bed,$33.00 ,,,,$10.00 ,1,$0.00 ,100,,,,,,,,,,
26659704,Wythenshawe room with a view 10 mins to airport,194708501,53.39751,-2.27019,t,House,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
26660228,Great 4 bed house 2 miles south of M/cr centre,134848388,53.43981,-2.21225,t,House,Entire home/apt,8,1.5,4,4,Real Bed,$120.00 ,,,$0.00 ,$55.00 ,4,$10.00 ,100,,,,,,,,,,
26661098,Cosy Double Room,181445394,53.44355,-2.31354,t,Townhouse,Private room,1,2,1,1,Real Bed,$25.00 ,,,,,1,$0.00 ,,,,,,,,,,,
26675698,"Close to Media City, Man U, Lowry & tram to Centre",105556868,53.48138,-2.30847,f,House,Entire home/apt,5,1,3,3,Real Bed,$45.00 ,,,$0.00 ,$10.00 ,2,$15.00 ,99,,,,,,,,,,
26687566,Modern House Easy Access to Manchester City Centre,186870952,53.51108,-2.18324,t,House,Private room,2,1,1,1,Real Bed,$18.00 ,,,,$0.00 ,1,$5.00 ,99,,,,,,,,,,
26688458,not available,200649471,53.58524,-2.46161,t,House,Private room,2,0,0,2,Real Bed,$50.00 ,,,,,1,$10.00 ,,,,,,,,,,,
26689489,"Spacious Flat,Secure Free Parking, Private Balcony",200658636,53.50239,-2.21715,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,$100.00 ,,,$0.00 ,$10.00 ,2,$10.00 ,93,,,,,,,,,,
26696248,369 Charlestown Road,86155268,53.52299,-2.18357,t,House,Private room,2,1,1,1,Real Bed,$35.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,100,,,,,,,,,,
26705471,"Town Centre location, near Bolton University",33655133,53.57132,-2.43719,f,House,Private room,7,1,4,4,Real Bed,$35.00 ,,,,$20.00 ,1,$30.00 ,,,,,,,,,,,
26705694,Stylish Townhouse with terrace Sleeps 8,148959446,53.48251,-2.26318,f,Townhouse,Entire home/apt,8,2,3,4,Real Bed,$300.00 ,,,$100.00 ,$40.00 ,6,$50.00 ,100,,,,,,,,,,
26742034,Spacious Double Room Close To City Centre,201080749,53.50243,-2.24655,t,House,Private room,2,2.5,1,1,Real Bed,$25.00 ,,,$0.00 ,$5.00 ,2,$25.00 ,,,,,,,,,,,
26744335,"�? bed, modern home, free parking near Manchester�?,Lovely","Guests must ensure that the door is securely locked each time they exit the house. Guests must ensure that all windows and doors are closed and locked at night as well as when they have exited the house. Guests must not amend any settings on the boiler.  Guests must not smoke at the property Guests must not have additional guests/visitors unless arranged prior with us (hosts) Guests must not use the house for a party/event ***Fair energy use *** If guests exceed fair use for heating and lighting, additional costs will be incurred and passed on to the guest",OL10 2BE,Manchester,"Greater Manchester, United Kingdom",GB,United Kingdom,53.58431,-2.2117,t,House,Entire home/apt,3,3,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Game console"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Handheld shower head"",""Shower gel"",""Trash can""}",,$120.00 ,,2020/5/16,1,0,0,1.13,,,,,,
26769119,Stunning house with 5 beds+Netflix & Amazon Prime,51510105,53.51506,-2.28477,f,House,Entire home/apt,8,1.5,2,5,Real Bed,$57.00 ,,,$0.00 ,$65.00 ,4,$20.00 ,89,,,,,,,,,,
26831335,Manchester family home.2bedroom & sofa bed. (PLAB,201774845,53.44877,-2.1815,f,House,Private room,6,1.5,2,2,Real Bed,$50.00 ,,,,$20.00 ,1,$0.00 ,77,,,,,,,,,,
26835434,Beautiful Studio Apt-Close 2 Piccadilly/Uni's&More,55933045,53.47134,-2.22644,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$76.00 ,,,$0.00 ,$20.00 ,1,$15.00 ,97,,,,,,,,,,
26841147,"""Hazel"" side bedroom at Saddleworth Rush Cart",69193873,53.55522,-2.00921,t,Houseboat,Private room,2,1,1,1,Real Bed,$45.00 ,,,,,1,$0.00 ,,,,,,,,,,,
26866182,Double En suite room in City Centre flat,101993023,53.48826,-2.25577,t,Apartment,Private room,2,1,1,1,Real Bed,$30.00 ,,,,$10.00 ,1,$20.00 ,95,,,,,,,,,,
26871790,"Spacious Flat Nr Piccadilly Station, Free Parking",160359799,53.48081,-2.2173,f,Apartment,Entire home/apt,8,1.5,2,4,Real Bed,$89.00 ,,,$200.00 ,$10.00 ,2,$30.00 ,92,,,,,,,,,,
26873244,Modern room near Piccadilly Train stn FEMALES ONLY,32081485,53.47003,-2.22483,f,Townhouse,Private room,1,1.5,1,1,Real Bed,$25.00 ,,,,$6.00 ,1,$0.00 ,97,,,,,,,,,,
26874816,Manchester Couple double room. (6 min by car PLAB),201774845,53.45012,-2.18341,f,House,Private room,2,1.5,1,1,Real Bed,$20.00 ,,,,$20.00 ,1,$0.00 ,97,,,,,,,,,,
26887845,The Flamingo,201746366,53.43704,-2.2246,t,House,Entire home/apt,16,3,10,20,Real Bed,$150.00 ,,,$0.00 ,$60.00 ,2,$25.00 ,96,,,,,,,,,,
26909584,Spacious double room in stylish character property,21832568,53.39377,-2.16004,t,Townhouse,Private room,2,1,1,1,Real Bed,$25.00 ,,,,,1,$0.00 ,99,,,,,,,,,,
26924119,Entire Place - Gorgeous Victorian Home sleeps 6,13460898,53.45113,-2.34958,t,House,Entire home/apt,6,1,3,3,Real Bed,$150.00 ,,,$0.00 ,$50.00 ,5,$10.00 ,94,,,,,,,,,,
26937765,Central and Spacious,34797570,53.46922,-2.25533,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,,,$0.00 ,$10.00 ,2,$10.00 ,98,,,,,,,,,,
26940368,West Didsbury ground floor flat - great location,62581704,53.42966,-2.24509,t,Apartment,Entire home/apt,3,1,2,1,Real Bed,$44.00 ,,,$0.00 ,$15.00 ,2,$20.00 ,97,,,,,,,,,,
26948716,Private room in a converted church,3110771,53.4625,-2.25134,t,Apartment,Private room,2,1,1,1,Real Bed,$50.00 ,,,,$5.00 ,2,$0.00 ,100,,,,,,,,,,
26951925,Room 3 - Airbnb house in Horwich with single bed.,137249317,53.60148,-2.5512,f,House,Private room,1,1,1,1,Real Bed,$18.00 ,,,$80.00 ,$10.00 ,1,$0.00 ,97,,,,,,,,,,
26956040,One double bed only like a hotel room,202825382,53.45162,-2.0822,t,Apartment,Private room,8,2.5,1,1,Real Bed,$39.00 ,,,,,1,$0.00 ,,,,,,,,,,,
26957187,A tidy bedroom with private bathroom(｡�?_ í�?,33414796,53.49131,-2.23982,t,Apartment,Private room,2,1,1,1,Real Bed,$30.00 ,,,$0.00 ,$15.00 ,2,$15.00 ,95,,,,,,,,,,
26959962,"Large, spacious and modern apt for 4 in Manchester",199327984,53.46927,-2.28239,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,$60.00 ,,,$200.00 ,$65.00 ,1,$0.00 ,92,,,,,,,,,,
26963410,"""Hazel""s Back Bedroom at Saddleworth Rushcart,",69193873,53.5569,-2.00959,t,Houseboat,Private room,3,1,1,2,Real Bed,$47.00 ,,,,,1,$0.00 ,,,,,,,,,,,
26976877,Bedroom 2,196733495,53.49374,-2.33816,t,House,Private room,2,1,1,1,Real Bed,$60.00 ,,,,,1,$0.00 ,99,,,,,,,,,,
26977354,Bedroom 3,196733495,53.49415,-2.33725,t,House,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
26984353,247Hotel Super King Room with private bathroom,98057279,53.53687,-2.12787,f,Hotel,Private room,2,1,1,1,Real Bed,$45.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,85,,,,,,,,,,
26986158,247Hotel Super King Room with private bathroom,98057279,53.53571,-2.12722,f,Hotel,Private room,2,1,1,1,Real Bed,$45.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,100,,,,,,,,,,
26987551,247Hotel Super King Room with private bathroom,98057279,53.53561,-2.12755,f,Hotel,Private room,2,1,1,1,Real Bed,$45.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,87,,,,,,,,,,
26989135,Old Trafford,203059939,53.45072,-2.27051,t,House,Private room,3,1.5,7,16,Real Bed,$75.00 ,,,$0.00 ,$10.00 ,1,$20.00 ,97,,,,,,,,,,
27007555,Stunning Northern Quarter Loft Conversion,28305766,53.48357,-2.23495,f,Apartment,Entire home/apt,6,1,2,3,Real Bed,$70.00 ,,,$0.00 ,$50.00 ,4,$30.00 ,96,,,,,,,,,,
27012835,247Hotel Super King & Single/Twin private bathroom,98057279,53.53605,-2.1286,f,Hotel,Private room,3,1,1,2,Real Bed,$47.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,90,,,,,,,,,,
27013766,NEW 3 Bed by Uni / Hospit Salford/ Spinningfields,144922312,53.48261,-2.26251,t,House,Entire home/apt,8,2,3,5,Real Bed,$99.00 ,,,$400.00 ,$89.00 ,5,$10.00 ,94,,,,,,,,,,
27014991,247Hotel Super King & Single/Twin private bathroom,98057279,53.53795,-2.12897,f,Hotel,Private room,3,1,1,2,Real Bed,$47.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,90,,,,,,,,,,
27015862,247Hotel Super King & Single/Twin Room en-suite,98057279,53.53751,-2.12942,f,Hotel,Private room,3,1,1,2,Real Bed,$47.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,84,,,,,,,,,,
27016197,"247Hotel 2 room suite, up to 5 guests, en-suite",98057279,53.536,-2.12785,f,Hotel,Private room,4,1,2,4,Real Bed,$65.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,74,,,,,,,,,,
27016865,247Hotel en-suite Family Room Super King+2 Singles,98057279,53.53647,-2.12942,f,Hotel,Private room,4,1,1,3,Real Bed,$55.00 ,,,"$1,500.00 ",$0.00 ,1,$0.00 ,87,,,,,,,,,,
27029990,Manchester Lux Double Room. (6 min by car PLAB),201774845,53.45076,-2.18284,f,House,Private room,2,1,1,1,Real Bed,$20.00 ,,,,$20.00 ,1,$0.00 ,90,,,,,,,,,,
27041971,Stunning Penthouse Slps 20 (38 A4) Mcr city centre,199676673,53.48607,-2.23287,t,Apartment,Entire home/apt,16,2,3,10,Real Bed,$375.00 ,,,$350.00 ,$50.00 ,4,$22.00 ,94,,,,,,,,,,
27048106,Cottage style house and garden,203512604,53.58956,-2.53085,t,House,Private room,2,1,1,2,Real Bed,$30.00 ,,,$300.00 ,$5.00 ,2,$5.00 ,95,,,,,,,,,,
27049818,The quirky little house,151134532,53.59801,-2.2837,t,House,Entire home/apt,4,1,1,2,Real Bed,$39.00 ,,,$100.00 ,$20.00 ,2,$5.00 ,97,,,,,,,,,,
27050900,Designer Apartment - Free Parking!,152788806,53.43471,-2.2272,t,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,$65.00 ,,,$350.00 ,$50.00 ,2,$5.00 ,94,,,,,,,,,,
27094275,New apartment! Northern Quarter/ Ancoats- 3 dblbed,11170014,53.48475,-2.23036,f,Condominium,Entire home/apt,9,2,3,3,Real Bed,$99.00 ,,,$0.00 ,$25.00 ,3,$12.00 ,96,,,,,,,,,,
27095791,133 A Park Road Stretford Manchester,203920019,53.45376,-2.31701,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$39.00 ,,,$0.00 ,$5.00 ,2,$10.00 ,96,,,,,,,,,,
27103963,Cosy room in big house,14242283,53.46106,-2.26136,t,House,Private room,2,2,1,1,Real Bed,$25.00 ,,,$0.00 ,$10.00 ,1,$0.00 ,98,,,,,,,,,,
27107403,"Double Room in Manchester, Salford Quays.",192878416,53.4696,-2.28113,t,Apartment,Private room,2,1,1,1,Real Bed,$30.00 ,,,"$3,820.00 ",$5.00 ,1,$30.00 ,94,,,,,,,,,,
27130735,***Fantastic and Very Central Apartment***,204240450,53.48128,-2.22996,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$72.00 ,,,$80.00 ,$24.00 ,2,$6.00 ,99,,,,,,,,,,
27152011,Cosy and Stylish GARDEN FLAT in family home,22703589,53.51224,-2.26541,t,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,$60.00 ,,,$199.00 ,$35.00 ,1,$5.00 ,99,,,,,,,,,,
27153600,Converted warehouse Slps 16 (35) Mcr City centre,199676673,53.48781,-2.23238,t,Apartment,Entire home/apt,16,2,3,10,Real Bed,$230.00 ,,,$350.00 ,$70.00 ,4,$22.00 ,91,,,,,,,,,,
27154157,Park Rise Apartments (Sleeps 3),89331251,53.45897,-2.27402,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$89.00 ,,,,,3,$0.00 ,80,,,,,,,,,,
27154177,Park Rise Apartments (Sleeps 4),89331251,53.45918,-2.2742,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$220.00 ,,,,,4,$0.00 ,83,,,,,,,,,,
27154734,En suite quiet room in Chorlton,187719085,53.43751,-2.26002,t,Townhouse,Private room,1,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
27161917,Greater Manchester House,185059680,53.45197,-2.17303,t,House,Private room,1,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27162408,Boutique Townhouse Close To City Centre & Etihad,96338353,53.47732,-2.20539,t,Townhouse,Entire home/apt,8,2.5,3,5,Real Bed,$110.00 ,,,$100.00 ,$90.00 ,1,$0.00 ,98,,,,,,,,,,
27178500,"*Modern* *Fantastic View*  w/ Parking, MediaCityUK",7178047,53.47371,-2.28765,t,Condominium,Entire home/apt,4,1,0,2,Real Bed,$79.00 ,,,$150.00 ,$30.00 ,2,$10.00 ,92,,,,,,,,,,
27180338,Boutique Victorian House West Didsbury,20767679,53.43186,-2.23233,t,House,Entire home/apt,8,2,4,4,Real Bed,$120.00 ,,,$250.00 ,$45.00 ,1,$0.00 ,95,,,,,,,,,,
27182458,AMAZING DISCOUNTS FOR OUR FRONTLINE,152788806,53.4828,-2.26964,t,House,Entire home/apt,16,5,8,15,Real Bed,$200.00 ,,,$500.00 ,$99.00 ,8,$15.00 ,93,,,,,,,,,,
27184078,Manchester Oasis Apartment close to Airport,85180410,53.43615,-2.13702,f,Cottage,Private room,2,1.5,1,1,Real Bed,$55.00 ,,,,$9.00 ,1,$0.00 ,98,,,,,,,,,,
27194263,Great New 1 Bedroom Flat Central Manchester,192109362,53.51675,-2.23513,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,$115.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27195584,Double bed with privacy lock,202825382,53.45186,-2.08182,f,Apartment,Private room,8,2,1,1,Real Bed,$29.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27197141,Large Master Ensuite Double Room Altrincham WA14,134743267,53.40616,-2.35763,t,House,Private room,2,1,1,1,Real Bed,$60.00 ,,,,$25.00 ,1,$0.00 ,,,,,,,,,,,
27201723,Spacious double-room in a luminous house,14717892,53.4514,-2.28514,t,House,Private room,2,1.5,1,1,Real Bed,$25.00 ,,,$0.00 ,$12.00 ,1,$0.00 ,93,,,,,,,,,,
27222554,home stay Manchester,201242539,53.46874,-2.1593,t,House,Private room,1,1,1,1,Real Bed,$60.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27227326,Apartament 2 bedroom flat in center city,205047479,53.4839,-2.246,f,Apartment,Private room,2,1,2,2,Real Bed,$70.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27253605,IncityNow Regency - Manchester City Centre,204015820,53.47505,-2.24193,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$150.00 ,,,$250.00 ,$50.00 ,2,$50.00 ,,,,,,,,,,,
27259349,Greater Manchester Apartment,26804431,53.48941,-2.23429,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,$75.00 ,,,$76.00 ,$30.00 ,1,$0.00 ,,,,,,,,,,,
27295649,"Charming 16c cottage 5mins walk to centre of village, close to train station, 20mins from Manchester airport. A hidden oasis.",76749161,53.36108,-2.16544,f,Cottage,Private room,2,1,1,1,Real Bed,$45.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,100,,,,,,,,,,
27297431,The Hacienda Slps 16 (49) Manchester City Centre,199676673,53.48381,-2.23076,t,Apartment,Entire home/apt,16,2,2,8,Real Bed,$300.00 ,,,$350.00 ,$50.00 ,4,$22.00 ,86,,,,,,,,,,
27297770,Bright Double Bedroom close to Etihad Stadium,130394409,53.48836,-2.20834,t,House,Private room,4,0.5,1,2,Real Bed,$50.00 ,,,$100.00 ,$5.00 ,2,$15.00 ,92,,,,,,,,,,
27298825,Penthouse warehouse Slps 18 (61) Mcr City Centre,199676673,53.48745,-2.2333,t,Apartment,Entire home/apt,16,2,3,9,Real Bed,$300.00 ,,,$350.00 ,$50.00 ,4,$22.00 ,94,,,,,,,,,,
27299105,Converted warehouse Slps 14(38 A1) Mcr City Centre,199676673,53.48626,-2.23342,t,Apartment,Entire home/apt,14,2,2,7,Real Bed,$300.00 ,,,$350.00 ,$70.00 ,4,$22.00 ,92,,,,,,,,,,
27299346,Converted warehouse Slps 14(38 A2) Mcr City Centre,199676673,53.48747,-2.23378,t,Apartment,Entire home/apt,14,2,2,7,Real Bed,$300.00 ,,,$350.00 ,$70.00 ,4,$22.00 ,87,,,,,,,,,,
27300113,Stunning High Spec Slps 14(38 A3) Mcr City Centre,199676673,53.48623,-2.23235,t,Apartment,Entire home/apt,14,2,2,7,Real Bed,$300.00 ,,,$350.00 ,$50.00 ,4,$22.00 ,93,,,,,,,,,,
27301285,Victorian Townhouse - The Explorer's Room (double),120332581,53.43742,-2.21941,t,Townhouse,Private room,2,2.5,1,1,Real Bed,$36.00 ,,,$0.00 ,$0.00 ,1,$6.00 ,100,,,,,,,,,,
27308516,ISOLATION UNIT FOR KEY WORKERS ONLY,180565161,53.45897,-2.25788,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$75.00 ,,,$100.00 ,$30.00 ,3,$0.00 ,93,,,,,,,,,,
27311656,Buzz House,205771991,53.49391,-2.29152,t,House,Private room,1,1,1,1,Real Bed,$20.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
27317525,4 Bed House Available for KEY WORKERS,98343721,53.50346,-2.26479,t,House,Entire home/apt,8,1,4,4,Real Bed,$100.00 ,,,$200.00 ,$60.00 ,1,$5.00 ,96,,,,,,,,,,
27322564,David Flat,81215648,53.51529,-2.15129,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$37.00 ,,,$0.00 ,$15.00 ,1,$5.00 ,87,,,,,,,,,,
27322783,Rochdale House,205606782,53.63896,-2.12404,t,House,Private room,4,2,4,4,Real Bed,$112.00 ,,,,,1,$0.00 ,20,,,,,,,,,,
27353367,Private Double Room/Bathroom in New-build Property,76740330,53.52391,-2.20659,t,House,Private room,2,1,1,1,Real Bed,$32.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,96,,,,,,,,,,
27367137,Comfy room close to main station and N Quarter,44550421,53.48056,-2.21897,t,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
27377003,Sams place,206328093,53.43434,-2.21884,t,Bed and breakfast,Private room,4,1,4,4,Real Bed,$35.00 ,,,,,1,$0.00 ,,,,,,,,,,,
27387719,Room with en-suite private bathroom in homely flat,13355609,53.48449,-2.22408,t,Apartment,Private room,2,1,1,1,Real Bed,$55.00 ,,,$0.00 ,$15.00 ,1,$0.00 ,100,,,,,,,,,,
27413988,"New Modern Manchester City/Village apt, sleeps 6",3182389,53.47466,-2.2376,f,Apartment,Entire home/apt,6,1,2,3,Real Bed,$69.00 ,,,$200.00 ,$35.00 ,2,$25.00 ,97,,,,,,,,,,
27431852,Large 3 Bed City Centre-TV NetflixWIFI-GroundFloor,92937337,53.48854,-2.23484,t,Apartment,Entire home/apt,8,1,3,4,Real Bed,$60.00 ,,,$0.00 ,$0.00 ,8,$0.00 ,94,,,,,,,,,,
27451664,Spacious One Bedroom Apartment - Manchester Piccadilly,206848657,53.47831,-2.23047,t,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,$99.00 ,,,,$0.00 ,4,$0.00 ,97,,,,,,,,,,
27451886,Two Bedroom Apartment in Staycity Aparthotels Manchester Piccadilly beside Piccadilly Train Station,206848657,53.47827,-2.23229,t,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,$299.00 ,,,,$0.00 ,6,$0.00 ,93,,,,,,,,,,
27452008,Three Bedroom Apartment Sleeps 8 in Staycity Aparthotel Manchester Piccadilly beside Piccadilly Train Station,206848657,53.47781,-2.23093,t,Serviced apartment,Entire home/apt,8,2,3,5,Real Bed,$349.00 ,,,,$0.00 ,8,$0.00 ,100,,,,,,,,,,
27457306,Deluxe Room - The Cow Hollow Hotel,175086490,53.4831,-2.23193,t,Boutique hotel,Hotel room,2,1,1,1,Real Bed,$99.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,95,,,,,,,,,,
27458421,City Centre & Northern Quarter & Ancoats Apartment,53972208,53.48231,-2.22966,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$105.00 ,,,$250.00 ,$69.00 ,1,$20.00 ,92,,,,,,,,,,
27458578,Standard Room - The Cow Hollow Hotel,175086490,53.48171,-2.23326,t,Boutique hotel,Hotel room,2,1,1,1,Real Bed,$79.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,100,,,,,,,,,,
27465567,Shortstay for 2 people near City Centre and MMU,78471777,53.45437,-2.23183,t,House,Private room,2,1,1,1,Real Bed,$35.00 ,,,$0.00 ,$5.00 ,1,$20.00 ,80,,,,,,,,,,
27472974,Welcroft House 3,17145557,53.40529,-2.15391,f,Apartment,Entire home/apt,6,1,2,5,Real Bed,$65.00 ,,,$0.00 ,$35.00 ,6,$0.00 ,100,,,,,,,,,,
27473001,Welcroft House 1,17145557,53.40529,-2.15295,f,Apartment,Entire home/apt,4,1,1,3,Real Bed,$60.00 ,,,$0.00 ,$35.00 ,4,$0.00 ,95,,,,,,,,,,
27473010,Welcroft House 5,17145557,53.40667,-2.15255,f,Apartment,Entire home/apt,6,1,2,3,Real Bed,$65.00 ,,,$0.00 ,$35.00 ,6,$0.00 ,100,,,,,,,,,,
27474940,Spacious 2BD Flat Near Northern Quarter Manchester,204914367,53.48574,-2.22605,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$55.00 ,,,$85.00 ,$57.00 ,2,$15.00 ,94,,,,,,,,,,
27475819,曼彻斯特大学,"Munich, Bavaria, Germany",,,1,$0.00 ,4,180,4,4,180,180,9 months ago,t,0,0,0,0,2020/5/16,5,,,,,,,,,,
