,beds,bed_type,bed_score,rating,price,latitude,longtitude,name,host_id
242,1.0,Real Bed,1.0,100.0,50.00,53.44679,-2.19997,Home away from home - double room,34647814
243,1.0,Real Bed,1.0,96.0,38.00,53.48655,-2.21956,En Suite Room Manchester City centre.,50979723
244,1.0,Real Bed,1.0,97.0,37.00,53.487159999999996,-2.22099,En-Suite large luxury bedroom in the city centre,50979723
245,1.0,Real Bed,1.0,97.0,32.00,53.4884,-2.22003,Double room in City centre convenient selfCheck In,50979723
246,1.0,Real Bed,1.0,96.0,35.00,53.48676,-2.21985,"Comfy, clean private room in convenient city area",50979723
247,1.0,Real Bed,1.0,100.0,28.00,53.4582,-2.1714599999999997,Double Room in Well Kept House,85851611
248,1.0,Real Bed,1.0,98.0,30.00,53.5426,-2.62493,Cosy home from home.,80313688
249,1.0,Real Bed,1.0,99.0,62.00,53.47626999999999,-2.24008,Comfy King Own Bathroom Historic CITY CENTRE WiFi,86911839
250,1.0,Real Bed,1.0,100.0,24.00,53.39154,-2.28773,AIRPORT & WYTHENSHAWE HOSPITAL (small double room),64402918
251,1.0,Real Bed,1.0,89.0,30.00,53.38307,-2.34764,clean and bright room in Hale,87138258
252,1.0,Real Bed,1.0,100.0,30.00,53.48348000000001,-2.34994,A home from home with  easy access to City Centre,88137244
253,1.0,Real Bed,1.0,80.0,26.00,53.48481999999999,-2.17753,City East Single Room - Comfortable and Clean!,88694104
254,1.0,Real Bed,1.0,98.0,44.00,53.45007,-2.30724,Ensuite room Old Trafford,15824000
255,1.0,Real Bed,1.0,96.0,35.00,53.473040000000005,-2.24137,Single bed in the heart of MCR,16627385
256,1.0,Real Bed,1.0,98.0,39.00,53.49949,-2.26018,Lovely apartment with parking.,66185769
257,1.0,Real Bed,1.0,98.0,30.00,53.444390000000006,-2.31302,Cozy room in Victorian-style house,10936549
258,1.0,Real Bed,1.0,97.0,30.00,53.4488,-2.36499,Luxurious Superking Bed in Double Room & Cosy Home,89482500
259,1.0,Real Bed,1.0,100.0,69.00,53.37157,-2.2745599999999997,MANCHESTER AIRPORT clean kingbed ENSUITE-TV + WIFI,69946161
260,1.0,Real Bed,1.0,97.0,29.00,53.40195,-2.0539,Double room  with en suite marple bridge,24592013
261,1.0,Real Bed,1.0,95.0,39.00,53.48539,-2.22732,Double Bedroom in City Centre/ Northern Quarter,89884755
262,1.0,Real Bed,1.0,99.0,15.00,53.4383,-2.19718,Small room in comfortable and friendly house.,68726162
263,1.0,Real Bed,1.0,90.0,23.00,53.51381,-2.34502,"Comfy flat, walking distance to all amenities",83656618
264,1.0,Real Bed,1.0,97.0,20.00,53.52483,-2.1013900000000003,Friendly and comfortable room,90986619
265,1.0,Real Bed,1.0,99.0,23.00,53.50042,-2.21434,Quiet room in a peaceful house,91064884
266,1.0,Real Bed,1.0,96.0,13.00,53.54919,-2.32211,"Nice&quiet room, convenient distance to motorway.",40363836
267,1.0,Real Bed,1.0,90.0,29.00,53.48321,-2.2549,"Rm2 EgertonArms, just 500m to Deansgate Manchester",91329147
268,1.0,Real Bed,1.0,98.0,36.00,53.40813000000001,-2.3224,Loft Room with Ensuite Wet Room,91795103
269,1.0,Real Bed,1.0,88.0,30.00,53.4832,-2.2549200000000003,Rm4 EgertonArms Hotel just 500m to Deansgate,91329147
270,1.0,Real Bed,1.0,91.0,30.00,53.483219999999996,-2.25521,Rm5 EgertonArms just 500m to Deansgate,91329147
271,1.0,Real Bed,1.0,95.0,30.00,53.45233,-2.26848,Gem's Place,22440548
272,1.0,Real Bed,1.0,100.0,27.00,53.452940000000005,-2.34041,Single room in comfortable house.,26491358
273,1.0,Real Bed,1.0,97.0,25.00,53.46856,-2.25692,"Near City Centre-32"" SmartTV-Ground Floor",92937337
274,1.0,Real Bed,1.0,90.0,154.00,53.45146,-2.30567,Beautiful Double Room close to Old Trafford,10888912
275,1.0,Real Bed,1.0,94.0,226.00,53.45146,-2.30567,Lovely Spacious Triple Room,10888912
276,1.0,Real Bed,1.0,98.0,52.00,53.481230000000004,-2.23045,Double room in Piccadilly Basin,20050690
277,1.0,Real Bed,1.0,96.0,30.00,53.43884,-2.2744,Double room in cosy Chorlton terrace house.,15703205
278,1.0,Real Bed,1.0,92.0,26.00,53.42645,-2.21253,Private double bed ensuite.,79314823
279,1.0,Real Bed,1.0,85.0,30.00,53.4624,-2.2709099999999998,Double en suit room with kitchen in Traford,73913572
280,1.0,Real Bed,1.0,87.0,30.00,53.483219999999996,-2.2553799999999997,Rm3 Egerton Arms Hotel just 500m to Deansgate,91329147
281,1.0,Real Bed,1.0,91.0,60.00,53.483219999999996,-2.2553799999999997,Rm6 (for2) EgertonArms just 500m to Deansgate,91329147
282,1.0,Real Bed,1.0,97.0,25.00,53.46544,-2.26568,"Large double bedroom, near the city centre.",46365585
283,1.0,Real Bed,1.0,93.0,33.00,53.45299,-2.21552,Private room with own bathroom near Uni/hospital,70236094
284,1.0,Real Bed,1.0,90.0,25.00,53.47683000000001,-2.19191,Room Near to City Centre,53836524
285,1.0,Real Bed,1.0,89.0,48.00,53.49929,-2.17193,"Clean,comfy double room close to city/transport",71543020
286,1.0,Real Bed,1.0,93.0,25.00,53.499190000000006,-2.17212,"Clean,comfy double room close to city/transport",71543020
287,1.0,Real Bed,1.0,98.0,50.00,53.4846,-2.22227,Double bedroom B&B in Central Manchester,96202309
288,1.0,Real Bed,1.0,92.0,26.00,53.47201,-2.1528400000000003,1 lovely bedroom with double bed in Manchester,96129814
289,1.0,Real Bed,1.0,90.0,20.00,53.45381999999999,-2.24419,Double room in shared house,29980011
290,1.0,Real Bed,1.0,99.0,25.00,53.37923000000001,-2.2759,Txakoli Etxea (The House of the wine),30086314
291,1.0,Real Bed,1.0,95.0,35.00,53.48789,-2.23259,Ensuite Bedroom very close to city centre!!,48192172
292,1.0,Real Bed,1.0,94.0,31.00,53.45731,-2.2342,Rm1. A LIGHT & SPACIOUS ROOM close to town & Uni,14193799
293,1.0,Real Bed,1.0,99.0,35.00,53.38746,-2.26799,"End Terrace House, South Manchester, Near Airport",97396667
294,1.0,Real Bed,1.0,96.0,25.00,53.436659999999996,-2.27156,Single room in cosy Chorlton terrace house.,15703205
295,1.0,Real Bed,1.0,98.0,9.00,53.6191,-2.42789,"Single room, use of facilities, Bromley Cross",97722975
296,1.0,Real Bed,1.0,94.0,30.00,53.495619999999995,-2.18743,"Comfy, Quiet Room 15 Mins From Town",17401968
297,1.0,Real Bed,1.0,93.0,32.00,53.4863,-2.22342,Double Room & Own Bathroom in City Centre Flat,31654226
298,1.0,Real Bed,1.0,97.0,21.00,53.388459999999995,-2.1621900000000003,EnSuite 15min to Airport & Mcr City,8572516
299,1.0,Real Bed,1.0,96.0,21.00,53.44339,-2.19705,"Double Room in Levenshulme, close to City Centre",93878369
300,1.0,Real Bed,1.0,83.0,25.00,53.461980000000004,-2.2728200000000003,Double room in Trafford,73913572
301,1.0,Real Bed,1.0,86.0,35.00,53.48511,-2.23223,NEW! Huge double room in modern City Centre flat,77338850
302,1.0,Real Bed,1.0,97.0,25.00,53.41158000000001,-2.15778,Private room in south Manchester..,4664773
303,1.0,Real Bed,1.0,96.0,23.00,53.459669999999996,-2.28932,Nice and cosy room in Old Trafford,48609970
304,1.0,Real Bed,1.0,98.0,32.00,53.473009999999995,-2.29498,Large En-Suite Bedroom with Canal View MediaCityUK,7328657
305,1.0,Real Bed,1.0,90.0,26.00,53.461819999999996,-2.2175599999999998,Lovely cosy home near the centre of Manchester,51789024
306,1.0,Real Bed,1.0,98.0,30.00,53.42349,-2.24547,West Didsbury large attic  en suite  bedroom.,8647967
307,1.0,Futon,0.6,97.0,30.00,53.42779,-2.3166700000000002,Cosy double room in Sale with free parking,23474390
308,1.0,Real Bed,1.0,94.0,20.00,53.449709999999996,-2.24575,{[SUMMER SALE]} King Size Bed with Free Parking!,25068950
309,1.0,Real Bed,1.0,100.0,45.00,53.496159999999996,-2.0794200000000003,Classic room in a nice area,100793846
310,1.0,Real Bed,1.0,96.0,20.00,53.48603000000001,-2.25888,"Mini-malist (!) ""Drop-n-Go""  FREE PARKING TOO!",101251315
311,1.0,Real Bed,1.0,100.0,60.00,53.49151,-2.26723,warm bedroom in a two bedrooms house to share,101228673
312,1.0,Real Bed,1.0,99.0,53.00,53.47325,-2.25578,Stylish and quiet central Manchester flat,60316547
313,1.0,Real Bed,1.0,100.0,42.00,53.437830000000005,-2.26895,Quiet and cozy on the top floor,53060969
314,1.0,Real Bed,1.0,94.0,38.00,53.455890000000004,-2.23448,Rm3. CONTEMPORARY EN-SUITE close to town & uni,14193799
315,1.0,Real Bed,1.0,99.0,25.00,53.486509999999996,-2.2945,Decent Room.  Close to MediaCity.,46872441
316,1.0,Real Bed,1.0,100.0,35.00,53.426109999999994,-2.22696,"Double bedroom, with kitchenette near Christies",41485873
317,1.0,Real Bed,1.0,92.0,50.00,53.46625,-2.22218,Double Room with Bathroom,19620080
318,1.0,Real Bed,1.0,92.0,25.00,53.4824,-2.22876,Double bedroom in modern central apartment,101073333
319,1.0,Real Bed,1.0,92.0,33.00,53.48268,-2.29466,Lovely double room in house near Media City,22775353
320,1.0,Real Bed,1.0,93.0,30.00,53.46742,-2.20903,Comfy room 5 mins drive to Piccadilly station,104840895
321,1.0,Real Bed,1.0,93.0,30.00,53.466280000000005,-2.22181,En-suite Double room near City Centre,19620080
322,1.0,Real Bed,1.0,100.0,35.00,53.392469999999996,-2.291,Manceinion,104989095
323,1.0,Real Bed,1.0,99.0,29.00,53.40854,-2.32298,"Large Double - use of big, family style bathroom.",91795103
324,1.0,Real Bed,1.0,100.0,43.00,53.61309,-2.1406400000000003,Small room for rent,105183771
325,1.0,Real Bed,1.0,97.0,30.00,53.46331,-2.2215,Large room with single bed,100622866
326,1.0,Real Bed,1.0,100.0,30.00,53.44745,-2.31406,M32,36353166
327,1.0,Real Bed,1.0,99.0,27.00,53.45709,-2.2214,Private room in Victoria Park Manchester,106267189
328,1.0,Real Bed,1.0,99.0,40.00,53.486309999999996,-2.23411,Lovely double room in the Northern Quarter!,10110975
329,1.0,Real Bed,1.0,97.0,25.00,53.46875,-2.18692,1 room+double bed in a homely+secure+quiet place,106524150
330,1.0,Real Bed,1.0,86.0,16.00,53.45847,-2.22962,"Double room 10m walk from the Uni, 3m from the MRI",106599520
331,1.0,Real Bed,1.0,100.0,31.00,53.42898,-2.2189900000000002,Comfy double in a bright house close to Christie,7632330
332,1.0,Real Bed,1.0,100.0,30.00,53.51616,-2.2075099999999996,double room in a cosy & homely place,47825839
333,1.0,Real Bed,1.0,100.0,45.00,53.52953,-2.13721,Gorgeous room,106821071
334,1.0,Real Bed,1.0,98.0,39.00,53.49194,-2.3315,Spacious double room in Eccles,107249982
335,1.0,Real Bed,1.0,100.0,30.00,53.47954,-2.26745,Comfortable Doublebedroom with Luxurious Breakfast,107459251
336,1.0,Real Bed,1.0,90.0,40.00,53.47883,-2.22825,Cosy room in heart of Manchester,107699990
337,1.0,Real Bed,1.0,89.0,49.00,53.486540000000005,-2.23381,Double room + bathroom in luxury City Centre Apt,107947784
338,1.0,Real Bed,1.0,100.0,30.00,53.41347,-2.31556,Bright and airy double room in Sale,108688569
339,1.0,Real Bed,1.0,100.0,45.00,53.38073000000001,-2.23908,Pymgate Lodge Manchester Airport,108714575
340,1.0,Real Bed,1.0,98.0,20.00,53.490159999999996,-2.64379,Central to Liverpool & Manchester Warrington.,69369438
341,1.0,Real Bed,1.0,98.0,17.00,53.48956,-2.64364,"Central to Manchester, Liverpool & Warrington",69369438
342,1.0,Real Bed,1.0,92.0,16.00,53.457719999999995,-2.25239,Double-Bed Private Room in Manchester,50172879
343,1.0,Real Bed,1.0,93.0,25.00,53.442609999999995,-2.3066400000000002,Stretford Just Refurbished cozy room,14370373
344,1.0,Real Bed,1.0,91.0,20.00,53.461859999999994,-2.21697,"Lovely cosy single room near University, city ctr",51789024
345,1.0,Real Bed,1.0,100.0,35.00,53.470259999999996,-2.26571,Bright room in warm spacious flat,109677227
346,1.0,Real Bed,1.0,100.0,40.00,53.492290000000004,-2.35109,Large double ensuite bedroom in Victorian house,56628648
347,1.0,Real Bed,1.0,97.0,16.00,53.484590000000004,-2.30322,"Single Room - Media City /  Salford Royal, Salford",98343721
348,1.0,Real Bed,1.0,96.0,35.00,53.424409999999995,-2.22142,Spacious Double bedroom in South Manchester,59444565
349,1.0,Real Bed,1.0,99.0,25.00,53.43773,-2.21821,Cosy Single bedroom in South Manchester,59444565
350,1.0,Real Bed,1.0,99.0,33.00,53.42561,-2.23248,"Cosy attic room, adjoining bathroom",3027563
351,1.0,Real Bed,1.0,98.0,15.00,53.485769999999995,-2.22145,Amazing ensuite Room !!BEST LOCATION!!,17761845
352,1.0,Real Bed,1.0,98.0,10.00,53.48713000000001,-2.2218299999999997,Attractive room in city centre !!BEST LOCATION!!,17761845
353,1.0,Real Bed,1.0,99.0,45.00,53.40596,-2.2665599999999997,*Large Garden-View Room Near Manchester Airport,83062725
354,1.0,Real Bed,1.0,97.0,50.00,53.465,-2.26588,Spacious double-Central location-En-suite,559263
355,1.0,Real Bed,1.0,97.0,15.00,53.485859999999995,-2.3031,"Double Room - Media City /  Salford Royal, Salford",98343721
356,1.0,Real Bed,1.0,96.0,35.00,53.47894,-2.26619,Private Double Bedroom.,107459251
357,1.0,Real Bed,1.0,98.0,40.00,53.48565,-2.23177,Double bedroom in large modern duplex apartment,12569755
358,1.0,Real Bed,1.0,98.0,20.00,53.471630000000005,-2.16929,Light airy single room,113411516
359,1.0,Real Bed,1.0,99.0,50.00,53.44769,-2.1998,Home away from home - large double room,34647814
360,1.0,Real Bed,1.0,99.0,28.00,53.37556,-2.27077,Ideal for Manchester Airport-1 mile (15/20walk),113679375
361,1.0,Real Bed,1.0,83.0,30.00,53.44327,-2.19732,Dbl Room in Victorian house + great transport link,3081546
362,1.0,Real Bed,1.0,99.0,45.00,53.37849,-2.2659,Beautiful Family home,113848280
363,1.0,Real Bed,1.0,95.0,15.00,53.46001,-2.2894,Comfy room in Old trafford,48609970
364,1.0,Real Bed,1.0,97.0,16.00,53.456340000000004,-2.21263,"Large Double room,  clean and good atmosphere.",2972350
365,1.0,Real Bed,1.0,100.0,22.00,53.44995,-2.2340400000000002,Charming double close to Platt Fields park,36542849
366,1.0,Real Bed,1.0,100.0,26.00,53.439840000000004,-2.27429,Cosy Double bedroom in Vibrant Chorlton,3232522
367,1.0,Real Bed,1.0,83.0,50.00,53.35893000000001,-2.1916599999999997,Butterfly Studio annex,115351680
368,1.0,Real Bed,1.0,99.0,25.00,53.48474,-2.29261,Reservoir Digs Double Room UpsideDownHouse Salford,73196906
369,1.0,Real Bed,1.0,100.0,25.00,53.471340000000005,-2.27867,Private Room in Salford Quays area,66456374
370,1.0,Real Bed,1.0,97.0,34.00,53.4622,-2.21483,"Cozy Room close to MRI, Mcr Uni oxford Rd & city",1951424
371,1.0,Real Bed,1.0,99.0,25.00,53.602940000000004,-2.31351,Double room with big en suite bathroom & breakfast,64927788
372,1.0,Real Bed,1.0,96.0,39.00,53.4666,-2.25259,Great for Manchester double room,23852041
373,1.0,Real Bed,1.0,100.0,13.00,53.48627,-2.2214,Brand new ensuite in City centre Manchester,117141838
374,1.0,Real Bed,1.0,89.0,20.00,53.45863000000001,-2.2319,Double room 10m walk from the University,106599520
375,1.0,Real Bed,1.0,96.0,25.00,53.52244,-2.47043,Double Bed in country home close to Manc & Bolton,116216018
376,1.0,Real Bed,1.0,87.0,25.00,53.471830000000004,-2.25805,Home away from home,117678223
377,1.0,Real Bed,1.0,99.0,30.00,53.42553,-2.1851700000000003,Cosy double bedroom in family home.,59698095
378,1.0,Real Bed,1.0,96.0,17.00,53.47295,-2.15705,Spare room needs a sleep buddy,18936794
379,1.0,Real Bed,1.0,97.0,50.00,53.48441,-2.24795,"Dbl bedroom - 100m from Deansgate, 5min MCR Arena",11238175
380,1.0,Real Bed,1.0,95.0,21.00,53.42717,-2.2118599999999997,Double bedroom,79314823
381,1.0,Real Bed,1.0,95.0,18.00,53.504819999999995,-2.1886099999999997,Crystal house,86752251
382,1.0,Real Bed,1.0,95.0,22.00,53.48514,-2.2609,Double Drop-n-Go.FREE PARKING2.Touching the Centre,101251315
383,1.0,Real Bed,1.0,100.0,45.00,53.394580000000005,-2.2428,Rudy's Place,119953548
384,1.0,Real Bed,1.0,95.0,17.00,53.502340000000004,-2.2131,Little room in a peaceful house,91064884
385,1.0,Real Bed,1.0,98.0,35.00,53.36883,-2.25358,71 Shadowmoss Road -Single bed,120256713
386,1.0,Real Bed,1.0,99.0,40.00,53.554730000000006,-2.63417,Large En-suite Double Room Close To Wigan Centre,120517266
387,1.0,Real Bed,1.0,80.0,24.00,53.39505,-2.04474,Self contained bedsit,119725863
388,1.0,Real Bed,1.0,98.0,30.00,53.55324,-2.63563,Private Room Near Park - 2 Mins To Wigan Centre,120517266
389,1.0,Real Bed,1.0,98.0,33.00,53.45199,-2.22629,Brand new House,69416014
390,1.0,Real Bed,1.0,96.0,10.00,53.484669999999994,-2.2257,Brand new spacious room in City Centre Manchester,117141838
391,1.0,Real Bed,1.0,96.0,25.00,53.39838,-2.15658,Cosy Basement close to Airport & City,71543020
392,1.0,Real Bed,1.0,100.0,35.00,53.57895,-2.42033,King size room,4698541
393,1.0,Real Bed,1.0,98.0,14.00,53.46224,-2.25525,Cosy single room near city centre,36022934
394,1.0,Real Bed,1.0,98.0,28.00,53.46035,-2.26123,Small room in shared house,14242283
395,1.0,Real Bed,1.0,100.0,105.00,53.48438,-2.2964700000000002,Single Room Salford Quays / 豪华双人卧室 / 싱글 룸,73535097
396,1.0,Real Bed,1.0,98.0,105.00,53.44325,-2.28485,* Lush Central Chorlton Pad *,45689564
397,1.0,Real Bed,1.0,99.0,20.00,53.441230000000004,-2.22506,"Independent EN-SUITE + FREE(Breakfast, Parking)",123867759
398,1.0,Real Bed,1.0,98.0,30.00,53.48401,-2.2555,Double Bedroom City Centre,69517670
399,1.0,Real Bed,1.0,93.0,69.00,53.398109999999996,-2.05765,Oakfield Lodge Guest House,124179267
400,1.0,Real Bed,1.0,90.0,40.00,53.46167,-2.1803,Comfortable Room close to the City centre & Shops,124401495
401,1.0,Real Bed,1.0,96.0,10.00,53.48737,-2.22,Amazing location in city centre double room x 1,17761845
402,1.0,Real Bed,1.0,98.0,27.00,53.55092,-2.64203,Double room in centre of wigan,124827734
403,1.0,Real Bed,1.0,99.0,39.00,53.49123,-2.35284,Large Private Cosy Double bedroom,56628648
404,1.0,Real Bed,1.0,100.0,10.00,53.48718,-2.22002,Beautiful stay in city centre Manchester,117141838
405,1.0,Real Bed,1.0,98.0,40.00,53.48276,-2.2923,Stylish & Cozy room close to main attractions,18382148
406,1.0,Real Bed,1.0,100.0,50.00,53.463280000000005,-2.2221599999999997,Large double bedroom by University,100622866
407,1.0,Real Bed,1.0,90.0,27.00,53.46742,-2.2498299999999998,Comfort east view double room,22646922
408,1.0,Real Bed,1.0,98.0,48.00,53.48999,-2.23855,Stunning 8th Floor City Center Apartment,125655077
409,1.0,Real Bed,1.0,95.0,28.00,53.40335,-2.2642,"BEAUTIFUL, BRIGHT AND AIRY DOUBLE ROOM",83062725
410,1.0,Real Bed,1.0,100.0,25.00,53.42259,-2.22951,"Spacious, comfortable room in Didsbury",14482260
411,1.0,Real Bed,1.0,95.0,20.00,53.500330000000005,-2.1747099999999997,"Clean,comfy double room close to city/ transport",71543020
412,1.0,Real Bed,1.0,100.0,23.00,53.45036999999999,-2.28468,"Comfortable, homely single room in leafy Chorlton",25352335
413,1.0,Real Bed,1.0,94.0,25.00,53.466440000000006,-2.26099,Spacious Double room with private bathroom,50767101
414,1.0,Real Bed,1.0,90.0,21.00,53.433769999999996,-2.2010099999999997,warm welcome Double Room,127665297
415,1.0,Real Bed,1.0,100.0,25.00,53.53423000000001,-2.27048,"Charming victorian house,Manchester (private room)",23941550
416,1.0,Real Bed,1.0,98.0,18.00,53.44862,-2.189,Well furnished private space with use of home,127859646
417,1.0,Real Bed,1.0,100.0,30.00,53.421409999999995,-2.2112,Lovely Room in beautiful burnage female only,69814833
418,1.0,Real Bed,1.0,97.0,60.00,53.41573,-2.31221,Private room in Edwardian house,20773808
419,1.0,Real Bed,1.0,80.0,20.00,53.44389,-2.1903200000000003,Light double attic room in central Levenshulme,28250415
420,1.0,Real Bed,1.0,93.0,60.00,53.414669999999994,-2.31262,Loft room with TV and en-suite bathroom,20773808
421,1.0,Real Bed,1.0,100.0,20.00,53.462019999999995,-2.2334,Cosy room Manchester,123944421
422,1.0,Real Bed,1.0,91.0,28.00,53.48358,-2.34783,"Cuzy teddy room, peace, quite",128905522
423,1.0,Real Bed,1.0,96.0,17.00,53.49568000000001,-2.0759,Cosy double room close to Tameside hospital,64201477
424,1.0,Real Bed,1.0,99.0,18.00,53.43285,-2.2015,Warm Welcome Single Room,127665297
425,1.0,Real Bed,1.0,99.0,22.00,53.525980000000004,-2.14985,Double bedroom 15 minutes away from Victoria,2414551
426,1.0,Real Bed,1.0,95.0,25.00,53.43342,-2.25467,Chilled Home,129272502
427,1.0,Airbed,0.8,98.0,22.00,53.50779,-2.2591799999999997,Cosy room,129581849
428,1.0,Real Bed,1.0,99.0,39.00,53.48104,-2.23137,King bed + bathroom next to Manchester Piccadilly,73558795
429,1.0,Real Bed,1.0,95.0,40.00,53.48734,-2.25425,En-suite bedroom close to city centre,87630443
430,1.0,Real Bed,1.0,93.0,22.00,53.44308,-2.19362,Double Bedroom Levenshulme,129740440
431,1.0,Real Bed,1.0,99.0,44.00,53.476319999999994,-2.24008,Comfy Double. Very CENTRAL (M1). Historic. WiFi.,86911839
432,1.0,Real Bed,1.0,98.0,24.00,53.58113,-2.28654,Private bedroom in Bury,123051798
433,1.0,Real Bed,1.0,100.0,33.00,53.443509999999996,-2.19929,Room with private bathroom. Very near to Swamy’s.,48613239
434,1.0,Real Bed,1.0,99.0,32.00,53.428290000000004,-2.2353099999999997,Double Bedroom with en-suite shower room.,120246807
435,1.0,Real Bed,1.0,99.0,30.00,53.478469999999994,-2.26415,Cosy room close to Manchester and Salford Uni,24280225
436,1.0,Real Bed,1.0,96.0,44.00,53.483540000000005,-2.2314599999999998,Central paradise-home away from home,130860148
437,1.0,Real Bed,1.0,93.0,25.00,53.49185,-2.32103,Double Room with breakfast SalfordRoyal/Media city,131167734
438,1.0,Real Bed,1.0,98.0,22.00,53.491569999999996,-2.32015,Single Room with breakfast SalfordRoyal/MediaCity,131167734
439,1.0,Real Bed,1.0,91.0,35.00,53.50198,-2.2252,Double Bedroom,129079788
440,1.0,Real Bed,1.0,97.0,25.00,53.47345,-2.1712700000000003,Home away from home.,127067715
441,1.0,Real Bed,1.0,100.0,75.00,53.48048000000001,-2.23162,Perfect location,53070424
442,1.0,Real Bed,1.0,94.0,12.00,53.43468000000001,-2.25451,Home Away from Home,129272502
443,1.0,Real Bed,1.0,97.0,39.00,53.48085,-2.2305,King bed + en-suite next to Manchester Piccadilly,73558795
444,1.0,Real Bed,1.0,95.0,18.00,53.41836,-2.23363,Lovely room in Didsbury Village.,13565716
445,1.0,Real Bed,1.0,80.0,29.00,53.452740000000006,-2.2253,Double Modern room close to Uni and center.,75375192
446,1.0,Real Bed,1.0,97.0,25.00,53.457069999999995,-2.21889,Private Room with Double Bed with Desktop Netflix,92088083
447,1.0,Real Bed,1.0,90.0,31.00,53.50682,-2.2589099999999998,Clean private room,129581849
448,1.0,Real Bed,1.0,98.0,20.00,53.40198,-2.35425,Handy stopover in WA14 with breakfast,15796870
449,1.0,Real Bed,1.0,88.0,37.00,53.4453,-2.2991900000000003,Stretford Salutations 2,133930052
450,1.0,Real Bed,1.0,100.0,52.00,53.48927,-2.23217,"Modern ensuite room, Manchester city centre",93137715
451,1.0,Real Bed,1.0,85.0,35.00,53.49358,-2.22229,"Room 9 - Females, Families and Couple only",134737859
452,1.0,Real Bed,1.0,91.0,20.00,53.4672,-2.24172,Cosy Guest Room nr. City/UNI (monthly discount),3916243
453,1.0,Real Bed,1.0,90.0,40.00,53.464659999999995,-2.2189200000000002,Double bedroom near Manchester city center,75076442
454,1.0,Real Bed,1.0,94.0,20.00,53.44505,-2.2995099999999997,Stretford Salutations 1,133930052
455,1.0,Real Bed,1.0,98.0,30.00,53.44435,-2.19924,Light attic bedroom with private shower room,21364293
456,1.0,Real Bed,1.0,95.0,21.00,53.48178000000001,-2.29528,"Large double bedroom, Salford near Media City",135609574
457,1.0,Real Bed,1.0,100.0,40.00,53.59175,-2.23642,Home from Home,88991774
458,1.0,Real Bed,1.0,100.0,60.00,53.448190000000004,-2.36565,Comfortable Luxurious Double Bedroom and Cosy Home,89482500
459,1.0,Real Bed,1.0,86.0,29.00,53.4652,-2.25924,En-Suit Double Room by the Edge of City Center,43852474
460,1.0,Real Bed,1.0,96.0,27.00,53.49763000000001,-2.26459,City centre house,120728123
461,1.0,Real Bed,1.0,100.0,25.00,53.4447,-2.2288099999999997,"Comfortable double bedroom in Fallowfield, MCR",76701138
462,1.0,Real Bed,1.0,92.0,35.00,53.48327,-2.2551900000000002,Rm6 (for1) EgertonArms just 500m to Deansgate,91329147
463,1.0,Real Bed,1.0,94.0,19.00,53.4821,-2.29643,Nice cosy double bedroom near Media City,135609574
464,1.0,Real Bed,1.0,98.0,27.00,53.37098,-2.27034,NEW furnished room 4mins from airport.,137131823
465,1.0,Real Bed,1.0,95.0,25.00,53.47817,-2.2208099999999997,CityView Balcony Room near Piccadilly 5min to tram,104490296
466,1.0,Real Bed,1.0,95.0,50.00,53.478359999999995,-2.21823,Ensuite with views of Manchester,72111015
467,1.0,Real Bed,1.0,100.0,30.00,53.47965,-2.23353,City Centre Boutique Bedroom ,10972420
468,1.0,Real Bed,1.0,96.0,20.00,53.57229,-2.4064400000000004,Double bedroom with attached cloakroom,139046515
469,1.0,Real Bed,1.0,95.0,17.00,53.407830000000004,-2.13905,Small but comfy room in the house,139416643
470,1.0,Real Bed,1.0,96.0,40.00,53.453509999999994,-2.2261599999999997,"Friendly, spacious stay just outside city centre",140129804
471,1.0,Real Bed,1.0,97.0,30.00,53.39082,-2.2763,"Fina's casa, less than 10 mins from airport.",140751199
472,1.0,Real Bed,1.0,100.0,35.00,53.45575,-2.41286,Double bed in a handy location in G.Manchester,137087347
473,1.0,Real Bed,1.0,88.0,24.00,53.51596,-2.21204,The 951.,8624087
474,1.0,Real Bed,1.0,96.0,38.00,53.513380000000005,-2.17696,Double room in luxury city apartment,141399007
475,1.0,Real Bed,1.0,100.0,35.00,53.4021,-2.26326,Private access - self-contained - isolation space,142172890
476,1.0,Real Bed,1.0,100.0,17.00,53.44975,-2.3093,Double room,142549446
477,1.0,Real Bed,1.0,100.0,39.00,53.46897,-2.2494,Double Room short walk from City Centre,31102498
478,1.0,Real Bed,1.0,99.0,55.00,53.47699,-2.25572,"Double room + bathroom in Castlefield, City Centre",142856703
479,1.0,Real Bed,1.0,99.0,20.00,53.44797,-2.30823,Warm Bright Attic Room in Lovely Victorian House,127887064
480,1.0,Real Bed,1.0,99.0,33.00,53.43676,-2.18529,Bright and Comfy Home - Private Room,810028
481,1.0,Real Bed,1.0,94.0,25.00,53.48096999999999,-2.2902299999999998,"C.Zirconia, Media City, Salford, Manchester 靠近媒体城",7764449
482,1.0,Real Bed,1.0,96.0,22.00,53.58331999999999,-2.42676,Large comfortable room with frèe netflix,114497257
483,1.0,Real Bed,1.0,98.0,22.00,53.48242,-2.29148,"Cubic Quartz, Near Media City, Manchester 靠近媒体城",7764449
484,1.0,Real Bed,1.0,92.0,21.00,53.45765,-2.23041,"Double room next to large park, MRI, & University",106599520
