,beds,bed_type,bed_score,rating,price,latitude,longtitude,name,host_id
722,1.0,Real Bed,1.0,100.0,25.00,53.450790000000005,-2.2964599999999997,Lovely double room in our home near Old Trafford,11008261
723,1.0,Real Bed,1.0,98.0,25.00,53.41019,-2.2555400000000003,A warm northern welcome,127344494
724,1.0,Real Bed,1.0,97.0,25.00,53.44851,-2.26587,Large bedroom in fantastic area,12808721
725,1.0,Real Bed,1.0,100.0,33.00,53.47461,-2.25164,Flat in Manchester city centre,10563061
726,1.0,Real Bed,1.0,100.0,50.00,53.39751,-2.27019,Wythenshawe room with a view 10 mins to airport,194708501
727,1.0,Real Bed,1.0,99.0,18.00,53.51108000000001,-2.18324,Modern House Easy Access to Manchester City Centre,186870952
728,1.0,Real Bed,1.0,100.0,35.00,53.52299,-2.18357,369 Charlestown Road,86155268
729,1.0,Real Bed,1.0,95.0,30.00,53.48826,-2.25577,Double En suite room in City Centre flat,101993023
730,1.0,Real Bed,1.0,97.0,25.00,53.47003,-2.22483,Modern room near Piccadilly Train stn FEMALES ONLY,32081485
731,1.0,Real Bed,1.0,97.0,20.00,53.45012,-2.18341,Manchester Couple double room. (6 min by car PLAB),201774845
732,1.0,Real Bed,1.0,99.0,25.00,53.393769999999996,-2.16004,Spacious double room in stylish character property,21832568
733,1.0,Real Bed,1.0,100.0,50.00,53.4625,-2.2513400000000003,Private room in a converted church,3110771
734,1.0,Real Bed,1.0,97.0,18.00,53.60148,-2.5512,Room 3 - Airbnb house in Horwich with single bed.,137249317
735,1.0,Real Bed,1.0,95.0,30.00,53.49131,-2.23982,A tidy bedroom with private bathroom(｡ì _ í｡),33414796
736,1.0,Real Bed,1.0,99.0,60.00,53.49374,-2.33816,Bedroom 2,196733495
737,1.0,Real Bed,1.0,100.0,50.00,53.49415,-2.33725,Bedroom 3,196733495
738,1.0,Real Bed,1.0,85.0,45.00,53.53686999999999,-2.12787,247Hotel Super King Room with private bathroom,98057279
739,1.0,Real Bed,1.0,100.0,45.00,53.535709999999995,-2.12722,247Hotel Super King Room with private bathroom,98057279
740,1.0,Real Bed,1.0,87.0,45.00,53.53561,-2.12755,247Hotel Super King Room with private bathroom,98057279
741,1.0,Real Bed,1.0,90.0,20.00,53.450759999999995,-2.18284,Manchester Lux Double Room. (6 min by car PLAB),201774845
742,1.0,Real Bed,1.0,98.0,25.00,53.461059999999996,-2.26136,Cosy room in big house,14242283
743,1.0,Real Bed,1.0,94.0,30.00,53.4696,-2.28113,"Double Room in Manchester, Salford Quays.",192878416
744,1.0,Real Bed,1.0,100.0,30.00,53.437509999999996,-2.26002,En suite quiet room in Chorlton,187719085
745,1.0,Real Bed,1.0,98.0,55.00,53.43615,-2.13702,Manchester Oasis Apartment close to Airport,85180410
746,1.0,Real Bed,1.0,93.0,25.00,53.4514,-2.28514,Spacious double-room in a luminous house,14717892
747,1.0,Real Bed,1.0,100.0,45.00,53.36108,-2.1654400000000003,"Charming 16c cottage 5mins walk to centre of village, close to train station, 20mins from Manchester airport. A hidden oasis.",76749161
748,1.0,Real Bed,1.0,100.0,36.00,53.437419999999996,-2.21941,Victorian Townhouse - The Explorer's Room (double),120332581
749,1.0,Real Bed,1.0,100.0,20.00,53.49391,-2.2915200000000002,Buzz House,205771991
750,1.0,Real Bed,1.0,96.0,32.00,53.52391,-2.2065900000000003,Private Double Room/Bathroom in New-build Property,76740330
751,1.0,Real Bed,1.0,100.0,35.00,53.48056,-2.21897,Comfy room close to main station and N Quarter,44550421
752,1.0,Real Bed,1.0,100.0,55.00,53.48449,-2.22408,Room with en-suite private bathroom in homely flat,13355609
753,1.0,Real Bed,1.0,95.0,99.00,53.4831,-2.2319299999999997,Deluxe Room - The Cow Hollow Hotel,175086490
754,1.0,Real Bed,1.0,100.0,79.00,53.48171,-2.23326,Standard Room - The Cow Hollow Hotel,175086490
755,1.0,Real Bed,1.0,80.0,35.00,53.45437,-2.23183,Shortstay for 2 people near City Centre and MMU,78471777
756,1.0,Real Bed,1.0,93.0,20.00,53.465559999999996,-2.22515,曼彻斯特大学,207060340
757,1.0,Real Bed,1.0,100.0,25.00,53.46572,-2.22505,带室内卫生间的独立空间,207060340
758,1.0,Real Bed,1.0,82.0,23.00,53.47149,-2.2299,城市中心的小蜗居,207060340
759,1.0,Real Bed,1.0,100.0,14.00,53.52358,-2.21576,comfy clean room + double bed in large garden flat,121221019
760,1.0,Real Bed,1.0,88.0,30.00,53.4405,-2.25833,The Lavender Room,192311451
761,1.0,Real Bed,1.0,100.0,20.00,53.46126999999999,-2.2878700000000003,Nice room in the heart of Old Trafford,48609970
762,1.0,Real Bed,1.0,100.0,18.00,53.466069999999995,-2.22486,曼彻斯特单一家庭住宅,207060340
763,1.0,Real Bed,1.0,99.0,30.00,53.4197,-2.17476,"Ground Floor Ensuite Single Bedroom, lovely modern",47797595
764,1.0,Real Bed,1.0,100.0,40.00,53.4831,-2.22981,12th Floor Private Room,115204652
765,1.0,Real Bed,1.0,100.0,35.00,53.40456,-2.34721,The Spinney,209013598
766,1.0,Real Bed,1.0,92.0,25.00,53.472640000000006,-2.26313,Amazing view with private bathroom & Close to City,93028803
767,1.0,Real Bed,1.0,96.0,32.00,53.52676999999999,-2.65262,Cozy Room in comfy Wigan House I,209518903
768,1.0,Real Bed,1.0,97.0,95.00,53.46986,-2.29336,"Salford Quays, Media city",209964161
769,1.0,Real Bed,1.0,95.0,33.00,53.47985,-2.2212400000000003,Modern Spacious City 1 private double room,9093079
770,1.0,Real Bed,1.0,100.0,29.00,53.43781,-2.18715,Large Double Room in Lovely Levenshulme House,4043685
771,1.0,Real Bed,1.0,100.0,25.00,53.46859,-2.22762,曼彻斯特火车站,207060340
772,1.0,Real Bed,1.0,100.0,35.00,53.4014,-2.19666,A spacious oak furnished master bedroom & bath,64217447
773,1.0,Real Bed,1.0,93.0,32.00,53.4209,-2.1649,Greater Manchester House,51009655
774,1.0,Real Bed,1.0,94.0,25.00,53.41958,-2.1627,Cosy House,51009655
775,1.0,Real Bed,1.0,100.0,40.00,53.64795,-2.31085,Lovely cottage in centre of Ramsbottom,8621481
776,1.0,Real Bed,1.0,84.0,26.00,53.45776,-2.25011,Bedroom near town centre and MMU,18352882
777,1.0,Real Bed,1.0,94.0,35.00,53.482490000000006,-2.25453,(Self contained) Oriental En-suite Studio Rm,207603310
778,1.0,Real Bed,1.0,93.0,35.00,53.484680000000004,-2.25379,"Location Location Location, Tropical 1 bed Studio",207603310
779,1.0,Real Bed,1.0,100.0,60.00,53.48734,-2.22162,Bright & Boho City Townhouse Coolest Neighbourhood,44193966
780,1.0,Real Bed,1.0,90.0,31.00,53.48358,-2.23665,Spacious room in the heart of Manchester,173460078
781,1.0,Real Bed,1.0,93.0,22.00,53.4619,-2.27122,Private room in Trafford close to Man Utd stadium!,211825628
782,1.0,Real Bed,1.0,87.0,40.00,53.40145,-2.19522,"A bright, oak furnished, double bed & modern bath",64217447
783,1.0,Real Bed,1.0,98.0,41.00,53.478530000000006,-2.22485,"5 mins walk from Piccadilly Station, Private Room",211818755
784,1.0,Real Bed,1.0,100.0,35.00,53.471619999999994,-2.16222,The House on Vine Street,187338739
785,1.0,Real Bed,1.0,98.0,100.00,53.412209999999995,-2.2170900000000002,Didsbury Ensuite Bedroom + Private Sitting Room.,49736341
786,1.0,Real Bed,1.0,93.0,32.00,53.49824,-2.2749200000000003,Prosper! Salford Uni & Manchester centre 靠近索尔福德大学,198755947
787,1.0,Real Bed,1.0,92.0,28.00,53.49831999999999,-2.19711,Newton Heath- close to Manchester  city centre,212688011
788,1.0,Real Bed,1.0,100.0,30.00,53.44146,-2.19354,Spacious Attic Room & Ensuite. Near Rail Station.,212681353
789,1.0,Real Bed,1.0,98.0,29.00,53.4277,-2.2418099999999996,MCR Apartment (Didsbury)-double room&own bathroom,115064180
790,1.0,Real Bed,1.0,97.0,14.00,53.48749,-2.27975,Welcome Home,211978598
791,1.0,Real Bed,1.0,96.0,17.00,53.53188000000001,-2.22942,Manchester room with good links to city centre,117815961
792,1.0,Real Bed,1.0,95.0,21.00,53.502219999999994,-2.21483,"Spacious double (single) room, Greater Manchester",213016025
793,1.0,Real Bed,1.0,98.0,34.00,53.48976999999999,-2.2326900000000003,NEW! Modern room in stylish city centre apartment,77338850
794,1.0,Real Bed,1.0,100.0,35.00,53.42017,-2.24789,"Room,walk to Burton road didsbury,near city centre",81879984
795,1.0,Real Bed,1.0,94.0,18.00,53.59359,-2.18604,"Trio bunk! Breakfast, Max 3 guests, Child friendly",159557479
796,1.0,Real Bed,1.0,98.0,18.00,53.50331,-2.2636700000000003,Great Room Close to Manchester City Centre,98343721
797,1.0,Real Bed,1.0,95.0,18.00,53.50493,-2.26316,"Fantastic Large room, quiet street nr City Ctr",98343721
798,1.0,Real Bed,1.0,96.0,18.00,53.5035,-2.26392,Great room close to city,98343721
799,1.0,Real Bed,1.0,80.0,15.00,53.45254,-2.36265,Budget Crash Pad. Trafford. Near M60 & Train.,1589135
800,1.0,Real Bed,1.0,98.0,24.00,53.486380000000004,-2.29287,Stylish Room in a Modern House Near City Centre,117242637
801,1.0,Real Bed,1.0,100.0,45.00,53.49183000000001,-2.3616099999999998,En-Suite Double Room,214375830
802,1.0,Real Bed,1.0,100.0,45.00,53.6363,-2.4457299999999997,Bed and Breakfast with a View,39904389
803,1.0,Real Bed,1.0,99.0,30.00,53.4741,-2.24059,City Centre Contemporary Bedroom ,10972420
804,1.0,Real Bed,1.0,100.0,210.00,53.5159,-2.2054400000000003,Comfy quite room to relax.,197685026
805,1.0,Real Bed,1.0,95.0,21.00,53.48796,-2.1788,Lovely Room next to Etihad Stadium and NCC,90040306
806,1.0,Real Bed,1.0,96.0,18.00,53.504940000000005,-2.26396,Lovely Room nr Manchester City ctr,98343721
807,1.0,Real Bed,1.0,99.0,25.00,53.61046999999999,-2.1224,"Room in Milnrow, Rochdale. Links to Manchester",215522378
808,1.0,Real Bed,1.0,97.0,33.00,53.527359999999994,-2.65334,Cozy Room in confy Wigan House II,209518903
809,1.0,Real Bed,1.0,98.0,30.00,53.5385,-2.2673799999999997,Private double room in Prestwich,122511863
810,1.0,Real Bed,1.0,97.0,25.00,53.47354,-2.2733,Private room in house near Old Trafford & City,215883648
811,1.0,Real Bed,1.0,97.0,40.00,53.3743,-2.1893599999999998,Cheadle Hulme House,187206497
812,1.0,Real Bed,1.0,98.0,25.00,53.484759999999994,-2.2980099999999997,Cosy Double Room Nr. Media City Salford/Manchester,29383612
813,1.0,Real Bed,1.0,100.0,50.00,53.49715,-2.1122099999999997,Furness Avenue - Room 2,210782080
814,1.0,Real Bed,1.0,100.0,50.00,53.49572,-2.1132299999999997,Furness Avenue - Room 3,210782080
815,1.0,Real Bed,1.0,93.0,20.00,53.4881,-2.1792599999999998,Lovely Room next to Etihad Stadium and NCC,90040306
816,1.0,Real Bed,1.0,96.0,25.00,53.48874,-2.17895,Lovely Big Room next to Etihad Stadium and NCC,90040306
817,1.0,Real Bed,1.0,94.0,51.00,53.4725,-2.23952,Master en-suite bedroom in the heart of MCR <3,16627385
818,1.0,Real Bed,1.0,97.0,30.00,53.36925,-2.25369,Double bed in the lofts,120256713
819,1.0,Real Bed,1.0,98.0,26.00,53.433640000000004,-2.26329,Bright room in quiet and modern apartment,14683286
820,1.0,Real Bed,1.0,99.0,32.00,53.44171,-2.27754,Large double room in townhouse w/ private bathroom,3017522
821,1.0,Real Bed,1.0,100.0,35.00,53.370059999999995,-2.33921,Cosy double bedroom in a quiet leafy road in Hale,217100530
822,1.0,Real Bed,1.0,82.0,24.00,53.394769999999994,-2.35869,Altrincham Luxury Room - Large Double,137099897
823,1.0,Real Bed,1.0,93.0,48.00,53.47315,-2.24169,市中心的温馨公寓 独卫 新装修 生活便利靠近oxford road 和piccadilly火车站,70416426
824,1.0,Real Bed,1.0,99.0,37.00,53.45221,-2.2569,Large room on tree lined street,118091509
825,1.0,Real Bed,1.0,97.0,27.00,53.43685,-2.2133700000000003,Great double room in Fallowfield close to Christie,19919307
826,1.0,Real Bed,1.0,80.0,38.00,53.45641,-2.2252,"1)Oxford Rd,5min to University,Close to CityCentre",217786660
827,1.0,Real Bed,1.0,100.0,29.00,53.45955,-2.26863,Private double room in a Victorian townhouse,218075424
828,1.0,Real Bed,1.0,100.0,65.00,53.502919999999996,-2.34806,Dales Brow 1 Bedroom Garden View,195344553
829,1.0,Real Bed,1.0,100.0,22.00,53.46613000000001,-2.26744,Bright small double room with ensuite .,46365585
830,1.0,Real Bed,1.0,100.0,45.00,53.42705,-2.18044,Contemporary Penthouse  - 8 mins Manchester Centre,218602951
831,1.0,Real Bed,1.0,100.0,22.00,53.443430000000006,-2.09191,Delightful Double Bedroom,35982918
832,1.0,Real Bed,1.0,97.0,25.00,53.44944,-2.18292,Manchester Single Room (6 min by car PLAB),201774845
833,1.0,Real Bed,1.0,83.0,30.00,53.45632,-2.21295,Quiet single in Central Rusholme/Manchester,217769006
834,1.0,Real Bed,1.0,99.0,25.00,53.45827,-2.2694099999999997,Private bijou double room in a Victorian townhouse,218075424
835,1.0,Real Bed,1.0,80.0,35.00,53.4574,-2.21312,Quiet ENSUITE double room close to centre,217769006
836,1.0,Real Bed,1.0,100.0,34.00,53.39751999999999,-2.15593,Large private room with comfy king size bed & TV,6240753
837,1.0,Real Bed,1.0,99.0,25.00,53.44209,-2.28397,"Room in beautiful modern townhouse, Chorlton",219118372
838,1.0,Real Bed,1.0,100.0,27.00,53.493109999999994,-2.3597,Private Double in Local Manchester,91299809
839,1.0,Real Bed,1.0,88.0,22.00,53.448240000000006,-2.31548,"Private single room in Manchester, 15mins to city",8684068
840,1.0,Real Bed,1.0,99.0,29.00,53.45309,-2.24359,Contemporary and Quirky Urban Retreat,32978961
841,1.0,Real Bed,1.0,98.0,46.00,53.48313,-2.2513099999999997,Bright Double Bedroom - 4 min walk from Deansgate!,89627743
842,1.0,Real Bed,1.0,100.0,24.00,53.48506,-2.1930099999999997,Private room in 2 bed apartment,121547391
843,1.0,Real Bed,1.0,93.0,45.00,53.48405,-2.29671,City Double Room Media City UK/ Free Tea & coffee,73535097
844,1.0,Real Bed,1.0,80.0,45.00,53.482569999999996,-2.29819,Luxury Double Bedroom Media City/ Free Tea & coffe,73535097
845,1.0,Real Bed,1.0,97.0,32.00,53.482730000000004,-2.2976400000000003,Pendrose Double Room Media City/ Free Tea & coffee,73535097
846,1.0,Real Bed,1.0,96.0,45.00,53.48464,-2.25466,"Private room, en-suite, perfect city cntr location",21016396
847,1.0,Real Bed,1.0,98.0,33.00,53.476690000000005,-2.20763,"Manchester bed, breakfast and amateur petting zoo",124690212
848,1.0,Real Bed,1.0,96.0,30.00,53.499669999999995,-2.1979900000000003,Shared house- Close to Manchester city centre.,212688011
849,1.0,Real Bed,1.0,95.0,35.00,53.47354,-2.29255,Private double bed in MediaCity (Private bath),153803600
850,1.0,Real Bed,1.0,98.0,100.00,53.483990000000006,-2.22838,High spec apartment. Stunning views (City Centre),137993313
851,1.0,Real Bed,1.0,88.0,21.00,53.45918,-2.2256,Nice home in the city centre,221010846
852,1.0,Real Bed,1.0,100.0,28.00,53.500009999999996,-2.26105,Friendly house with easy access to Manchester,124835032
853,1.0,Real Bed,1.0,95.0,35.00,53.511019999999995,-2.2074,Double Room Near North Manchester Hospital,220603812
854,1.0,Real Bed,1.0,80.0,31.00,53.47877,-2.2201299999999997,"Spacious & Comfortable, Private En-Suite Room.",19447496
855,1.0,Real Bed,1.0,100.0,50.00,53.45953000000001,-2.25632,Private room in 2 bedroom flat,221171040
856,1.0,Real Bed,1.0,100.0,28.00,53.51053,-2.20887,Manchester Luxury single room,220603812
857,1.0,Real Bed,1.0,92.0,31.00,53.42304,-2.25236,"Great Double room in a private house , W Didsbury",156476233
858,1.0,Real Bed,1.0,99.0,79.00,53.4619,-2.24884,Lovely double room close to centre & Universities,92457940
859,1.0,Real Bed,1.0,96.0,17.00,53.44099,-2.2372400000000003,Comfortable double room that can accommodate 2,216741039
860,1.0,Real Bed,1.0,90.0,25.00,53.3991,-2.15388,Comfy single room in stylish house - free parking,6240753
861,1.0,Real Bed,1.0,92.0,40.00,53.445119999999996,-2.24036,North African experience,177745808
862,1.0,Real Bed,1.0,100.0,29.00,53.456669999999995,-2.20539,ROSE ROOM*Chic Decoration,140249579
863,1.0,Real Bed,1.0,98.0,65.00,53.504169999999995,-2.3467599999999997,The Studio at Dales Brow,195344553
864,1.0,Real Bed,1.0,80.0,29.00,53.45523000000001,-2.20493,Comfortable double room.,140249579
865,1.0,Real Bed,1.0,80.0,59.00,53.52162,-2.15496,"Comfortable Double room, Manchester with parking",203430396
866,1.0,Real Bed,1.0,98.0,35.00,53.5355,-2.04033,View at the Buttery,172783714
867,1.0,Real Bed,1.0,94.0,30.00,53.48966,-2.24086,Central near Manchester arena with friendly hosts,221885857
868,1.0,Real Bed,1.0,100.0,15.00,53.51276,-2.43605,Manchester Home with a view,73184968
869,1.0,Real Bed,1.0,98.0,29.00,53.429080000000006,-2.17552,Spacious room close to Manchester and Stockport,57650523
870,1.0,Real Bed,1.0,99.0,23.00,53.38296999999999,-2.28619,Cozy single room in friendly house,222891872
871,1.0,Real Bed,1.0,90.0,29.00,53.48883000000001,-2.30622,Large Double Bedroom In Salford / near Media City,50812929
872,1.0,Real Bed,1.0,97.0,34.00,53.42808,-2.17685,Large double room near Railway Station,57650523
873,1.0,Real Bed,1.0,100.0,30.00,53.517990000000005,-2.04358,An old converted police station.,38476278
874,1.0,Real Bed,1.0,100.0,20.00,53.52641,-2.21559,Manchester luxury stay near tourist attractions,223719007
875,1.0,Real Bed,1.0,98.0,35.00,53.47035,-2.2585599999999997,Spacious Double Bedroom in Central Manchester,21173427
876,1.0,Real Bed,1.0,85.0,49.00,53.3895,-2.2418099999999996,Cheshire detached family bungalow,109766719
877,1.0,Real Bed,1.0,100.0,25.00,53.3954,-2.2551799999999997,Dubble bedroom,224190776
878,1.0,Real Bed,1.0,85.0,17.00,53.4069,-2.1606099999999997,Double bedroom with WiFi,36509956
879,1.0,Real Bed,1.0,100.0,30.00,53.53853,-2.70076,Carer 4 You Residents (Website hidden by Airbnb) 4,224643610
880,1.0,Real Bed,1.0,100.0,40.00,53.4482,-2.35453,APOLOGIES....CLOSED UNTIL FURTHER NOTICE,224625044
881,1.0,Real Bed,1.0,100.0,22.00,53.539640000000006,-2.69888,Carer 4 You Residential (Website hidden by Airbnb) 3,224643610
882,1.0,Real Bed,1.0,100.0,160.00,53.53844,-2.6994599999999997,Carer 4 You Residential (Website hidden by Airbnb) 2,224643610
883,1.0,Real Bed,1.0,100.0,160.00,53.540259999999996,-2.69957,Carer 4 YOu Residential Home no# 1,224643610
884,1.0,Real Bed,1.0,99.0,35.00,53.44534,-2.34804,"Double room, Urmston, Manchester *Netflix & WiFi*",224857889
885,1.0,Real Bed,1.0,100.0,25.00,53.477340000000005,-2.24211,Private Double bedroom flat,224921984
886,1.0,Real Bed,1.0,100.0,37.00,53.4035,-2.23238,Manchester Spacious bedroom to rent,78863004
887,1.0,Real Bed,1.0,100.0,15.00,53.49233,-2.3521400000000003,Monton cosy house,225247419
888,1.0,Real Bed,1.0,98.0,42.00,53.47432,-2.2915900000000002,Modern and homey place in a high rise building.,225266551
889,1.0,Real Bed,1.0,100.0,22.00,53.493359999999996,-2.22316,R8 - Single bedroom only,134737859
890,1.0,Real Bed,1.0,96.0,20.00,53.500040000000006,-2.26713,"10 mins from town by bus, garden, big room. PLAB",86393358
891,1.0,Real Bed,1.0,99.0,25.00,53.3771,-2.27619,"Unique single bedroom, 15min walk to Mcr Airport!",225457490
892,1.0,Real Bed,1.0,100.0,45.00,53.45038,-2.2319299999999997,Simple ‘n’ Easy,225560513
893,1.0,Real Bed,1.0,97.0,19.00,53.572230000000005,-2.45178,Cosy & comfortable double bedroom in shared Flat,225436296
894,1.0,Real Bed,1.0,100.0,20.00,53.5095,-2.15465,Single bedroom,44663532
895,1.0,Real Bed,1.0,100.0,16.00,53.560109999999995,-2.43015,"Cosy Room w/ TV -  near college, town & Hospital!",128441323
896,1.0,Real Bed,1.0,99.0,17.00,53.56073000000001,-2.4308799999999997,"Comfy Room - near college, Uni, Town & Hospital!",128441323
897,1.0,Real Bed,1.0,99.0,60.00,53.48036,-2.2314599999999998,Spacious private room & bathroom. Shared apartment,67166964
898,1.0,Real Bed,1.0,98.0,22.00,53.499340000000004,-2.17571,Large Room Piccadilly Sta 3 miles Etihad 1.5 miles,80883858
899,1.0,Real Bed,1.0,99.0,31.00,53.48263000000001,-2.23034,Private double room in Manchester Centre,37772047
900,1.0,Real Bed,1.0,94.0,30.00,53.42225,-2.17612,"1934 detached house, in a quiet Conservation Area.",121488551
901,1.0,Real Bed,1.0,100.0,150.00,53.490080000000006,-2.3328,⭐️Luxury Ground Floor Apartment⭐️Private Garden ⭐️,26721812
902,1.0,Real Bed,1.0,85.0,130.00,53.488890000000005,-2.33315,⭐️Quirky Loft Apartment Salford Royal Hospital⭐️,26721812
903,1.0,Real Bed,1.0,99.0,30.00,53.441,-2.28403,"Beautiful room in modern townhouse, Chorlton",219118372
904,1.0,Real Bed,1.0,98.0,20.00,53.39744,-2.17162,Single near Airport Easy to City or stepping hill,56149131
905,1.0,Real Bed,1.0,99.0,22.00,53.39931,-2.3062099999999996,"Relaxing friendly home, 15 mins Airport & tram/bus",30300477
906,1.0,Real Bed,1.0,88.0,15.00,53.56377,-2.6337200000000003,ENSUITE..DOUBLE BEDROOM,228400905
907,1.0,Real Bed,1.0,100.0,20.00,53.4686,-2.24802,Single bedroom in Central location,228556248
908,1.0,Real Bed,1.0,96.0,18.00,53.487019999999994,-2.30788,A very lovely room near Media city and city centre,49349536
909,1.0,Real Bed,1.0,98.0,28.00,53.46535,-2.26126,Convenient✓ Private Bathroom✓ Flexible Check-In✓,7889055
910,1.0,Real Bed,1.0,100.0,25.00,53.521809999999995,-2.24824,Comfy room in quiet Mews,161766722
911,1.0,Real Bed,1.0,100.0,40.00,53.475469999999994,-2.2538,"Manchester, City Centre",28701361
912,1.0,Real Bed,1.0,85.0,46.00,53.48469,-2.29672,Single Bedroom near BBC & ITV Mediacity Salford,73535097
913,1.0,Real Bed,1.0,98.0,29.00,53.4677,-2.27871,"Cosy room near Old Trafford,Med City & City Center",229014619
914,1.0,Real Bed,1.0,100.0,50.00,53.46341999999999,-2.2671,Old Trafford/Double bedroom in new build Townhouse,229872314
915,1.0,Real Bed,1.0,84.0,395.00,53.49456,-2.23605,Stanley Street Manchester,89331251
916,1.0,Real Bed,1.0,98.0,70.00,53.4704,-2.24119,double room in 2 bed apartment. university quarter,230052313
917,1.0,Real Bed,1.0,92.0,25.00,53.50949,-2.1886400000000004,Double Room - Moston (5 mins drive from Etihad),230090016
918,1.0,Real Bed,1.0,100.0,25.00,53.46833,-2.25815,Cozy city centre apartment,179086802
919,1.0,Real Bed,1.0,95.0,29.00,53.395509999999994,-2.26443,Single Room - Ideal for Airport & Hospital,67216736
920,1.0,Real Bed,1.0,91.0,50.00,53.477340000000005,-2.20529,Beautiful double bed room 15min City Centre,52953498
921,1.0,Real Bed,1.0,97.0,45.00,53.47296,-2.2497700000000003,Private room and bathroom in shared accommodation,106195410
922,1.0,Real Bed,1.0,98.0,24.00,53.44719,-2.2513799999999997,double bedroom near city centre,52652242
923,1.0,Real Bed,1.0,100.0,15.00,53.44379,-2.18575,Cosy double room in Levenshulme,11865724
924,1.0,Real Bed,1.0,91.0,40.00,53.468180000000004,-2.26443,Room,96709756
925,1.0,Real Bed,1.0,89.0,29.00,53.39676,-2.22807,Double room Gatley 2 Stops Manchester Airport,160508296
926,1.0,Real Bed,1.0,100.0,268.00,53.48843000000001,-2.2458,Ensuite double bedroom - city centre available,40122582
927,1.0,Real Bed,1.0,100.0,25.00,53.57356,-2.09475,"Beautiful Double Room in Shaw, near Manchester",33540946
928,1.0,Real Bed,1.0,97.0,17.00,53.57343,-2.09455,"Single Room in Shaw, near Manchester",33540946
929,1.0,Real Bed,1.0,90.0,40.00,53.43461,-2.2050099999999997,"Large Room, Luxury King Size Bed, Large Desk. U",235313631
930,1.0,Real Bed,1.0,83.0,29.00,53.5129,-2.46952,Scandinavian Duplex Double Bedroom.,173630036
931,1.0,Real Bed,1.0,86.0,29.00,53.514419999999994,-2.46952,Cozy Private Double Bedroom.,173630036
932,1.0,Real Bed,1.0,100.0,40.00,53.44393,-2.07234,Double room in outstanding large Victorian House,12089397
933,1.0,Real Bed,1.0,93.0,40.00,53.436040000000006,-2.20545,"Large Room, Luxury King Size Bed, Large Desk. D",235313631
934,1.0,Real Bed,1.0,91.0,25.00,53.43631,-2.20324,"Airport Trainline, Bunk bed, Desk. U",235313631
935,1.0,Real Bed,1.0,98.0,30.00,53.46594,-2.22078,The Gaskell,236261091
936,1.0,Real Bed,1.0,93.0,25.00,53.467040000000004,-2.28275,Comfy bedroom in stylish apartment with balcony.,84235635
937,1.0,Real Bed,1.0,99.0,55.00,53.467659999999995,-2.28114,En-suite double room in fantastic location,236608021
938,1.0,Real Bed,1.0,100.0,25.00,53.456959999999995,-2.14025,Double bed in amazing home & private lounge,66267183
939,1.0,Real Bed,1.0,100.0,33.00,53.44085,-2.20133,Beautiful House Share Near PLAB Academy M19 2BP,189880054
940,1.0,Real Bed,1.0,96.0,45.00,53.47265,-2.2648599999999997,Riverside en-suite apartment with balcony&parking,237292168
941,1.0,Real Bed,1.0,98.0,40.00,53.48053,-2.23515,Piccadilly Double room and private Bathroom,237751735
942,1.0,Real Bed,1.0,100.0,30.00,53.37876,-2.1842799999999998,"Relax in cosy,modern&private En suite room with TV",160185283
943,1.0,Real Bed,1.0,97.0,25.00,53.452780000000004,-2.35834,Large spacious home with easy access to Manchester,238476201
944,1.0,Real Bed,1.0,98.0,25.00,53.43115,-2.24275,"Double Bedroom, W. Didsbury- *Long stays welcome*",20878237
945,1.0,Real Bed,1.0,88.0,23.00,53.53624,-2.18533,"Lovely quite area, 15min drive to Man city center",92512399
946,1.0,Real Bed,1.0,98.0,35.00,53.45086,-2.2333,Feel At Home!  lovely room near town & man uni,2561556
947,1.0,Real Bed,1.0,96.0,17.00,53.52633,-2.27638,Private double room in Prestwich,221426678
948,1.0,Real Bed,1.0,97.0,24.00,53.516769999999994,-2.244,Ladies only Manchester bright calm flat near city,57439494
949,1.0,Real Bed,1.0,100.0,40.00,53.489169999999994,-2.2109,Double Room Nr Etihad/City Centre w/Private Bath,11910728
950,1.0,Real Bed,1.0,100.0,30.00,53.5189,-2.39427,Amazing comfortable clean and cozy home,203053212
951,1.0,Real Bed,1.0,100.0,39.00,53.490159999999996,-2.23402,Double room in stunning warehouse style apartment,2258107
952,1.0,Real Bed,1.0,100.0,20.00,53.451640000000005,-2.19705,Large room in quiet street,76396658
953,1.0,Real Bed,1.0,90.0,20.00,53.44453000000001,-2.1875299999999998,"Light, spacious attic room in warm, friendly house",148425684
954,1.0,Real Bed,1.0,100.0,20.00,53.442859999999996,-2.2015700000000002,Double Room  PERFECT FOR PLABS!!,127947909
955,1.0,Real Bed,1.0,95.0,20.00,53.50765,-2.3207299999999997,"Private, upstairs double room in Swinton",51101043
956,1.0,Real Bed,1.0,95.0,50.00,53.480090000000004,-2.24695,"Bedroom&private bathroom,2min walk to Piccadilly.",188668802
957,1.0,Real Bed,1.0,100.0,20.00,53.44161999999999,-2.20142,**Perfect for PLABS** -Double Room,127947909
958,1.0,Real Bed,1.0,100.0,32.00,53.365140000000004,-2.15053,Cosy Room with Netflix TV in Bramhall,191626584
959,1.0,Real Bed,1.0,100.0,45.00,53.45567,-2.22529,Sama's Apartment : A Stylish Family Room (5),195601535
