id,title,coins,danmakus,follow,views,score,score_count,tags,long_review_count,short_review_count,state,ep,timestamp
5630,约会大作战 万由里裁决,49334,536245,496771,9822481,9.2,3222,战斗 ,17,942,2,1,1583385035
965,魔法禁书目录 剧场版,40459,337913,496760,6115084,8.9,2230,科幻 校园 战斗 热血 ,7,622,2,1,1583385035
5525,乌冬面之国的金色毛球,24617,162102,492009,7833919,9.5,1215,漫画改 日常 治愈 ,3,478,2,12,1583385035
5995,爱丽丝与藏六,26191,218241,491198,6505085,9.2,1366,魔法 日常 治愈 萝莉 ,10,545,2,12,1583385035
5195852,齐木楠雄的灾难 完结篇,51701,62893,489943,6055438,9.8,10961,搞笑 校园 漫画改 ,15,3519,2,2,1583385035
709,啾咪BABY 日语版,10215,32293,489063,1661687,9.7,3417,萌系 搞笑 日常 ,11,1186,2,13,1583385035
5871233,格林笔记 The Animation,23900,95558,488950,6567248,8.9,2850,游戏改 架空 冒险 ,40,1162,2,12,1583385035
21995182,深夜的超自然公务员,20141,71014,488511,9689902,7.6,3053,漫画改 奇幻 职场 声控 ,28,1131,2,15,1583385035
2595,无头骑士异闻录×2 转,24050,518175,488367,11380037,9.4,1390,奇幻 日常 声控 小说改 ,6,303,2,12,1583385035
984,传说中勇者的传说,14446,157302,488458,6415791,9.5,2750,奇幻 热血 战斗 架空 ,20,1077,2,24,1583385035
3072,晨曦公主,17535,403166,487124,19690319,9.7,2668,少女 奇幻 架空 冒险 ,21,1044,2,24,1583385035
5125,温暖的印记,22834,40243,486704,9678204,9.8,3681,恋爱 ,6,1619,2,10,1583385035
2844,境界的彼方 -I'LL BE HERE- 未来篇,54670,299757,485519,4866191,9.5,3691,日常 奇幻 治愈 ,15,1069,2,1,1583385035
868,纯白交响曲,35489,480178,483739,10887819,9.4,1825,日常 游戏改 ,21,706,2,12,1583385035
866,迷糊餐厅 WORKING!!,9155,62036,482751,2863037,9.6,2031,搞笑 日常 声控 美食 ,12,547,2,13,1583385035
75052,三坪房间的侵略者！,45764,210505,479395,4724675,9.6,4502,,25,1541,2,12,1583385035
5507,WWW.迷糊餐厅,39612,204247,478644,10960154,9.3,1778,搞笑 日常 职场 漫画改 ,7,511,2,13,1583385035
78432,全金属狂潮 Invisible Victory,26557,107111,478051,8116335,9.7,7363,机战 战斗 时泪 小说改 ,72,3527,2,12,1583385035
845,花开伊吕波,26508,419204,478632,5722262,9.6,5696,日常 治愈 催泪 原创 ,81,2119,2,26,1583385035
2764,绯弹的亚里亚 AA,15594,454218,476220,12193336,8.0,765,热血 校园 战斗 ,4,270,2,12,1583385035
311,我家浴缸的二三事,15364,265063,475635,21690863,9.5,1397,日常 泡面 治愈 ,1,493,2,13,1583385035
978,荒川爆笑团,15086,66273,475629,3186703,9.6,3044,搞笑 日常 声控 ,13,986,2,13,1583385035
8292,我们仍未知道那天所看见的花的名字。 剧场版,63476,142606,472246,4223346,9.7,3703,催泪 治愈 ,24,1120,2,1,1583385035
1626,黑子的篮球 第3期,33288,1841427,466095,44413388,9.2,1467,运动 热血 声控 社团 ,24,429,2,25,1583385035
4316422,KEMURIKUSA,37063,72346,466027,6206700,9.7,10762,原创 战斗 ,111,4943,2,12,1583385035
2687,穿越时空的少女,34770,48651,463349,1960854,9.5,3752,科幻 催泪 校园 穿越 ,38,1309,2,1,1583385035
28222678,花牌情缘 第三季,29712,46946,462151,5113046,7.8,7713,漫画改 热血 恋爱 少女 ,61,2940,1,21,1583385035
28224078,BanG Dream! 梦想协奏曲 第三季,13651,34395,460597,1559931,9.8,2634,原创 校园 音乐 偶像 ,8,957,1,7,1583385035
631,学生会的一己之见,13608,34666,457709,1776407,9.7,3333,日常 校园 小说改 ,25,1131,2,12,1583385035
28222728,高分少女 第二季,74563,89128,457380,6436837,9.9,21154,漫画改 恋爱 ,75,7789,2,9,1583385035
28223473,剧场版 阿松,6296,18865,455679,406631,9.8,2329,日常 漫画改 搞笑 ,22,839,2,1,1583385035
28224129,神推偶像登上武道馆我就死而无憾,47467,136649,456537,5722980,9.8,9795,漫画改 日常 偶像 萌系 ,30,3470,1,8,1583385035
1293,幸运星,14571,33880,454954,1648037,9.8,7266,萌系 搞笑 日常 治愈 ,25,2372,2,25,1583385035
3297,历物语,24099,85762,453056,6696459,9.7,1510,奇幻 校园 ,6,422,2,12,1583385035
6445,3月的狮子 第二季,81835,215869,451716,9651087,9.8,13882,日常 励志 漫画改 ,163,6301,2,22,1583385035
4404,热血少年,11006,61370,450032,7358818,9.5,1961,战斗 ,4,703,2,10,1583385035
5506,魔法少女育成计划,22384,390114,449278,8344996,8.0,2103,魔法 ,45,969,2,12,1583385035
6421,阿松 第二季,26633,368191,448301,9494344,9.5,6960,日常 ,63,3411,2,25,1583385035
6260,蜡笔小新 第一季（中文）,36887,520399,447576,30678996,9.8,4135,搞笑 ,20,1285,2,480,1583385035
1564,攻壳机动队 STAND ALONE COMPLEX,10687,119047,447285,5114879,9.8,2473,科幻 热血 智斗 ,15,852,2,26,1583385035
863,[C]THE MONEY OF SOUL AND POSSIBILITY CONTROL,8233,65164,446200,3392664,9.2,2055,奇幻 战斗 智斗 原创 ,33,814,2,11,1583385035
139432,魔偶马戏团,50896,119053,444025,14608768,8.8,5485,热血 战斗 ,60,2256,2,36,1583385035
1505,无头骑士异闻录×2 承,23994,665076,442444,16212406,9.5,1482,奇幻 日常 声控 小说改 ,5,305,2,12,1583385035
3107,赤发白雪姬 第二季,30162,424461,442268,11408835,9.6,1548,奇幻 少女 架空 ,9,492,2,12,1583385035
28227003,BanG Dream! 梦想协奏曲 电影演唱会,8497,15804,441709,413776,9.8,2628,音乐 社团 少女 声控 ,10,930,2,1,1583385035
468,青春纪行,23590,276641,441627,3980329,9.5,4579,日常 小说改 ,73,1921,2,24,1583385035
1382,NANA,15060,238124,437476,6159258,9.8,3144,日常 少女 音乐 ,57,1147,2,47,1583385035
698,魔装少女就是本少爷 第二季,11720,62703,435418,1607962,9.7,3213,奇幻 魔法 ,12,973,2,10,1583385035
2890,少女与战车,15432,286232,433250,4109801,9.7,4998,科幻 智斗 日常 ,28,1689,2,12,1583385035
5038,月歌,24732,516823,432967,8557143,9.6,1511,乙女 音乐 偶像 ,16,600,2,13,1583385035
4201,如果她的旗帜被折断了,14858,217703,432359,4363350,8.7,1673,,27,710,2,13,1583385035
1083,公主恋人！,8090,206012,431821,5691644,7.9,732,,5,297,2,12,1583385035
5267026,不愉快的怪物庵 续,35880,91172,430526,9001924,9.6,3103,治愈 神魔 漫画改 ,6,1077,2,13,1583385035
6435,Code:Realize ～创世的姬君～,8880,82208,429605,6235764,9.0,1386,恋爱 乙女 游戏改 奇幻 ,9,612,2,12,1583385035
3527,逆转裁判,38475,939561,429720,16745241,8.4,1509,推理 智斗 游戏改 职场 ,19,618,2,24,1583385035
5882,元气少女缘结神 新婚篇,55413,104278,429793,5419826,9.8,1923,恋爱 奇幻 ,4,703,2,1,1583385035
28221382,夏目友人帐,51381,119110,429854,5354029,9.9,9343,剧情 奇幻 动画 ,28,3336,1,2019,1583385035
193,龙娘七七七埋藏的宝藏,4562,12804,430076,776121,9.1,1644,奇幻 日常 推理 ,11,606,2,11,1583385035
5802,CHAOS;CHILD,14994,126782,427710,7059996,7.9,1275,推理 ,28,558,2,14,1583385035
530,超次元游戏 海王星,11973,133374,427559,2732110,9.7,2450,科幻 热血 奇幻 少女 ,14,977,2,13,1583385035
6325,舞动青春,44785,313316,427097,13477742,9.6,7672,运动 漫画改 励志 ,79,3544,2,24,1583385035
77352,重神机潘多拉,14303,99511,426672,6602925,6.5,4761,机战 原创 科幻 ,129,2811,2,26,1583385035
5761,精灵宝可梦 无印,32968,629852,425805,15973021,9.8,3437,热血 战斗 励志 架空 ,10,1150,2,271,1583385035
735,只要你说你爱我,4414,86711,425398,1810483,8.3,1271,日常 少女 恋爱 ,29,490,2,13,1583385035
620,南家三姐妹,12469,264315,424720,5599403,9.7,2169,萌系 搞笑 日常 ,2,737,2,13,1583385035
28224139,织田肉桂信长,21600,59608,425106,4208598,9.7,3294,漫画改 搞笑 日常 萌系 ,7,940,1,8,1583385035
6475,小林家的龙女仆 OVA,14161,116526,423834,6959068,9.7,4598,萌系 搞笑 日常 漫画改 ,2,1226,2,1,1583385035
28224087,思维覆写,21877,66622,423840,5991830,9.6,6119,漫画改 奇幻 ,28,2346,1,9,1583385035
3054,游戏王 怪兽之决斗,28544,342847,417121,13291782,9.8,5832,热血 战斗 奇幻 ,37,2015,2,224,1583385035
3446,夏目友人帐 OVA,11883,45352,415590,3170777,9.7,2248,奇幻 日常 治愈 ,6,782,2,2,1583385035
1463,翼·年代记,6211,214171,415501,3954903,9.6,1043,科幻 热血 架空 穿越 ,11,344,2,26,1583385035
3116,房东青春期！,19620,101131,414316,14250307,9.2,1210,萌系 日常 ,5,483,2,12,1583385035
78612,宇宙战舰提拉米斯,15785,60640,413915,9651124,9.2,2167,搞笑 机战 科幻 ,2,917,2,16,1583385035
28224153,Thunderbolt Fantasy 西幽玹歌,9507,19274,413412,330967,9.8,2720,原创 布袋戏 战斗 架空 ,3,865,2,1,1583385035
3498,Anne Happy,26838,277790,410861,6206940,9.6,1750,萌系 校园 日常 ,11,677,2,12,1583385035
28220984,轻音少女 第二季,65602,342868,410510,7084782,9.9,25893,漫画改 萌系 音乐 校园 ,93,8348,2,27,1583385035
28222742,厨神小当家,15984,99624,405314,7719871,5.0,7097,漫画改 奇幻 冒险 美食 ,37,3156,2,12,1583385035
5064,Thunderbolt Fantasy 东离剑游纪,57329,446127,403992,15071119,9.7,3469,奇幻 战斗 布袋戏 冒险 ,13,1264,2,13,1583385035
142612,嫁给非人类,27571,31333,403843,10257821,9.6,3047,漫画改 ,2,1485,2,12,1583385035
5622,我的青春恋爱物语果然有问题 续 OVA,45451,144355,404148,6332741,9.8,5338,,10,1332,2,1,1583385035
6326,人马少女的烦恼,19389,220797,399807,7186991,9.1,2049,奇幻 日常 漫画改 ,19,863,2,12,1583385035
5994,机甲少女 FRAME ARMS GIRL,11382,187683,398685,4997687,9.1,558,机战 科幻 原创 ,4,196,2,12,1583385035
3428,OVERLORD SP,19099,41354,396372,30521854,9.5,3056,科幻 奇幻 战斗 日常 ,1,926,2,8,1583385035
5513,终末的伊泽塔,24489,228759,395485,6109447,9.2,1502,战斗 魔法 原创 架空 ,15,584,2,12,1583385035
3366,境界的彼方 -I'LL BE HERE- 过去篇,19129,63210,395566,4314514,9.5,1317,恋爱 奇幻 战斗 ,4,289,2,1,1583385035
919,架向星空之桥,16413,235672,394112,3975884,8.8,1226,日常 治愈 ,14,468,2,12,1583385035
1625,黑子的篮球 第2期,14928,881873,393646,10948595,9.1,1097,运动 热血 声控 社团 ,5,244,2,25,1583385035
5268246,明治东京恋伽,21884,132351,392895,8135603,9.1,2120,恋爱 乙女 游戏改 声控 ,28,925,2,12,1583385035
257,稻荷恋之歌,7831,228100,391379,6587467,9.2,1284,少女 奇幻 恋爱 ,13,495,2,11,1583385035
1073,潘朵拉之心,8695,137256,390232,3670606,9.6,2081,奇幻 神魔 冒险 ,28,811,2,25,1583385035
2061,人形电脑天使心,8893,55868,390342,1126488,9.7,3104,日常 少女 ,33,1307,2,28,1583385035
10464925,魔法少女☆伊莉雅 3REI!!,13528,104477,389231,3357255,9.6,2132,奇幻 战斗 魔法 漫画改 ,18,648,2,12,1583385035
3437,我的青春恋爱物语果然有问题。 第一季 OVA,24275,110811,388415,5786451,9.7,3389,小说改 恋爱 校园 ,10,728,2,1,1583385035
723,猫物语（黑）,2516,7268,387378,517118,9.7,1508,奇幻 声控 小说改 神魔 ,7,416,2,4,1583385035
5796,兽娘动物园,23079,259675,387149,7054104,9.7,6586,萌系 日常 架空 ,64,2843,2,12,1583385035
3466,魔笛MAGI 辛巴达的冒险,14492,176994,386189,9220857,9.6,850,奇幻 战斗 声控 漫画改 ,3,228,2,13,1583385035
113,我们大家的河合庄,8597,25502,385870,1182663,9.7,3358,日常 恋爱 校园 ,19,1227,2,12,1583385035
982,花丸幼稚园,14081,83731,387640,1794847,9.7,2361,萌系 日常 治愈 ,9,872,2,12,1583385035
122732,机动战士高达独角兽(UC) RE:0096,28536,240881,384522,17797455,9.4,2135,热血 机战 科幻 战斗 ,16,656,2,22,1583385035
78272,恶魔战线,10470,71458,384336,4744818,8.2,2416,恋爱 奇幻 漫画改 ,23,1221,2,12,1583385035
28222624,爱书的下克上：为了成为图书管理员不择手段！,36111,102852,383715,6585349,9.5,7689,小说改 穿越 架空 励志 ,44,2418,2,14,1583385035
28223276,名侦探柯南：绀青之拳,40359,179599,382079,7175249,7.4,9679,悬疑 动画 动作 漫画改 ,46,3772,1,2019,1583385035
5346052,W'Z,18883,66277,381301,6416537,8.5,1722,战斗 原创 ,18,669,2,14,1583385035
323,大图书馆的牧羊人,12284,332398,378879,8784192,9.2,1237,日常 ,12,469,2,12,1583385035
139412,叛逆性百万亚瑟王,11717,31392,377234,5192999,8.1,2125,奇幻 战斗 游戏改 架空 ,27,1098,2,10,1583385035
3101,无头骑士异闻录×2 结,32861,389083,377284,8411348,9.4,1964,奇幻 日常 声控 ,33,575,2,12,1583385035
77972,赛马娘,42854,206863,377095,6517999,9.6,5390,游戏改 运动 偶像 ,53,2186,2,13,1583385035
893,白兔糖,14187,77669,377181,3050902,9.8,3294,日常 治愈 ,35,1258,2,11,1583385035
5981,覆面系 NOISE,10517,187656,376482,5751804,8.4,650,恋爱 音乐 少女 漫画改 ,12,269,2,12,1583385035
528,八犬传-东方八犬异闻- 第一季,6038,92436,374085,3074173,9.7,1165,奇幻 ,4,403,2,13,1583385035
3467,命运石之门 负荷领域的既视感,42994,212262,372300,4445356,9.8,5815,科幻 穿越 ,33,2006,2,1,1583385035
3119,少女们向荒野进发,16244,266458,370599,7487517,7.5,428,校园 ,4,157,2,12,1583385035
1857,鸦KARAS,20808,58018,370530,3055034,9.8,2543,奇幻 战斗 ,17,998,2,6,1583385035
1551,亚尔斯兰战记,21196,775310,368852,20639574,9.1,963,热血 智斗 战斗 架空 ,7,264,2,25,1583385035
973,天降之物Final 我永远的鸟笼,25404,55949,366060,3103926,9.8,3785,奇幻 ,26,1480,2,1,1583385035
296,天体的秩序,18800,372318,365490,7198441,9.4,1653,奇幻 日常 治愈 萝莉 ,27,624,2,13,1583385035
616,花牌情缘,7589,97482,365441,3429917,8.7,2334,少女 运动 校园 热血 ,22,786,2,25,1583385035
2544,星之声,6272,19019,364527,2087890,9.1,754,科幻 少女 治愈 机战 ,10,259,2,1,1583385035
819,零之使魔 双月骑士,69835,644159,364317,9431880,9.2,1787,奇幻 战斗 小说改 架空 ,8,515,2,12,1583385035
1593,搞笑漫画日和,6726,45941,362704,5573967,9.3,913,搞笑 泡面 ,0,287,2,12,1583385035
3361,龙之界点,7094,81698,363123,2167581,8.3,958,奇幻 战斗 ,4,401,2,12,1583385035
28227648,烟花,35066,91706,363231,4000471,8.6,10028,剧情 动画 ,166,3958,1,2017,1583385035
638,失忆症,5611,132185,358766,4010004,9.3,656,奇幻 乙女 ,10,263,2,12,1583385035
6433,Love Live! Sunshine!! 第二季,29776,251751,356784,5101034,9.4,4908,音乐 校园 偶像 社团 ,62,2122,2,13,1583385035
28222738,星合之空,46225,101934,356893,6274633,9.7,10319,原创 运动 校园 ,100,4243,2,12,1583385035
814,在盛夏等待,4918,27165,355101,880814,9.3,1401,科幻 催泪 恋爱 原创 ,10,543,2,12,1583385035
2581,黑塔利亚 The World Twinkle 第6期,27373,403839,354827,16329937,9.7,1735,萌系 日常 泡面 声控 ,20,694,2,15,1583385035
290,记录的地平线 第二季,40200,533880,352499,25905347,9.5,2767,奇幻 智斗 穿越 冒险 ,28,881,2,25,1583385035
408,潜行吧！奈亚子 Remember My Love,3583,10302,350682,3749665,9.4,277,萌系 奇幻 ,2,77,2,12,1583385035
1302,SOLA,5479,51470,347717,1551702,9.4,1465,少女 治愈 ,32,566,2,13,1583385035
981,大神与七位伙伴,3038,14114,347632,501451,9.4,1841,奇幻 热血 社团 ,4,663,2,12,1583385035
28225065,奇幻☆怪盗,10141,50792,347718,4054237,6.6,2095,小说改 奇幻 恋爱 ,7,904,1,7,1583385035
3307,革命机Valvrave,20900,190781,346843,5189194,9.8,90846,机战 科幻 战斗 原创 ,119,49832,2,24,1583385035
1072,狼与香辛料 第二季,28878,163240,346700,3021838,9.8,6155,奇幻 日常 治愈 小说改 ,43,2035,2,13,1583385035
78692, 异世界居酒屋～古都阿伊特力亚的居酒屋阿信～,15385,124480,345797,9543251,9.1,1996,小说改 美食 架空 ,16,757,2,12,1583385035
4058,巴哈姆特之怒 GENESIS,7752,88295,345645,3176197,9.5,1878,奇幻 魔法 神魔 架空 ,13,689,2,13,1583385035
5053,Ange Vierge,6145,139580,344960,4233766,8.1,327,奇幻 战斗 ,3,146,2,12,1583385035
27526419,萤火之森,22063,40278,345376,1720934,9.7,3039,漫画改 神魔 催泪 恋爱 ,7,897,2,1,1583385035
2910,真实之泪,11927,190023,344046,2603962,9.3,2409,校园 治愈 恋爱 游戏改 ,49,1022,2,13,1583385035
238,姐姐来了,8678,63407,344252,13068155,9.5,1380,日常 ,4,534,2,13,1583385035
5807,BanG Dream!,18344,163292,343839,5211826,9.4,1707,校园 音乐 社团 日常 ,12,568,2,14,1583385035
79332,LOST SONG 失落的歌谣,19702,115346,341879,5119959,9.4,11054,音乐 原创 架空 ,238,5455,2,12,1583385035
572,KARNEVAL狂欢节,6647,118547,342009,2580677,9.6,972,奇幻 战斗 声控 架空 ,4,362,2,13,1583385035
1181,悠久之翼,6667,95405,341576,2089702,9.7,1718,催泪 校园 恋爱 ,27,671,2,12,1583385035
5047,发条精灵战记 天镜的极北之星,13564,129684,340391,7492038,9.0,782,奇幻 战斗 架空 ,13,277,2,13,1583385035
1211,吸血鬼骑士,7361,256044,339613,6459581,9.2,936,奇幻 少女 乙女 神魔 ,13,328,2,13,1583385035
522,蔷薇少女,4964,29338,337820,1248398,9.6,1321,萌系 奇幻 ,8,463,2,12,1583385035
102712,付丧神出租中,19327,50063,335811,4736604,9.5,2122,小说改 治愈 神魔 ,12,861,2,12,1583385035
6295,蜡笔小新 第六季（中文）,29617,316436,334428,22698530,9.8,2955,搞笑 ,11,959,2,156,1583385035
207,头文字D First Stage,19900,427747,334302,11544514,9.8,2837,时泪 运动 热血 ,15,909,2,26,1583385035
2793,K MISSING KINGS,13614,182718,334216,5658846,9.4,1169,奇幻 战斗 声控 ,8,252,2,2,1583385035
8061448,不愉快的怪物庵,11407,73332,332420,3547156,9.5,1705,奇幻 日常 治愈 ,13,606,2,13,1583385035
3145,神不在的星期天,10444,102545,331908,2788935,9.3,1619,架空 ,21,606,2,13,1583385035
3420,野良神 ARAGOTO OAD,58788,322344,330404,11164048,9.7,2378,奇幻 推理 ,3,738,2,2,1583385035
102632,中间管理录利根川,34547,78122,329019,8364626,9.6,3956,搞笑 日常 励志 职场 ,37,1460,2,24,1583385035
6262,蜡笔小新 第二季（中文）,41547,723034,328104,42548017,9.8,4494,搞笑 ,19,1350,2,873,1583385035
6441,动画同好会,14172,160444,326667,3915004,8.5,2287,校园 社团 原创 搞笑 ,35,1082,2,13,1583385035
78312,冷然之天秤,7970,100453,326697,5601652,9.3,1445,乙女 游戏改 ,6,618,2,12,1583385035
862,丹特丽安的书架,7832,31367,325921,1118924,9.7,3093,奇幻 治愈 声控 冒险 ,26,1093,2,12,1583385035
9032,宅饮,12347,56795,325871,4888039,9.2,1383,日常 美食 漫画改 ,9,482,2,12,1583385035
2589,青春生存游戏,12478,584944,324327,8895012,9.2,872,热血 校园 战斗 少女 ,0,323,2,13,1583385035
821,零之使魔F,57948,559938,324453,15691316,9.4,1963,奇幻 日常 战斗 小说改 ,19,693,2,12,1583385035
4367,魔法战争,4860,113448,323222,3439013,4.5,2245,战斗 ,20,1117,2,12,1583385035
4760998,笑容的代价,13607,52742,322487,5638784,4.3,8219,科幻 战斗 原创 机战 ,190,4354,2,12,1583385035
5021,亚尔斯兰战记 风尘乱舞,11166,157388,322499,4711971,9.1,550,热血 战斗 架空 冒险 ,3,150,2,8,1583385035
6692,IDOLiSH7-偶像星愿-,26973,156524,321477,6218819,9.8,4661,音乐 偶像 游戏改 ,110,2372,2,17,1583385035
1575,伪恋 OAD,13654,124499,321276,4490383,9.2,748,校园 ,0,183,0,0,1583385035
3979,田中君总是如此慵懒小剧场,5599,9977,320741,13142519,9.5,551,日常 ,2,183,2,35,1583385035
28223816,俺物语！！,58219,219321,321370,3263405,9.9,20325,漫画改 日常 校园 恋爱 ,41,8458,2,24,1583385035
27127860,刀剑神域 Extra Edition,25695,128720,320477,6574662,9.4,2184,小说改 热血 战斗 科幻 ,2,567,2,1,1583385035
28221385,BEM,14746,38060,318492,3903579,8.5,2613,漫画改 战斗 奇幻 ,11,833,2,12,1583385035
4555,你看起来很好吃,33414,48019,318029,1945041,9.8,5127,治愈 ,8,1842,2,1,1583385035
7752,春宵苦短，少女前进吧,18189,41656,316151,2066249,9.7,6988,恋爱 奇幻 ,88,3100,2,1,1583385035
4026,Re：从零开始休息时间,36750,193094,315652,31907997,9.3,1215,小说改 架空 穿越 冒险 ,10,278,2,25,1583385035
28222735,厨病激发男孩,20456,66079,315377,4336534,9.6,4252,小说改 搞笑 日常 校园 ,15,1556,2,11,1583385035
8512,夏目友人帐 第五季 特别篇,13096,35079,314957,3189450,9.7,1831,奇幻 日常 治愈 ,7,445,2,1,1583385035
4067,寻找失去的未来,5356,64732,314711,2069292,9.0,1078,校园 穿越 ,27,441,2,12,1583385035
727,食梦者,12098,153610,314296,3530846,9.8,2941,日常 热血 励志 职场 ,33,1082,2,25,1583385035
1396,怪 〜AYAKASHI〜,7026,130154,312600,2506988,9.7,1299,历史 奇幻 治愈 ,13,413,2,11,1583385035
2741,Concrete Revolutio 超人幻想 第一季,12881,161151,311219,6678686,9.6,1029,热血 奇幻 战斗 魔法 ,8,355,2,13,1583385035
1092,钢壳都市雷吉欧斯,1993,17774,310829,816635,8.2,741,科幻 热血 战斗 架空 ,6,273,2,24,1583385035
5567,悠哉日常大王 Repeat OAD,8350,17657,310863,2202357,9.7,1511,少女 日常 ,12,548,2,1,1583385035
752,TARI TARI,7934,50326,309832,1336727,9.6,2205,日常 音乐 校园 催泪 ,23,823,2,13,1583385035
949,超元气三姐妹,14722,81160,309272,2471400,9.8,3308,萌系 搞笑 日常 治愈 ,7,1245,2,13,1583385035
119312,NEKOPARA EXTRA 小猫篇（猫娘乐园）,30063,47368,308905,1981823,9.7,3276,萌系 日常 治愈 游戏改 ,8,1337,2,1,1583385035
1603,灼眼的夏娜III -Final-,17936,380105,306276,4355754,9.4,1972,战斗 热血 小说改 奇幻 ,36,665,2,24,1583385035
1509,偶像大师 灰姑娘女孩,10180,209267,305707,5963732,9.3,750,音乐 偶像 励志 少女 ,9,238,2,13,1583385035
1631,DOG DAYS,4530,67250,305564,2029547,9.2,809,少女 战斗 热血 声控 ,9,293,2,13,1583385035
2303,浪客剑心,9324,243433,303092,5759226,9.7,1380,时泪 热血 战斗 历史 ,11,400,2,95,1583385035
5576,喜欢上你的那个瞬间。～告白实行委员会～,11245,71141,300712,2915586,9.6,1330,恋爱 校园 声控 ,8,409,2,1,1583385035
4032,心灵想要大声呼喊,10674,40958,299649,870802,9.2,3019,校园 治愈 ,58,1240,2,1,1583385035
24554900,RobiHachi,17147,45671,299235,4368527,9.5,2660,原创 冒险 ,8,1137,2,12,1583385035
1056,凉宫春日的忧郁 2006,3596,10805,299097,808643,9.6,1966,时泪 奇幻 搞笑 科幻 ,20,688,2,14,1583385035
2587,迷糊餐厅 WORKING!!!,26706,320286,298197,11603011,9.7,1903,搞笑 日常 声控 美食 ,8,557,2,13,1583385035
1602,灼眼的夏娜II -Second-,16318,535438,295879,4502888,9.0,1151,校园 战斗 热血 小说改 ,5,277,2,24,1583385035
761,薄樱鬼,3745,133379,295848,2606539,9.2,448,历史 少女 声控 乙女 ,5,129,2,12,1583385035
2613,城下町的蒲公英,14480,84526,295970,2201631,9.6,2538,治愈 搞笑 ,3,855,2,12,1583385035
5473,心灵的声音,17741,67019,295718,15726675,9.7,1000,,1,335,2,78,1583385035
28222672,异界群敌 代码重组,7507,30190,294904,3743169,6.0,1294,游戏改 战斗 科幻 萌系 ,4,555,2,12,1583385035
3115,黑之宣告,9132,125425,292843,3977504,6.1,853,机战 战斗 科幻 ,19,405,2,12,1583385035
858,好想告诉你 第二季,17101,301716,292832,7069444,9.7,1458,少女 校园 治愈 催泪 ,15,527,2,12,1583385035
1245,S.A特优生,4221,99346,292783,3179240,9.1,722,日常 少女 ,4,252,2,24,1583385035
28223818,我不受欢迎，怎么想都是你们的错！,15395,94972,289659,2019636,9.7,4990,漫画改 搞笑 日常 校园 ,36,1903,2,12,1583385035
28221414,只要長得可愛，即使是變態你也喜歡嗎？（僅限台灣地區）,9651,36915,289489,966496,9.2,2486,小说改 校园 恋爱 ,19,1007,2,12,1583385035
5281,网球王子,19165,567876,288752,12228530,9.5,1999,校园 运动 奇幻 ,14,697,2,178,1583385035
2923,狼的孩子雨和雪,25739,46644,287750,1648491,9.8,4954,治愈 ,34,1777,2,1,1583385035
4310042,机动战士高达 铁血的奥尔芬斯 第一季,14912,101518,287753,5474177,9.3,3078,热血 机战 科幻 战斗 ,27,1158,2,25,1583385035
1220,伯爵与妖精,2036,75768,283529,2506885,8.9,391,奇幻 少女 ,2,137,2,12,1583385035
282,电器街的漫画店,13087,266683,281742,9709518,9.4,1060,萌系 搞笑 日常 治愈 ,6,368,2,12,1583385035
28221400,普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？（僅限台灣地區）,4032,20531,280958,626310,6.2,1855,小说改 奇幻 穿越 ,19,806,2,12,1583385035
1192,机动战士高达00,10562,136589,279782,5405553,9.6,2563,科幻 热血 机战 ,9,745,2,25,1583385035
78132,高达创形者,14394,262667,278221,14600751,4.6,5340,热血 机战 社团 少儿 ,82,2922,2,25,1583385035
126792,肆式青春,35541,56891,277900,5024809,8.1,7232,动画 ,414,3604,1,2018,1583385035
6438,魔法使的新娘（僅限台灣地區）,5805,24423,277598,1023412,9.5,3120,恋爱 奇幻 魔法 漫画改 ,44,1567,2,24,1583385035
1021,无法逃离的背叛,2409,26723,277619,889206,9.1,651,奇幻 ,10,257,2,24,1583385035
140772,佐賀偶像是傳奇（僅限港澳台地區）,14342,42690,277552,1760539,9.8,4736,原创 搞笑 偶像 ,50,2276,2,12,1583385035
4205,恶魔之谜,9321,85158,277044,2289545,9.3,2075,校园 ,14,707,2,12,1583385035
3317,蜂蜜与四叶草,6287,49567,276367,2493674,9.7,1335,萌系 恋爱 少女 治愈 ,23,525,2,26,1583385035
28222625,放学后桌游俱乐部,15019,55046,276178,2705011,9.3,2631,漫画改 校园 日常 社团 ,18,762,2,12,1583385035
26360655,進擊的巨人 第三季 Part.2（僅限台灣地區）,33129,59189,275644,2610171,9.8,13431,漫画改 热血 奇幻 战斗 ,51,4995,2,10,1583385035
1379,黑礁,8570,90752,275617,3878814,9.6,1377,科幻 战斗 热血 智斗 ,3,421,2,12,1583385035
628,Q弟侦探因幡,9239,49998,274424,2555662,9.7,1070,萌系 搞笑 日常 ,2,381,2,12,1583385035
1247,我家有个狐仙大人,2312,15258,273700,917250,9.6,790,少女 ,4,313,2,24,1583385035
442,锁锁美同学@提不起劲,4243,16686,273474,734015,9.4,1180,奇幻 日常 ,7,420,2,12,1583385035
4070,元气囝仔,11379,56189,272693,2197670,9.8,3597,治愈 ,14,1321,2,12,1583385035
3429,Charlotte SP,28273,126469,272409,7663759,9.7,2600,奇幻 校园 ,11,813,2,2,1583385035
497,机动战士高达SEED HD,17333,317671,271279,8104153,9.5,3048,科幻 机战 ,43,969,2,48,1583385035
