beta,ebr
0,0.011820436507936507
0.1,0.010526785714285714
0.2,0.00906845238095238
0.30000000000000004,0.007277777777777778
0.4,0.005225198412698413
0.5,0.002304563492063492
0.6,0.0007390873015873016
0.7,0.00017757936507936507
0.7999999999999999,0.0001884920634920635
0.8999999999999999,0.0016656746031746032
0.9999999999999999,0.0074365079365079365
