alpha,ebr
0,0.012864087301587302
0.1,0.012018849206349207
0.2,0.011030753968253969
0.30000000000000004,0.009950396825396826
0.4,0.008171626984126984
0.5,0.006630952380952381
0.6,0.004219246031746031
0.7,0.004090277777777778
0.7999999999999999,0.005008928571428571
0.8999999999999999,0.010047619047619048
0.9999999999999999,0.015346230158730158
